sample_id,path_secuencia,path_landmarks,dataset,source_kind,T
sample_04700_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04700_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04700_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04701_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04701_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04701_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04702_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04702_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04702_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04703_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04703_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04703_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04704_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04704_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04704_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04705_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04705_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04705_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04706_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04706_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04706_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04707_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04707_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04707_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04708_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04708_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04708_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04709_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04709_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04709_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04710_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04710_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04710_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04711_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04711_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04711_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04712_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04712_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04712_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04713_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04713_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04713_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04714_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04714_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04714_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04715_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04715_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04715_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04716_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04716_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04716_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04717_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04717_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04717_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04718_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04718_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04718_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04719_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04719_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04719_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04720_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04720_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04720_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04721_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04721_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04721_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04722_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04722_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04722_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04723_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04723_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04723_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04724_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04724_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04724_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04725_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04725_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04725_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04726_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04726_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04726_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04727_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04727_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04727_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04728_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04728_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04728_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04729_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04729_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04729_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04730_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04730_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04730_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04731_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04731_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04731_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04732_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04732_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04732_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04733_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04733_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04733_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04734_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04734_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04734_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04735_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04735_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04735_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04736_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04736_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04736_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04737_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04737_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04737_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04738_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04738_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04738_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04739_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04739_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04739_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04740_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04740_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04740_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04741_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04741_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04741_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04742_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04742_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04742_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04743_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04743_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04743_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04744_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04744_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04744_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04745_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04745_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04745_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04746_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04746_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04746_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04747_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04747_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04747_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04748_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04748_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04748_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04749_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04749_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04749_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04750_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04750_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04750_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04751_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04751_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04751_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04752_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04752_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04752_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04753_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04753_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04753_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04754_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04754_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04754_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04755_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04755_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04755_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04756_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04756_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04756_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04757_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04757_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04757_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04758_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04758_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04758_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04759_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04759_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04759_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04760_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04760_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04760_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04761_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04761_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04761_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04762_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04762_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04762_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04763_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04763_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04763_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04764_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04764_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04764_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04765_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04765_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04765_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04766_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04766_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04766_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04767_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04767_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04767_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04768_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04768_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04768_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04769_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04769_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04769_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04770_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04770_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04770_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04771_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04771_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04771_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04772_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04772_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04772_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04773_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04773_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04773_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04774_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04774_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04774_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04775_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04775_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04775_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04776_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04776_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04776_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04777_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04777_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04777_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04778_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04778_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04778_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04779_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04779_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04779_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04780_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04780_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04780_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04781_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04781_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04781_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04782_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04782_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04782_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04783_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04783_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04783_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04784_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04784_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04784_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04785_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04785_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04785_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04786_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04786_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04786_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04787_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04787_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04787_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04788_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04788_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04788_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04789_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04789_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04789_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04790_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04790_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04790_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04791_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04791_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04791_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04792_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04792_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04792_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04793_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04793_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04793_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04794_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04794_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04794_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04795_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04795_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04795_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04796_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04796_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04796_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04797_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04797_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04797_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04798_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04798_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04798_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04799_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04799_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04799_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04800_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04800_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04800_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04801_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04801_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04801_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04802_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04802_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04802_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04803_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04803_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04803_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04804_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04804_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04804_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04805_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04805_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04805_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04806_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04806_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04806_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04807_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04807_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04807_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04808_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04808_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04808_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04809_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04809_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04809_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04810_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04810_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04810_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04811_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04811_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04811_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04812_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04812_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04812_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04813_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04813_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04813_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04814_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04814_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04814_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04815_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04815_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04815_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04816_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04816_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04816_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04817_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04817_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04817_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04818_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04818_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04818_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04819_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04819_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04819_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04820_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04820_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04820_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04821_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04821_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04821_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04822_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04822_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04822_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04823_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04823_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04823_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04824_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04824_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04824_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04825_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04825_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04825_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04826_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04826_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04826_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04827_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04827_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04827_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04828_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04828_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04828_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04829_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04829_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04829_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04830_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04830_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04830_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04831_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04831_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04831_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04832_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04832_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04832_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04833_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04833_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04833_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04834_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04834_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04834_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04835_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04835_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04835_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04836_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04836_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04836_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04837_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04837_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04837_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04838_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04838_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04838_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04839_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04839_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04839_MST_5_landmarks3d.npy,mano,synthetic,16
sample_04840_MST_5,data/processed/secuencias_stgcn/mano/mano_sample_04840_MST_5.npy,datasets/synthetic_mst/mano_samples_balanced/sample_04840_MST_5_landmarks3d.npy,mano,synthetic,16
