sample_id,path,path_landmarks,label,condition,dataset,split
freihand_00001252,datasets/training/rgb/00001252.jpg,data/processed/landmarks/freihand_00001252.npy,hand,sin_mst,freihand,train
freihand_00007786,datasets/training/rgb/00007786.jpg,data/processed/landmarks/freihand_00007786.npy,hand,sin_mst,freihand,train
sample_00026_MST_1,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_00026_MST_1.png,data/processed/landmarks/sample_00026_MST_1.npy,,sin_mst,mano,train
freihand_00023512,datasets/training/rgb/00023512.jpg,data/processed/landmarks/freihand_00023512.npy,hand,sin_mst,freihand,train
f93c0c0a-c187-40b9-8255-d954e19a548b,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_three/f93c0c0a-c187-40b9-8255-d954e19a548b.jpg,data/processed/landmarks/f93c0c0a-c187-40b9-8255-d954e19a548b.npy,three,sin_mst,hagrid,train
freihand_00023221,datasets/training/rgb/00023221.jpg,data/processed/landmarks/freihand_00023221.npy,hand,sin_mst,freihand,train
freihand_00028263,datasets/training/rgb/00028263.jpg,data/processed/landmarks/freihand_00028263.npy,hand,sin_mst,freihand,train
freihand_00018723,datasets/training/rgb/00018723.jpg,data/processed/landmarks/freihand_00018723.npy,hand,sin_mst,freihand,train
freihand_00016551,datasets/training/rgb/00016551.jpg,data/processed/landmarks/freihand_00016551.npy,hand,sin_mst,freihand,train
fe63f95f-283d-4fdd-8e13-298bc6ceb491,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_two_up_inverted/fe63f95f-283d-4fdd-8e13-298bc6ceb491.jpg,data/processed/landmarks/fe63f95f-283d-4fdd-8e13-298bc6ceb491.npy,two_up_inverted,sin_mst,hagrid,train
freihand_00012580,datasets/training/rgb/00012580.jpg,data/processed/landmarks/freihand_00012580.npy,hand,sin_mst,freihand,train
sample_08463_MST_9,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_08463_MST_9.png,data/processed/landmarks/sample_08463_MST_9.npy,,sin_mst,mano,train
52adfba1-5abb-4f9a-a063-688ba013c47b,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_peace_inverted/52adfba1-5abb-4f9a-a063-688ba013c47b.jpg,data/processed/landmarks/52adfba1-5abb-4f9a-a063-688ba013c47b.npy,peace_inverted,sin_mst,hagrid,train
freihand_00012873,datasets/training/rgb/00012873.jpg,data/processed/landmarks/freihand_00012873.npy,hand,sin_mst,freihand,train
freihand_00003073,datasets/training/rgb/00003073.jpg,data/processed/landmarks/freihand_00003073.npy,hand,sin_mst,freihand,train
sample_03351_MST_4,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_03351_MST_4.png,data/processed/landmarks/sample_03351_MST_4.npy,,sin_mst,mano,train
1a780d65-8e53-4807-9b91-114a086d0b55,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_rock/1a780d65-8e53-4807-9b91-114a086d0b55.jpg,data/processed/landmarks/1a780d65-8e53-4807-9b91-114a086d0b55.npy,rock,sin_mst,hagrid,train
sample_03905_MST_4,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_03905_MST_4.png,data/processed/landmarks/sample_03905_MST_4.npy,,sin_mst,mano,train
freihand_00024964,datasets/training/rgb/00024964.jpg,data/processed/landmarks/freihand_00024964.npy,hand,sin_mst,freihand,train
freihand_00015009,datasets/training/rgb/00015009.jpg,data/processed/landmarks/freihand_00015009.npy,hand,sin_mst,freihand,train
sample_03625_MST_4,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_03625_MST_4.png,data/processed/landmarks/sample_03625_MST_4.npy,,sin_mst,mano,train
6f545c0d-c9a0-4645-b471-9c996a8f10ad,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_rock/6f545c0d-c9a0-4645-b471-9c996a8f10ad.jpg,data/processed/landmarks/6f545c0d-c9a0-4645-b471-9c996a8f10ad.npy,rock,sin_mst,hagrid,train
freihand_00002625,datasets/training/rgb/00002625.jpg,data/processed/landmarks/freihand_00002625.npy,hand,sin_mst,freihand,train
freihand_00023001,datasets/training/rgb/00023001.jpg,data/processed/landmarks/freihand_00023001.npy,hand,sin_mst,freihand,train
freihand_00025974,datasets/training/rgb/00025974.jpg,data/processed/landmarks/freihand_00025974.npy,hand,sin_mst,freihand,train
f456bdcd-2903-4040-aa53-a6a733c6435d,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_rock/f456bdcd-2903-4040-aa53-a6a733c6435d.jpg,data/processed/landmarks/f456bdcd-2903-4040-aa53-a6a733c6435d.npy,rock,sin_mst,hagrid,train
freihand_00027738,datasets/training/rgb/00027738.jpg,data/processed/landmarks/freihand_00027738.npy,hand,sin_mst,freihand,train
freihand_00030527,datasets/training/rgb/00030527.jpg,data/processed/landmarks/freihand_00030527.npy,hand,sin_mst,freihand,train
369c256b-7d39-446c-b77a-a6ef738809b7,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_ok/369c256b-7d39-446c-b77a-a6ef738809b7.jpg,data/processed/landmarks/369c256b-7d39-446c-b77a-a6ef738809b7.npy,ok,sin_mst,hagrid,train
868303e2-39d0-49a3-8b46-bf6bc0bb85e6,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_stop_inverted/868303e2-39d0-49a3-8b46-bf6bc0bb85e6.jpg,data/processed/landmarks/868303e2-39d0-49a3-8b46-bf6bc0bb85e6.npy,stop_inverted,sin_mst,hagrid,train
341bae50-d6c5-4677-9a54-1ad0044de21e,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_one/341bae50-d6c5-4677-9a54-1ad0044de21e.jpg,data/processed/landmarks/341bae50-d6c5-4677-9a54-1ad0044de21e.npy,one,sin_mst,hagrid,train
d1b50ed0-c941-449d-b958-9e85914a5444,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_stop_inverted/d1b50ed0-c941-449d-b958-9e85914a5444.jpg,data/processed/landmarks/d1b50ed0-c941-449d-b958-9e85914a5444.npy,stop_inverted,sin_mst,hagrid,train
sample_07423_MST_8,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_07423_MST_8.png,data/processed/landmarks/sample_07423_MST_8.npy,,sin_mst,mano,train
sample_07973_MST_8,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_07973_MST_8.png,data/processed/landmarks/sample_07973_MST_8.npy,,sin_mst,mano,train
freihand_00024117,datasets/training/rgb/00024117.jpg,data/processed/landmarks/freihand_00024117.npy,hand,sin_mst,freihand,train
sample_05415_MST_6,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_05415_MST_6.png,data/processed/landmarks/sample_05415_MST_6.npy,,sin_mst,mano,train
freihand_00003264,datasets/training/rgb/00003264.jpg,data/processed/landmarks/freihand_00003264.npy,hand,sin_mst,freihand,train
freihand_00001569,datasets/training/rgb/00001569.jpg,data/processed/landmarks/freihand_00001569.npy,hand,sin_mst,freihand,train
sample_05933_MST_6,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_05933_MST_6.png,data/processed/landmarks/sample_05933_MST_6.npy,,sin_mst,mano,train
freihand_00021116,datasets/training/rgb/00021116.jpg,data/processed/landmarks/freihand_00021116.npy,hand,sin_mst,freihand,train
freihand_00004613,datasets/training/rgb/00004613.jpg,data/processed/landmarks/freihand_00004613.npy,hand,sin_mst,freihand,train
freihand_00000610,datasets/training/rgb/00000610.jpg,data/processed/landmarks/freihand_00000610.npy,hand,sin_mst,freihand,train
sample_00917_MST_1,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_00917_MST_1.png,data/processed/landmarks/sample_00917_MST_1.npy,,sin_mst,mano,train
sample_00546_MST_1,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_00546_MST_1.png,data/processed/landmarks/sample_00546_MST_1.npy,,sin_mst,mano,train
sample_01281_MST_2,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_01281_MST_2.png,data/processed/landmarks/sample_01281_MST_2.npy,,sin_mst,mano,train
6afee478-2038-4547-8869-1328f895a2dd,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_palm/6afee478-2038-4547-8869-1328f895a2dd.jpg,data/processed/landmarks/6afee478-2038-4547-8869-1328f895a2dd.npy,palm,sin_mst,hagrid,train
a593e98c-d84a-4618-bcba-84058967348c,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_like/a593e98c-d84a-4618-bcba-84058967348c.jpg,data/processed/landmarks/a593e98c-d84a-4618-bcba-84058967348c.npy,no_gesture,sin_mst,hagrid,train
c54ebd69-bbbe-4dac-9649-8ae1f3c687c4,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_stop/c54ebd69-bbbe-4dac-9649-8ae1f3c687c4.jpg,data/processed/landmarks/c54ebd69-bbbe-4dac-9649-8ae1f3c687c4.npy,stop,sin_mst,hagrid,train
freihand_00018251,datasets/training/rgb/00018251.jpg,data/processed/landmarks/freihand_00018251.npy,hand,sin_mst,freihand,train
freihand_00010235,datasets/training/rgb/00010235.jpg,data/processed/landmarks/freihand_00010235.npy,hand,sin_mst,freihand,train
610a39f4-dff5-45b5-a6a2-62a52d160517,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_rock/610a39f4-dff5-45b5-a6a2-62a52d160517.jpg,data/processed/landmarks/610a39f4-dff5-45b5-a6a2-62a52d160517.npy,rock,sin_mst,hagrid,train
sample_08967_MST_9,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_08967_MST_9.png,data/processed/landmarks/sample_08967_MST_9.npy,,sin_mst,mano,train
sample_03559_MST_4,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_03559_MST_4.png,data/processed/landmarks/sample_03559_MST_4.npy,,sin_mst,mano,train
freihand_00000507,datasets/training/rgb/00000507.jpg,data/processed/landmarks/freihand_00000507.npy,hand,sin_mst,freihand,train
sample_07873_MST_8,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_07873_MST_8.png,data/processed/landmarks/sample_07873_MST_8.npy,,sin_mst,mano,train
sample_00983_MST_1,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_00983_MST_1.png,data/processed/landmarks/sample_00983_MST_1.npy,,sin_mst,mano,train
freihand_00014546,datasets/training/rgb/00014546.jpg,data/processed/landmarks/freihand_00014546.npy,hand,sin_mst,freihand,train
0abad2dd-0fd2-49dd-978d-022c28ac19df,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_stop/0abad2dd-0fd2-49dd-978d-022c28ac19df.jpg,data/processed/landmarks/0abad2dd-0fd2-49dd-978d-022c28ac19df.npy,stop,sin_mst,hagrid,train
freihand_00013395,datasets/training/rgb/00013395.jpg,data/processed/landmarks/freihand_00013395.npy,hand,sin_mst,freihand,train
freihand_00003269,datasets/training/rgb/00003269.jpg,data/processed/landmarks/freihand_00003269.npy,hand,sin_mst,freihand,train
sample_09373_MST_10,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_09373_MST_10.png,data/processed/landmarks/sample_09373_MST_10.npy,,sin_mst,mano,train
sample_00460_MST_1,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_00460_MST_1.png,data/processed/landmarks/sample_00460_MST_1.npy,,sin_mst,mano,train
a54f3671-58a1-4c45-8383-70a98b321f8f,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_like/a54f3671-58a1-4c45-8383-70a98b321f8f.jpg,data/processed/landmarks/a54f3671-58a1-4c45-8383-70a98b321f8f.npy,like,sin_mst,hagrid,train
freihand_00031189,datasets/training/rgb/00031189.jpg,data/processed/landmarks/freihand_00031189.npy,hand,sin_mst,freihand,train
07b694d5-c85e-4d40-baa2-16e99c1b37a3,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_rock/07b694d5-c85e-4d40-baa2-16e99c1b37a3.jpg,data/processed/landmarks/07b694d5-c85e-4d40-baa2-16e99c1b37a3.npy,rock,sin_mst,hagrid,train
sample_07839_MST_8,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_07839_MST_8.png,data/processed/landmarks/sample_07839_MST_8.npy,,sin_mst,mano,train
freihand_00019182,datasets/training/rgb/00019182.jpg,data/processed/landmarks/freihand_00019182.npy,hand,sin_mst,freihand,train
freihand_00024987,datasets/training/rgb/00024987.jpg,data/processed/landmarks/freihand_00024987.npy,hand,sin_mst,freihand,train
sample_00903_MST_1,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_00903_MST_1.png,data/processed/landmarks/sample_00903_MST_1.npy,,sin_mst,mano,train
freihand_00018331,datasets/training/rgb/00018331.jpg,data/processed/landmarks/freihand_00018331.npy,hand,sin_mst,freihand,train
sample_00692_MST_1,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_00692_MST_1.png,data/processed/landmarks/sample_00692_MST_1.npy,,sin_mst,mano,train
freihand_00019383,datasets/training/rgb/00019383.jpg,data/processed/landmarks/freihand_00019383.npy,hand,sin_mst,freihand,train
539f805f-418e-4b07-9498-9439b06e85b5,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_peace_inverted/539f805f-418e-4b07-9498-9439b06e85b5.jpg,data/processed/landmarks/539f805f-418e-4b07-9498-9439b06e85b5.npy,peace_inverted,sin_mst,hagrid,train
d05afd8e-f0f6-429d-9eb3-cff868b92e6a,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_rock/d05afd8e-f0f6-429d-9eb3-cff868b92e6a.jpg,data/processed/landmarks/d05afd8e-f0f6-429d-9eb3-cff868b92e6a.npy,rock,sin_mst,hagrid,train
freihand_00015973,datasets/training/rgb/00015973.jpg,data/processed/landmarks/freihand_00015973.npy,hand,sin_mst,freihand,train
freihand_00013628,datasets/training/rgb/00013628.jpg,data/processed/landmarks/freihand_00013628.npy,hand,sin_mst,freihand,train
freihand_00019450,datasets/training/rgb/00019450.jpg,data/processed/landmarks/freihand_00019450.npy,hand,sin_mst,freihand,train
sample_09516_MST_10,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_09516_MST_10.png,data/processed/landmarks/sample_09516_MST_10.npy,,sin_mst,mano,train
sample_05103_MST_6,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_05103_MST_6.png,data/processed/landmarks/sample_05103_MST_6.npy,,sin_mst,mano,train
c9d60fdb-ceaf-47b0-992d-ac15b26d25e9,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_three2/c9d60fdb-ceaf-47b0-992d-ac15b26d25e9.jpg,data/processed/landmarks/c9d60fdb-ceaf-47b0-992d-ac15b26d25e9.npy,three2,sin_mst,hagrid,train
freihand_00025607,datasets/training/rgb/00025607.jpg,data/processed/landmarks/freihand_00025607.npy,hand,sin_mst,freihand,train
freihand_00004828,datasets/training/rgb/00004828.jpg,data/processed/landmarks/freihand_00004828.npy,hand,sin_mst,freihand,train
freihand_00001854,datasets/training/rgb/00001854.jpg,data/processed/landmarks/freihand_00001854.npy,hand,sin_mst,freihand,train
330a9976-5aa3-4331-9724-eb347052b40b,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_dislike/330a9976-5aa3-4331-9724-eb347052b40b.jpg,data/processed/landmarks/330a9976-5aa3-4331-9724-eb347052b40b.npy,dislike,sin_mst,hagrid,train
freihand_00007157,datasets/training/rgb/00007157.jpg,data/processed/landmarks/freihand_00007157.npy,hand,sin_mst,freihand,train
sample_03332_MST_4,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_03332_MST_4.png,data/processed/landmarks/sample_03332_MST_4.npy,,sin_mst,mano,train
freihand_00016549,datasets/training/rgb/00016549.jpg,data/processed/landmarks/freihand_00016549.npy,hand,sin_mst,freihand,train
daf846e8-e0a4-4cee-9ede-cd629f0d4916,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_stop_inverted/daf846e8-e0a4-4cee-9ede-cd629f0d4916.jpg,data/processed/landmarks/daf846e8-e0a4-4cee-9ede-cd629f0d4916.npy,no_gesture,sin_mst,hagrid,train
sample_00734_MST_1,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_00734_MST_1.png,data/processed/landmarks/sample_00734_MST_1.npy,,sin_mst,mano,train
freihand_00013225,datasets/training/rgb/00013225.jpg,data/processed/landmarks/freihand_00013225.npy,hand,sin_mst,freihand,train
freihand_00022121,datasets/training/rgb/00022121.jpg,data/processed/landmarks/freihand_00022121.npy,hand,sin_mst,freihand,train
sample_01726_MST_2,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_01726_MST_2.png,data/processed/landmarks/sample_01726_MST_2.npy,,sin_mst,mano,train
freihand_00002895,datasets/training/rgb/00002895.jpg,data/processed/landmarks/freihand_00002895.npy,hand,sin_mst,freihand,train
ad955f6c-d36d-49b3-bfd9-315f91936dd2,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_three2/ad955f6c-d36d-49b3-bfd9-315f91936dd2.jpg,data/processed/landmarks/ad955f6c-d36d-49b3-bfd9-315f91936dd2.npy,three2,sin_mst,hagrid,train
freihand_00029621,datasets/training/rgb/00029621.jpg,data/processed/landmarks/freihand_00029621.npy,hand,sin_mst,freihand,train
9cc6ca1c-8243-4cdd-9039-d567208b34dd,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_one/9cc6ca1c-8243-4cdd-9039-d567208b34dd.jpg,data/processed/landmarks/9cc6ca1c-8243-4cdd-9039-d567208b34dd.npy,one,sin_mst,hagrid,train
df9c747b-4a43-46fc-9275-59d9bdac3c45,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_mute/df9c747b-4a43-46fc-9275-59d9bdac3c45.jpg,data/processed/landmarks/df9c747b-4a43-46fc-9275-59d9bdac3c45.npy,mute,sin_mst,hagrid,train
bc42529d-ce7d-48a7-ad49-681d7a0a4e36,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_one/bc42529d-ce7d-48a7-ad49-681d7a0a4e36.jpg,data/processed/landmarks/bc42529d-ce7d-48a7-ad49-681d7a0a4e36.npy,one,sin_mst,hagrid,train
sample_05866_MST_6,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_05866_MST_6.png,data/processed/landmarks/sample_05866_MST_6.npy,,sin_mst,mano,train
freihand_00027770,datasets/training/rgb/00027770.jpg,data/processed/landmarks/freihand_00027770.npy,hand,sin_mst,freihand,train
sample_02872_MST_3,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_02872_MST_3.png,data/processed/landmarks/sample_02872_MST_3.npy,,sin_mst,mano,train
sample_02533_MST_3,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_02533_MST_3.png,data/processed/landmarks/sample_02533_MST_3.npy,,sin_mst,mano,train
b7798875-6ae5-4a8f-9f4e-4a778f7a6432,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_rock/b7798875-6ae5-4a8f-9f4e-4a778f7a6432.jpg,data/processed/landmarks/b7798875-6ae5-4a8f-9f4e-4a778f7a6432.npy,rock,sin_mst,hagrid,train
sample_03723_MST_4,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_03723_MST_4.png,data/processed/landmarks/sample_03723_MST_4.npy,,sin_mst,mano,train
05f39eac-b17d-442a-a5a9-a6fa30c80838,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_ok/05f39eac-b17d-442a-a5a9-a6fa30c80838.jpg,data/processed/landmarks/05f39eac-b17d-442a-a5a9-a6fa30c80838.npy,ok,sin_mst,hagrid,train
sample_08648_MST_9,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_08648_MST_9.png,data/processed/landmarks/sample_08648_MST_9.npy,,sin_mst,mano,train
freihand_00010977,datasets/training/rgb/00010977.jpg,data/processed/landmarks/freihand_00010977.npy,hand,sin_mst,freihand,train
sample_00453_MST_1,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_00453_MST_1.png,data/processed/landmarks/sample_00453_MST_1.npy,,sin_mst,mano,train
94e284b4-21ee-45ab-9f2c-1c86147dddc4,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_palm/94e284b4-21ee-45ab-9f2c-1c86147dddc4.jpg,data/processed/landmarks/94e284b4-21ee-45ab-9f2c-1c86147dddc4.npy,palm,sin_mst,hagrid,train
sample_02014_MST_3,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_02014_MST_3.png,data/processed/landmarks/sample_02014_MST_3.npy,,sin_mst,mano,train
sample_08644_MST_9,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_08644_MST_9.png,data/processed/landmarks/sample_08644_MST_9.npy,,sin_mst,mano,train
freihand_00000828,datasets/training/rgb/00000828.jpg,data/processed/landmarks/freihand_00000828.npy,hand,sin_mst,freihand,train
freihand_00005236,datasets/training/rgb/00005236.jpg,data/processed/landmarks/freihand_00005236.npy,hand,sin_mst,freihand,train
dbc98354-05f5-4ba2-84ce-6f3d4bb988b2,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_like/dbc98354-05f5-4ba2-84ce-6f3d4bb988b2.jpg,data/processed/landmarks/dbc98354-05f5-4ba2-84ce-6f3d4bb988b2.npy,no_gesture,sin_mst,hagrid,train
sample_08174_MST_9,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_08174_MST_9.png,data/processed/landmarks/sample_08174_MST_9.npy,,sin_mst,mano,train
5372d9e7-aaa0-4237-84da-39b766fd9a22,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_two_up_inverted/5372d9e7-aaa0-4237-84da-39b766fd9a22.jpg,data/processed/landmarks/5372d9e7-aaa0-4237-84da-39b766fd9a22.npy,two_up_inverted,sin_mst,hagrid,train
7ebfc2b2-9a42-4b9a-87e8-099b990779a7,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_stop/7ebfc2b2-9a42-4b9a-87e8-099b990779a7.jpg,data/processed/landmarks/7ebfc2b2-9a42-4b9a-87e8-099b990779a7.npy,stop,sin_mst,hagrid,train
freihand_00018472,datasets/training/rgb/00018472.jpg,data/processed/landmarks/freihand_00018472.npy,hand,sin_mst,freihand,train
107dfc77-5dc5-4e76-b983-9cfa05f6306f,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_call/107dfc77-5dc5-4e76-b983-9cfa05f6306f.jpg,data/processed/landmarks/107dfc77-5dc5-4e76-b983-9cfa05f6306f.npy,no_gesture,sin_mst,hagrid,train
sample_01825_MST_2,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_01825_MST_2.png,data/processed/landmarks/sample_01825_MST_2.npy,,sin_mst,mano,train
freihand_00021657,datasets/training/rgb/00021657.jpg,data/processed/landmarks/freihand_00021657.npy,hand,sin_mst,freihand,train
freihand_00009106,datasets/training/rgb/00009106.jpg,data/processed/landmarks/freihand_00009106.npy,hand,sin_mst,freihand,train
3b344fae-db74-4ef4-8d62-6a607a514c18,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_palm/3b344fae-db74-4ef4-8d62-6a607a514c18.jpg,data/processed/landmarks/3b344fae-db74-4ef4-8d62-6a607a514c18.npy,palm,sin_mst,hagrid,train
7c87bdfa-2ded-4c0d-ae14-a4a704abd9a7,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_like/7c87bdfa-2ded-4c0d-ae14-a4a704abd9a7.jpg,data/processed/landmarks/7c87bdfa-2ded-4c0d-ae14-a4a704abd9a7.npy,like,sin_mst,hagrid,train
freihand_00015031,datasets/training/rgb/00015031.jpg,data/processed/landmarks/freihand_00015031.npy,hand,sin_mst,freihand,train
sample_01083_MST_2,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_01083_MST_2.png,data/processed/landmarks/sample_01083_MST_2.npy,,sin_mst,mano,train
sample_04472_MST_5,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_04472_MST_5.png,data/processed/landmarks/sample_04472_MST_5.npy,,sin_mst,mano,train
sample_04333_MST_5,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_04333_MST_5.png,data/processed/landmarks/sample_04333_MST_5.npy,,sin_mst,mano,train
freihand_00008753,datasets/training/rgb/00008753.jpg,data/processed/landmarks/freihand_00008753.npy,hand,sin_mst,freihand,train
sample_03185_MST_4,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_03185_MST_4.png,data/processed/landmarks/sample_03185_MST_4.npy,,sin_mst,mano,train
