sample_id,suggested_label,confidence,path_landmarks,dist_ok,thumb_abduction,palm_arc,prox_T,prox_I,prox_M,prox_R,prox_P
sample_06183_MST_7,unknown,0.2,data/processed/landmarks/sample_06183_MST_7.npy,2.0733755,36.064487,1.8757834,13.919265,114.55095,166.20358,105.80622,120.43726
sample_00514_MST_1,like,0.98,data/processed/landmarks/sample_00514_MST_1.npy,4.9819527,74.06116,1.9264649,51.84316,140.3066,94.88109,153.21191,115.678085
sample_08198_MST_9,fist,0.95,data/processed/landmarks/sample_08198_MST_9.npy,0.52078235,30.384245,0.25095505,116.086555,97.069405,101.32882,112.02071,64.56086
sample_03248_MST_4,unknown,0.2,data/processed/landmarks/sample_03248_MST_4.npy,1.6124128,76.49168,1.192495,84.924065,108.35644,87.020454,102.32958,9.997922
sample_03064_MST_4,unknown,0.2,data/processed/landmarks/sample_03064_MST_4.npy,1.7622659,85.67642,0.573437,167.33838,90.75121,135.77293,31.408524,67.17516
sample_01971_MST_2,one,0.85,data/processed/landmarks/sample_01971_MST_2.npy,3.226142,99.01712,1.1812007,71.85374,28.540049,52.366516,40.34052,156.02325
sample_03400_MST_4,rock,0.72,data/processed/landmarks/sample_03400_MST_4.npy,0.86459476,109.22373,1.4072335,127.074135,124.57711,99.93877,129.60658,43.4209
sample_01297_MST_2,unknown,0.2,data/processed/landmarks/sample_01297_MST_2.npy,2.287935,61.68091,2.9352002,64.73724,104.43728,71.17656,78.56775,35.275898
sample_03663_MST_4,fist,0.95,data/processed/landmarks/sample_03663_MST_4.npy,1.2748275,53.261837,0.3922004,84.15532,69.38292,142.46733,87.82266,109.86167
sample_02715_MST_3,like,0.98,data/processed/landmarks/sample_02715_MST_3.npy,1.4118594,108.57985,1.6748296,125.926445,61.643177,67.8071,78.98028,74.63652
sample_08776_MST_9,two_up,0.65,data/processed/landmarks/sample_08776_MST_9.npy,1.9488521,164.98488,0.63242924,126.35781,79.85984,36.071056,35.848423,132.01268
sample_00281_MST_1,like,0.98,data/processed/landmarks/sample_00281_MST_1.npy,2.211038,172.37187,1.0485742,36.8761,123.27159,122.16006,81.184845,116.697586
sample_02037_MST_3,unknown,0.2,data/processed/landmarks/sample_02037_MST_3.npy,2.4402122,52.74382,1.4181246,120.48793,130.71014,15.2808485,129.81473,106.5278
sample_00054_MST_1,fist,0.95,data/processed/landmarks/sample_00054_MST_1.npy,2.1443105,106.8532,1.6588055,118.71882,110.825356,97.337524,72.301575,70.75145
sample_01439_MST_2,bad_pose,0.5,data/processed/landmarks/sample_01439_MST_2.npy,15.380337,90.46714,5.1838183,93.53442,113.33777,41.488796,8.1424675,85.91762
sample_03627_MST_4,one,0.85,data/processed/landmarks/sample_03627_MST_4.npy,3.1262996,138.34349,1.704948,52.77507,10.23518,84.85317,115.38438,57.55639
sample_00134_MST_1,unknown,0.2,data/processed/landmarks/sample_00134_MST_1.npy,4.2835426,98.85043,3.394865,5.817093,110.58298,115.491196,121.0475,94.70482
sample_03340_MST_4,like,0.98,data/processed/landmarks/sample_03340_MST_4.npy,2.9030595,133.00691,2.2034106,37.104176,125.72927,95.88825,103.14312,125.95741
sample_00307_MST_1,fist,0.95,data/processed/landmarks/sample_00307_MST_1.npy,3.877142,99.02722,0.8801411,91.24844,141.48138,69.359955,83.80516,113.87542
sample_02920_MST_3,bad_pose,0.5,data/processed/landmarks/sample_02920_MST_3.npy,5.488382,28.390965,3.2127726,55.077652,122.745155,55.32899,152.67484,40.93342
sample_09998_MST_10,unknown,0.2,data/processed/landmarks/sample_09998_MST_10.npy,2.5452209,146.93607,1.4708563,14.83525,94.672455,165.74782,134.61987,85.99521
sample_02140_MST_3,like,0.98,data/processed/landmarks/sample_02140_MST_3.npy,1.8371404,71.5174,0.45597497,38.152298,88.98109,98.949394,95.66792,72.673836
sample_02600_MST_3,rock,0.62,data/processed/landmarks/sample_02600_MST_3.npy,1.3704612,45.112938,0.7422483,122.0014,64.6209,96.98225,117.10501,41.3057
sample_03602_MST_4,unknown,0.2,data/processed/landmarks/sample_03602_MST_4.npy,2.0925555,71.670235,0.6438018,42.922695,91.516365,65.16966,93.57366,22.787722
sample_01474_MST_2,unknown,0.2,data/processed/landmarks/sample_01474_MST_2.npy,1.5180398,30.604229,1.5033355,118.459,92.435,54.59473,114.035164,68.68238
sample_02456_MST_3,one,0.85,data/processed/landmarks/sample_02456_MST_3.npy,2.1158736,92.558624,1.1655372,143.37906,14.811451,59.83763,119.20491,55.84216
sample_01867_MST_2,unknown,0.2,data/processed/landmarks/sample_01867_MST_2.npy,1.1930255,31.232422,2.412963,138.14227,59.807632,134.27591,46.63214,131.05249
sample_09257_MST_10,unknown,0.2,data/processed/landmarks/sample_09257_MST_10.npy,4.525021,105.63184,1.6297971,22.041996,94.02591,93.98408,117.42697,112.790886
sample_03611_MST_4,rock,0.62,data/processed/landmarks/sample_03611_MST_4.npy,1.8492281,47.873253,0.8365238,55.168854,49.78241,145.26105,60.41545,25.175442
sample_09912_MST_10,fist,0.95,data/processed/landmarks/sample_09912_MST_10.npy,1.978962,87.69276,0.64291155,110.92311,88.268524,135.53485,121.35721,110.808914
sample_00511_MST_1,unknown,0.2,data/processed/landmarks/sample_00511_MST_1.npy,2.4112422,105.89873,1.513275,84.176254,99.48378,166.0576,49.18218,133.72113
sample_02232_MST_3,fist,0.95,data/processed/landmarks/sample_02232_MST_3.npy,0.8404267,45.256973,0.7392832,107.629845,79.411804,73.61256,86.23319,154.91985
sample_00387_MST_1,two_up,0.65,data/processed/landmarks/sample_00387_MST_1.npy,1.9783766,83.351234,0.7178012,105.96081,106.51815,42.550446,60.335785,57.94844
sample_00748_MST_1,unknown,0.2,data/processed/landmarks/sample_00748_MST_1.npy,2.0363176,120.28476,0.81871533,36.938957,84.43992,107.728935,103.86831,143.94904
sample_08460_MST_9,unknown,0.2,data/processed/landmarks/sample_08460_MST_9.npy,1.0067264,66.83882,0.78635156,42.07864,77.66884,133.50784,148.05986,61.21633
sample_00629_MST_1,two_up,0.65,data/processed/landmarks/sample_00629_MST_1.npy,0.6947495,24.75159,1.0726173,146.00891,101.85293,48.9895,113.51977,157.1147
sample_03926_MST_4,unknown,0.2,data/processed/landmarks/sample_03926_MST_4.npy,0.8934943,27.351141,1.0618724,172.54568,126.08711,36.29831,109.33369,95.2552
sample_07318_MST_8,fist,0.95,data/processed/landmarks/sample_07318_MST_8.npy,1.9168819,168.44705,2.7929227,152.73549,157.4339,77.217636,83.59984,128.57423
sample_01621_MST_2,like,0.98,data/processed/landmarks/sample_01621_MST_2.npy,4.0765076,167.79031,2.7930322,37.253036,132.1633,60.061485,152.11758,118.01259
sample_00435_MST_1,unknown,0.2,data/processed/landmarks/sample_00435_MST_1.npy,2.6251059,104.08942,2.1251554,144.36325,43.562958,104.76186,69.73516,162.19745
sample_02784_MST_3,like,0.98,data/processed/landmarks/sample_02784_MST_3.npy,1.1594764,70.70342,1.6358223,79.667404,141.607,124.15622,164.74478,127.38424
sample_00203_MST_1,unknown,0.2,data/processed/landmarks/sample_00203_MST_1.npy,1.5883917,62.909508,0.91028327,164.42458,75.41079,154.09842,33.59387,158.01979
sample_03853_MST_4,unknown,0.2,data/processed/landmarks/sample_03853_MST_4.npy,2.8940012,94.00994,2.4489107,93.92541,81.21826,140.93524,140.20854,35.247528
sample_02053_MST_3,like,0.98,data/processed/landmarks/sample_02053_MST_3.npy,0.4908932,15.683006,0.9955773,70.92747,85.17181,115.51934,60.307945,120.533394
sample_00612_MST_1,one,0.85,data/processed/landmarks/sample_00612_MST_1.npy,4.061931,104.476395,2.607279,131.78978,31.61184,127.643745,156.78195,75.17258
sample_09163_MST_10,call,0.68,data/processed/landmarks/sample_09163_MST_10.npy,3.9877257,144.89107,1.0327973,16.750324,140.55614,108.06353,18.599606,121.9873
sample_00507_MST_1,unknown,0.2,data/processed/landmarks/sample_00507_MST_1.npy,0.97176147,54.87665,0.71360755,59.937016,158.09337,13.268567,45.646755,91.634964
sample_02129_MST_3,unknown,0.2,data/processed/landmarks/sample_02129_MST_3.npy,0.68519586,19.662388,1.8763504,35.82505,129.9896,30.678827,117.05542,161.9205
sample_01257_MST_2,fist,0.95,data/processed/landmarks/sample_01257_MST_2.npy,0.91025877,38.601048,0.25420752,82.48423,88.93708,78.32083,121.792946,67.27593
sample_03082_MST_4,fist,0.95,data/processed/landmarks/sample_03082_MST_4.npy,1.7282332,90.02785,0.64680463,147.03065,84.33462,117.77975,97.67375,72.08506
sample_01624_MST_2,two_up,0.65,data/processed/landmarks/sample_01624_MST_2.npy,1.2547456,28.168997,1.5728719,162.44829,54.97631,28.24378,122.01481,157.07503
sample_01869_MST_2,unknown,0.2,data/processed/landmarks/sample_01869_MST_2.npy,1.697892,128.50948,1.0629107,55.934376,167.47697,78.73967,17.173351,131.36534
sample_01345_MST_2,unknown,0.2,data/processed/landmarks/sample_01345_MST_2.npy,1.2919028,38.534798,0.7198628,90.34468,88.05501,164.13243,30.026207,148.34479
sample_00234_MST_1,rock,0.72,data/processed/landmarks/sample_00234_MST_1.npy,2.852868,109.975685,0.82951087,45.881706,143.31596,24.197933,65.364044,49.73378
sample_02596_MST_3,unknown,0.2,data/processed/landmarks/sample_02596_MST_3.npy,1.1475382,67.29615,1.0534447,94.876366,100.18014,125.002335,55.738224,151.64981
sample_06744_MST_7,rock,0.62,data/processed/landmarks/sample_06744_MST_7.npy,1.1837167,58.391174,2.3116324,93.65615,129.49121,140.49062,61.678898,29.90302
sample_01466_MST_2,fist,0.95,data/processed/landmarks/sample_01466_MST_2.npy,1.3163751,45.455147,0.55174917,52.65077,131.57999,170.11803,138.69704,102.09074
sample_02678_MST_3,call,0.68,data/processed/landmarks/sample_02678_MST_3.npy,2.1660795,105.59182,0.96273553,163.84055,140.81111,101.69303,54.839134,105.67509
sample_01988_MST_2,fist,0.95,data/processed/landmarks/sample_01988_MST_2.npy,1.9615057,141.02106,0.63280135,125.77407,87.69368,174.33856,78.08936,105.628784
sample_02990_MST_3,unknown,0.2,data/processed/landmarks/sample_02990_MST_3.npy,1.1508325,26.01412,0.92516446,65.83285,43.49776,101.027054,86.34048,130.86845
sample_01886_MST_2,unknown,0.2,data/processed/landmarks/sample_01886_MST_2.npy,1.1556671,55.504242,0.8753456,73.04851,166.38525,43.893284,179.18771,179.48413
sample_02963_MST_3,fist,0.95,data/processed/landmarks/sample_02963_MST_3.npy,1.8448238,119.287155,1.1050608,75.64912,92.522224,84.07545,106.685,64.01508
sample_02218_MST_3,call,0.68,data/processed/landmarks/sample_02218_MST_3.npy,1.9863166,109.54526,1.057244,111.04796,135.20703,106.470665,40.907173,91.96839
sample_08322_MST_9,rock,0.62,data/processed/landmarks/sample_08322_MST_9.npy,0.85191506,26.780514,1.2941107,102.89548,93.924095,153.72362,102.866714,54.883938
sample_02105_MST_3,unknown,0.2,data/processed/landmarks/sample_02105_MST_3.npy,1.1689794,20.905256,1.4886533,164.6744,116.27898,50.65772,175.61046,68.99098
sample_01935_MST_2,unknown,0.2,data/processed/landmarks/sample_01935_MST_2.npy,0.6445573,31.200306,1.0756503,44.85274,76.316475,57.470158,80.10887,129.70412
sample_07301_MST_8,fist,0.95,data/processed/landmarks/sample_07301_MST_8.npy,2.895818,105.34548,1.5494912,71.264565,135.4844,147.6362,120.99806,113.35598
sample_02890_MST_3,unknown,0.2,data/processed/landmarks/sample_02890_MST_3.npy,2.3124793,85.94681,1.153703,143.03255,112.22103,69.4783,13.246917,117.97958
sample_08362_MST_9,rock,0.62,data/processed/landmarks/sample_08362_MST_9.npy,0.9899931,37.345013,1.426537,88.19545,93.73354,104.05361,58.851326,57.07189
sample_09303_MST_10,fist,0.95,data/processed/landmarks/sample_09303_MST_10.npy,0.85424167,33.118767,0.9892612,65.307655,136.54248,135.46358,98.02057,123.93849
sample_01743_MST_2,fist,0.95,data/processed/landmarks/sample_01743_MST_2.npy,2.352645,52.604824,1.501533,115.303665,144.9812,125.7033,93.41303,93.69477
sample_00241_MST_1,one,0.85,data/processed/landmarks/sample_00241_MST_1.npy,1.463003,30.197046,1.2873985,80.87403,28.236591,74.55729,82.72147,134.02847
sample_01967_MST_2,two_up,0.65,data/processed/landmarks/sample_01967_MST_2.npy,1.8319517,65.96027,0.9029799,147.88284,111.572205,32.74105,54.734943,51.770565
sample_00367_MST_1,one,0.85,data/processed/landmarks/sample_00367_MST_1.npy,1.4485596,56.43633,1.338593,84.79129,19.1747,142.4897,114.534424,90.14148
sample_09948_MST_10,like,0.98,data/processed/landmarks/sample_09948_MST_10.npy,2.2007723,100.24694,1.544968,74.87688,88.52859,76.668175,169.5139,80.98464
sample_09034_MST_10,like,0.6,data/processed/landmarks/sample_09034_MST_10.npy,2.4111388,103.7352,2.5921032,44.414722,167.63736,91.15526,167.45972,98.1634
sample_01153_MST_2,two_up,0.65,data/processed/landmarks/sample_01153_MST_2.npy,1.3867944,31.148428,1.0139284,126.25912,63.949875,10.722383,153.98782,62.908894
sample_01959_MST_2,unknown,0.2,data/processed/landmarks/sample_01959_MST_2.npy,1.5776565,81.196106,1.1127876,157.9145,75.77298,68.610916,50.237213,105.282616
sample_03518_MST_4,like,0.98,data/processed/landmarks/sample_03518_MST_4.npy,1.6478761,85.33484,1.2274346,107.82135,91.4599,77.70422,80.34077,128.151
sample_00779_MST_1,unknown,0.2,data/processed/landmarks/sample_00779_MST_1.npy,1.4153531,57.58141,0.5409933,23.945385,120.314705,138.88312,89.79901,82.28992
sample_09274_MST_10,unknown,0.2,data/processed/landmarks/sample_09274_MST_10.npy,4.117169,108.09647,1.6221567,35.99027,59.447605,50.174572,125.019875,144.08566
sample_01022_MST_2,like,0.98,data/processed/landmarks/sample_01022_MST_2.npy,8.674464,129.51921,6.191672,41.971115,140.60167,92.06251,97.65238,89.73789
sample_00668_MST_1,two_up,0.65,data/processed/landmarks/sample_00668_MST_1.npy,1.4562588,71.31898,1.0467138,156.2765,50.94405,41.642117,28.28468,114.6083
sample_06812_MST_7,like,0.98,data/processed/landmarks/sample_06812_MST_7.npy,1.5659616,74.55932,1.064026,88.53885,94.688774,135.48918,131.2013,119.56143
sample_07797_MST_8,call,0.68,data/processed/landmarks/sample_07797_MST_8.npy,3.4014606,135.2635,1.3083688,66.34376,129.04514,116.79057,124.81667,54.968124
sample_02516_MST_3,unknown,0.2,data/processed/landmarks/sample_02516_MST_3.npy,1.6876441,68.94537,1.6805348,127.742836,51.196922,121.63902,100.8772,111.97731
sample_03243_MST_4,unknown,0.2,data/processed/landmarks/sample_03243_MST_4.npy,0.837547,5.8528686,0.66168374,66.37075,116.00094,117.94884,47.355476,99.503975
sample_08918_MST_9,call,0.68,data/processed/landmarks/sample_08918_MST_9.npy,2.9697046,103.781105,0.9899671,61.515427,127.823784,167.91397,17.349682,85.31991
sample_01004_MST_2,unknown,0.2,data/processed/landmarks/sample_01004_MST_2.npy,1.6199563,81.23557,0.88698894,44.526794,39.26644,53.76622,135.12805,142.73343
sample_00228_MST_1,fist,0.95,data/processed/landmarks/sample_00228_MST_1.npy,1.4076347,100.39819,0.6846536,129.38516,65.084435,130.92978,60.78214,118.45703
sample_03802_MST_4,one,0.85,data/processed/landmarks/sample_03802_MST_4.npy,2.1275883,135.12073,1.4931664,113.51219,32.594177,99.20713,95.83692,61.10309
sample_02326_MST_3,like,0.98,data/processed/landmarks/sample_02326_MST_3.npy,1.8536074,64.193504,1.8631876,21.454082,127.29942,71.27398,67.693794,72.78057
sample_09045_MST_10,unknown,0.2,data/processed/landmarks/sample_09045_MST_10.npy,2.1750908,108.90801,0.8904892,76.05836,90.74182,163.55292,50.466114,109.42696
sample_01916_MST_2,two_up,0.65,data/processed/landmarks/sample_01916_MST_2.npy,1.74093,32.84823,1.9454993,84.44281,114.56663,18.115347,40.78533,141.21214
sample_06144_MST_7,fist,0.95,data/processed/landmarks/sample_06144_MST_7.npy,0.8631653,32.027916,1.0663823,109.39357,78.675156,159.88887,104.56814,116.724495
sample_07426_MST_8,unknown,0.2,data/processed/landmarks/sample_07426_MST_8.npy,2.4746976,134.63947,1.0657154,141.81966,55.390705,94.37874,94.6269,57.034885
sample_00627_MST_1,two_up,0.65,data/processed/landmarks/sample_00627_MST_1.npy,4.469697,80.558914,1.3485922,96.8261,95.94626,40.6021,34.771416,151.49236
sample_02472_MST_3,three,0.7,data/processed/landmarks/sample_02472_MST_3.npy,1.2538815,58.318317,1.8109695,104.38833,82.60061,115.78044,12.243919,13.291953
sample_03896_MST_4,rock,0.72,data/processed/landmarks/sample_03896_MST_4.npy,4.1780343,121.81792,1.993578,141.20467,107.58315,149.0712,90.46384,19.419691
sample_03504_MST_4,two_up,0.65,data/processed/landmarks/sample_03504_MST_4.npy,0.45257023,18.494549,0.8758725,113.657936,82.825714,28.043907,162.24042,123.65087
sample_02852_MST_3,unknown,0.2,data/processed/landmarks/sample_02852_MST_3.npy,2.5600016,91.46225,2.3286226,140.1569,120.60026,112.475876,62.86337,37.52457
sample_03840_MST_4,two_up,0.65,data/processed/landmarks/sample_03840_MST_4.npy,2.4906158,102.67825,2.4408276,133.5911,36.38652,6.559749,87.32979,155.74574
sample_01893_MST_2,like,0.98,data/processed/landmarks/sample_01893_MST_2.npy,6.286104,77.40065,3.8709533,62.842503,141.7745,123.28578,114.16487,129.79831
sample_07023_MST_8,like,0.98,data/processed/landmarks/sample_07023_MST_8.npy,2.967121,104.49376,0.91842407,109.05808,79.041046,111.8496,84.0817,127.606285
sample_01540_MST_2,fist,0.95,data/processed/landmarks/sample_01540_MST_2.npy,0.9901486,99.50566,1.9450588,138.84074,132.9876,130.59793,115.586845,83.946976
sample_08279_MST_9,unknown,0.2,data/processed/landmarks/sample_08279_MST_9.npy,1.9906675,97.503044,1.4129266,93.55495,55.273018,81.04806,151.07364,87.12334
sample_00527_MST_1,fist,0.95,data/processed/landmarks/sample_00527_MST_1.npy,1.5446061,81.3115,1.4810046,131.21594,118.30724,125.48009,152.7788,154.07344
sample_02355_MST_3,fist,0.95,data/processed/landmarks/sample_02355_MST_3.npy,1.7940575,63.365765,0.5163022,138.4828,142.09445,138.99565,138.83633,80.57507
sample_00455_MST_1,like,0.98,data/processed/landmarks/sample_00455_MST_1.npy,0.73305017,31.240997,1.7662363,110.44797,94.05611,112.649345,157.65904,99.63449
sample_03730_MST_4,unknown,0.2,data/processed/landmarks/sample_03730_MST_4.npy,2.3399746,78.364815,2.0631926,106.41462,165.15384,163.4335,52.446358,84.81408
sample_08481_MST_9,unknown,0.2,data/processed/landmarks/sample_08481_MST_9.npy,1.5751902,71.91897,1.5062454,107.95858,110.13624,88.4839,23.234737,139.84721
sample_00360_MST_1,unknown,0.2,data/processed/landmarks/sample_00360_MST_1.npy,2.0374486,106.1967,0.41722322,155.7939,37.166958,162.26819,50.452164,93.8837
sample_02051_MST_3,fist,0.95,data/processed/landmarks/sample_02051_MST_3.npy,3.0074918,147.79652,1.0466954,131.29263,147.39886,94.26484,93.60692,140.29868
sample_03684_MST_4,like,0.98,data/processed/landmarks/sample_03684_MST_4.npy,2.2540784,104.34782,1.2332116,46.01078,119.02462,117.4028,104.93988,120.72962
sample_00126_MST_1,unknown,0.2,data/processed/landmarks/sample_00126_MST_1.npy,1.9679718,65.58728,1.0486039,98.43233,37.115654,135.1985,129.92422,115.24404
sample_01551_MST_2,like,0.98,data/processed/landmarks/sample_01551_MST_2.npy,4.413284,150.57869,3.095716,108.73444,142.77075,90.53524,65.7026,96.455864
sample_09554_MST_10,fist,0.95,data/processed/landmarks/sample_09554_MST_10.npy,1.9358108,63.537033,1.1030483,106.249954,112.64058,177.67982,87.50602,116.130066
sample_01318_MST_2,like,0.98,data/processed/landmarks/sample_01318_MST_2.npy,1.3881663,77.64095,1.4434886,76.10156,70.59051,126.95991,95.82702,119.68769
sample_08306_MST_9,call,0.68,data/processed/landmarks/sample_08306_MST_9.npy,1.8043666,109.162766,0.9170566,147.32181,119.25577,114.13704,34.546383,147.03079
sample_03535_MST_4,fist,0.95,data/processed/landmarks/sample_03535_MST_4.npy,1.7023565,44.34671,1.273,86.86733,155.69202,141.2653,167.0908,101.84443
sample_03955_MST_4,unknown,0.2,data/processed/landmarks/sample_03955_MST_4.npy,4.873617,80.070595,4.136063,36.17776,76.72203,51.730312,133.3899,101.938034
sample_02499_MST_3,fist,0.95,data/processed/landmarks/sample_02499_MST_3.npy,2.9161668,62.62387,2.8057022,128.19748,119.37972,128.44731,175.11612,117.30525
sample_07944_MST_8,one,0.85,data/processed/landmarks/sample_07944_MST_8.npy,1.5780171,73.795876,1.0510308,87.21559,34.420486,116.72059,123.789276,56.152767
sample_00007_MST_1,one,0.85,data/processed/landmarks/sample_00007_MST_1.npy,0.90758014,46.78945,0.8538978,100.23772,15.918535,135.0328,74.78929,106.55025
sample_00105_MST_1,fist,0.95,data/processed/landmarks/sample_00105_MST_1.npy,1.5904386,84.25592,1.369648,132.55632,95.290016,120.82069,150.19476,84.0699
sample_06511_MST_7,bad_pose,0.5,data/processed/landmarks/sample_06511_MST_7.npy,16.592003,67.73837,19.839922,14.914843,104.84324,96.16627,60.504776,25.317581
sample_00687_MST_1,unknown,0.2,data/processed/landmarks/sample_00687_MST_1.npy,2.3095763,90.273964,1.5896707,59.853226,54.43832,57.202995,152.22562,26.99927
sample_02423_MST_3,call,0.68,data/processed/landmarks/sample_02423_MST_3.npy,4.035677,101.3855,7.7635,122.576675,157.9874,133.54697,127.1684,53.423424
sample_09445_MST_10,unknown,0.2,data/processed/landmarks/sample_09445_MST_10.npy,1.1685536,63.262505,0.48117182,160.60497,136.3979,158.36661,144.93019,28.830193
sample_07450_MST_8,one,0.85,data/processed/landmarks/sample_07450_MST_8.npy,0.48027235,5.679754,1.1008489,114.823235,31.951866,58.265854,49.750317,54.569763
sample_02741_MST_3,like,0.98,data/processed/landmarks/sample_02741_MST_3.npy,0.9091339,39.467274,1.4103979,79.66165,134.42755,155.40321,95.86378,101.21954
sample_01216_MST_2,like,0.98,data/processed/landmarks/sample_01216_MST_2.npy,0.88811046,39.555237,0.787111,107.06793,110.36027,124.16024,103.35831,111.561035
sample_02612_MST_3,fist,0.95,data/processed/landmarks/sample_02612_MST_3.npy,2.3732612,162.19913,0.8193327,52.060917,72.103,82.83386,142.62892,142.09663
sample_07753_MST_8,three,0.7,data/processed/landmarks/sample_07753_MST_8.npy,2.466918,83.47488,1.662087,48.568954,111.20695,21.813435,82.02656,30.055252
sample_00030_MST_1,unknown,0.2,data/processed/landmarks/sample_00030_MST_1.npy,1.6170475,139.39732,0.4013077,6.5204105,51.43386,113.40908,75.08489,61.235867
sample_08608_MST_9,like,0.98,data/processed/landmarks/sample_08608_MST_9.npy,2.038582,38.718994,2.2769232,50.299473,64.02182,118.28996,62.78744,134.03384
sample_09879_MST_10,unknown,0.2,data/processed/landmarks/sample_09879_MST_10.npy,0.81940633,42.09849,0.70816964,142.10915,99.501175,129.45337,33.269917,94.14343
sample_00089_MST_1,two_up,0.65,data/processed/landmarks/sample_00089_MST_1.npy,1.9451944,139.20367,1.1480942,110.58263,68.204666,35.00438,45.88136,170.29475
sample_08751_MST_9,unknown,0.2,data/processed/landmarks/sample_08751_MST_9.npy,1.532103,97.67208,1.550827,48.917057,123.236496,9.088239,126.51828,105.91369
sample_00274_MST_1,unknown,0.2,data/processed/landmarks/sample_00274_MST_1.npy,2.9994335,92.430756,0.5196113,121.08929,107.418304,109.28096,146.45662,53.625946
sample_08578_MST_9,two_up,0.65,data/processed/landmarks/sample_08578_MST_9.npy,0.79730415,19.640247,1.4373821,59.72261,42.535435,46.47081,56.741833,87.58679
sample_09280_MST_10,like,0.98,data/processed/landmarks/sample_09280_MST_10.npy,1.3207439,13.906865,0.9613828,89.49847,131.78572,73.57204,131.87704,84.28303
sample_00961_MST_1,unknown,0.2,data/processed/landmarks/sample_00961_MST_1.npy,1.1311632,39.548843,2.1787367,68.76241,97.34424,50.635815,142.08481,109.22503
sample_04996_MST_5,like,0.6,data/processed/landmarks/sample_04996_MST_5.npy,2.2748146,132.6857,1.2686722,130.04,114.81651,91.088455,54.69296,55.68849
sample_01059_MST_2,four,0.7,data/processed/landmarks/sample_01059_MST_2.npy,1.7801527,92.57557,1.2939566,98.88454,167.01791,19.815176,25.331404,14.3686
sample_08105_MST_9,one,0.85,data/processed/landmarks/sample_08105_MST_9.npy,2.0266979,148.7275,0.6207296,41.930424,22.349646,173.22466,122.39485,89.304955
sample_00545_MST_1,like,0.98,data/processed/landmarks/sample_00545_MST_1.npy,2.632154,138.73979,1.6393508,115.399536,100.554794,116.91342,77.66178,122.6114
sample_00246_MST_1,unknown,0.2,data/processed/landmarks/sample_00246_MST_1.npy,1.7783859,90.706085,0.7869913,95.67109,84.953705,51.588364,91.92859,90.764015
sample_08253_MST_9,rock,0.62,data/processed/landmarks/sample_08253_MST_9.npy,1.2686542,57.41033,0.83255124,72.03392,151.91158,111.2136,137.79941,21.404102
sample_01243_MST_2,like,0.98,data/processed/landmarks/sample_01243_MST_2.npy,4.87998,120.00146,2.9291484,72.53526,124.93086,72.16276,77.073685,66.10793
sample_08744_MST_9,fist,0.95,data/processed/landmarks/sample_08744_MST_9.npy,12.447169,73.27735,3.6332324,143.9852,61.94128,131.42958,141.15616,127.75416
sample_09216_MST_10,like,0.98,data/processed/landmarks/sample_09216_MST_10.npy,2.031328,37.378494,1.4972309,65.86691,104.4315,93.3531,63.577496,110.9905
sample_08348_MST_9,like,0.98,data/processed/landmarks/sample_08348_MST_9.npy,3.4819589,90.27233,2.3404984,96.18774,125.60919,122.35179,149.72484,104.67394
sample_02751_MST_3,unknown,0.2,data/processed/landmarks/sample_02751_MST_3.npy,1.6605618,93.60524,0.38594797,88.65469,106.57186,92.05257,98.75819,19.043299
sample_08052_MST_9,one,0.85,data/processed/landmarks/sample_08052_MST_9.npy,2.2464685,135.51952,1.2862947,141.62221,29.513018,110.7737,108.14409,117.13973
sample_05218_MST_6,unknown,0.2,data/processed/landmarks/sample_05218_MST_6.npy,1.4971162,108.476036,0.7883949,167.46915,51.68378,66.56126,140.38637,84.34719
sample_01681_MST_2,unknown,0.2,data/processed/landmarks/sample_01681_MST_2.npy,2.8387423,79.08685,2.910829,121.14545,75.972,95.70112,57.890686,7.1820645
sample_00827_MST_1,bad_pose,0.5,data/processed/landmarks/sample_00827_MST_1.npy,5.3709416,130.33052,1.7581295,91.290565,102.78003,113.64382,41.69761,84.8092
sample_03657_MST_4,rock,0.62,data/processed/landmarks/sample_03657_MST_4.npy,1.4067012,40.299515,0.7726447,103.54251,104.31089,82.39297,126.67084,30.190783
sample_03900_MST_4,fist,0.95,data/processed/landmarks/sample_03900_MST_4.npy,1.1693612,23.859,1.825849,115.48112,78.00911,134.49039,95.58302,91.33891
sample_03525_MST_4,like,0.6,data/processed/landmarks/sample_03525_MST_4.npy,3.0294263,100.54199,1.0810778,89.840515,111.677574,87.14546,46.01097,114.07774
sample_02148_MST_3,fist,0.95,data/processed/landmarks/sample_02148_MST_3.npy,3.9660542,140.95406,1.5525799,144.05565,127.01657,149.9297,71.56969,113.10905
sample_00640_MST_1,unknown,0.2,data/processed/landmarks/sample_00640_MST_1.npy,2.2549367,70.7759,0.8641393,45.712357,136.4728,26.42576,66.0339,93.0469
sample_00889_MST_1,rock,0.72,data/processed/landmarks/sample_00889_MST_1.npy,1.9377646,129.73596,0.5237505,112.98666,124.69868,127.05641,115.58078,27.520851
sample_03770_MST_4,bad_pose,0.5,data/processed/landmarks/sample_03770_MST_4.npy,7.209038,94.2649,3.2178116,132.33556,129.55183,135.18007,30.457376,138.65067
sample_09721_MST_10,bad_pose,0.5,data/processed/landmarks/sample_09721_MST_10.npy,7.560879,64.89368,2.6294405,96.64196,114.755875,142.70457,122.25726,38.59647
