sample_id,suggested_label,confidence
sample_00721_MST_1,unknown,0.3
sample_02134_MST_3,palm,0.9
sample_00239_MST_1,palm,0.9
sample_09057_MST_10,unknown,0.3
sample_03068_MST_4,palm,0.9
sample_03630_MST_4,palm,0.9
sample_00329_MST_1,palm,0.9
sample_03540_MST_4,palm,0.9
sample_00554_MST_1,palm,0.9
sample_00486_MST_1,palm,0.9
sample_03124_MST_4,four,0.8
sample_00363_MST_1,palm,0.9
sample_00638_MST_1,palm,0.9
sample_02589_MST_3,unknown,0.3
sample_08131_MST_9,unknown,0.3
sample_03203_MST_4,unknown,0.3
sample_09922_MST_10,palm,0.9
sample_02193_MST_3,unknown,0.3
sample_00019_MST_1,unknown,0.3
sample_03338_MST_4,four,0.8
sample_01854_MST_2,unknown,0.3
sample_08611_MST_9,palm,0.9
sample_01032_MST_2,palm,0.9
sample_03551_MST_4,palm,0.9
sample_06356_MST_7,unknown,0.3
sample_07175_MST_8,unknown,0.3
sample_00156_MST_1,unknown,0.3
sample_02179_MST_3,palm,0.9
sample_07103_MST_8,palm,0.9
sample_01382_MST_2,unknown,0.3
sample_03587_MST_4,unknown,0.3
sample_03771_MST_4,palm,0.9
sample_02885_MST_3,four,0.8
sample_07237_MST_8,palm,0.9
sample_01403_MST_2,palm,0.9
sample_00217_MST_1,unknown,0.3
sample_03670_MST_4,unknown,0.3
sample_02790_MST_3,four,0.8
sample_02809_MST_3,palm,0.9
sample_00452_MST_1,unknown,0.3
sample_05098_MST_6,unknown,0.3
sample_01258_MST_2,unknown,0.3
sample_00611_MST_1,unknown,0.3
sample_00048_MST_1,palm,0.9
sample_01766_MST_2,unknown,0.3
sample_03025_MST_4,unknown,0.3
sample_02729_MST_3,palm,0.9
sample_00284_MST_1,four,0.8
sample_01305_MST_2,palm,0.9
sample_09455_MST_10,unknown,0.3
sample_08733_MST_9,palm,0.9
sample_08454_MST_9,unknown,0.3
sample_01669_MST_2,palm,0.9
sample_01478_MST_2,palm,0.9
sample_03753_MST_4,four,0.8
sample_00975_MST_1,palm,0.9
sample_02688_MST_3,unknown,0.3
sample_00999_MST_1,palm,0.9
sample_03838_MST_4,unknown,0.3
sample_03998_MST_4,palm,0.9
sample_02871_MST_3,palm,0.9
sample_00301_MST_1,palm,0.9
sample_02353_MST_3,palm,0.9
sample_02359_MST_3,unknown,0.3
sample_04267_MST_5,four,0.8
sample_09415_MST_10,palm,0.9
sample_04019_MST_5,unknown,0.3
sample_00018_MST_1,unknown,0.3
sample_04818_MST_5,unknown,0.3
sample_02732_MST_3,palm,0.9
sample_02331_MST_3,unknown,0.3
sample_01066_MST_2,unknown,0.3
sample_03179_MST_4,unknown,0.3
sample_09336_MST_10,unknown,0.3
sample_03668_MST_4,palm,0.9
sample_01033_MST_2,palm,0.9
sample_07622_MST_8,four,0.8
sample_02757_MST_3,palm,0.9
sample_08657_MST_9,unknown,0.3
sample_03732_MST_4,unknown,0.3
sample_00201_MST_1,unknown,0.3
sample_06803_MST_7,palm,0.9
sample_01067_MST_2,palm,0.9
sample_06781_MST_7,unknown,0.3
sample_01556_MST_2,unknown,0.3
sample_03901_MST_4,four,0.8
sample_01587_MST_2,three,0.7
sample_01931_MST_2,palm,0.9
sample_02863_MST_3,palm,0.9
sample_00316_MST_1,four,0.8
sample_03205_MST_4,palm,0.9
sample_03734_MST_4,palm,0.9
sample_08101_MST_9,palm,0.9
sample_01267_MST_2,palm,0.9
sample_02859_MST_3,palm,0.9
sample_08137_MST_9,palm,0.9
sample_09602_MST_10,unknown,0.3
sample_07548_MST_8,four,0.8
sample_02781_MST_3,palm,0.9
sample_08693_MST_9,palm,0.9
sample_03015_MST_4,palm,0.9
sample_05432_MST_6,palm,0.9
sample_09543_MST_10,unknown,0.3
sample_02736_MST_3,unknown,0.3
sample_00473_MST_1,palm,0.9
sample_00615_MST_1,palm,0.9
sample_03968_MST_4,palm,0.9
sample_02661_MST_3,palm,0.9
sample_09589_MST_10,unknown,0.3
sample_02510_MST_3,palm,0.9
sample_02175_MST_3,unknown,0.3
sample_08570_MST_9,palm,0.9
sample_08330_MST_9,palm,0.9
sample_08892_MST_9,palm,0.9
sample_03506_MST_4,palm,0.9
sample_00250_MST_1,palm,0.9
sample_02234_MST_3,palm,0.9
sample_02170_MST_3,palm,0.9
sample_01234_MST_2,palm,0.9
sample_08817_MST_9,palm,0.9
sample_01444_MST_2,four,0.8
sample_01628_MST_2,palm,0.9
sample_07112_MST_8,unknown,0.3
sample_02083_MST_3,unknown,0.3
sample_03002_MST_4,unknown,0.3
sample_02569_MST_3,palm,0.9
sample_06634_MST_7,palm,0.9
sample_01263_MST_2,unknown,0.3
sample_03999_MST_4,unknown,0.3
sample_00467_MST_1,palm,0.9
sample_01708_MST_2,palm,0.9
sample_08541_MST_9,palm,0.9
sample_01579_MST_2,palm,0.9
sample_03405_MST_4,unknown,0.3
sample_01964_MST_2,palm,0.9
sample_02789_MST_3,unknown,0.3
sample_01528_MST_2,unknown,0.3
sample_04626_MST_5,palm,0.9
sample_07700_MST_8,unknown,0.3
sample_09249_MST_10,palm,0.9
sample_03969_MST_4,palm,0.9
sample_07462_MST_8,unknown,0.3
sample_08703_MST_9,palm,0.9
sample_09472_MST_10,palm,0.9
sample_07263_MST_8,unknown,0.3
sample_08369_MST_9,unknown,0.3
sample_03268_MST_4,palm,0.9
sample_01342_MST_2,unknown,0.3
sample_02176_MST_3,unknown,0.3
sample_01063_MST_2,palm,0.9
sample_02811_MST_3,palm,0.9
sample_02333_MST_3,palm,0.9
sample_02306_MST_3,unknown,0.3
sample_00015_MST_1,four,0.8
sample_02977_MST_3,palm,0.9
sample_02258_MST_3,unknown,0.3
sample_00559_MST_1,unknown,0.3
sample_08741_MST_9,palm,0.9
sample_01261_MST_2,three,0.7
sample_08821_MST_9,four,0.8
sample_00076_MST_1,palm,0.9
sample_02823_MST_3,unknown,0.3
sample_03788_MST_4,unknown,0.3
sample_06355_MST_7,palm,0.9
sample_07208_MST_8,unknown,0.3
sample_01459_MST_2,palm,0.9
sample_01660_MST_2,unknown,0.3
sample_02457_MST_3,palm,0.9
sample_08268_MST_9,four,0.8
sample_03928_MST_4,palm,0.9
sample_08127_MST_9,unknown,0.3
sample_03302_MST_4,palm,0.9
sample_01374_MST_2,palm,0.9
sample_08488_MST_9,palm,0.9
sample_02803_MST_3,unknown,0.3
sample_03196_MST_4,unknown,0.3
sample_02682_MST_3,palm,0.9
sample_08765_MST_9,unknown,0.3
sample_01092_MST_2,unknown,0.3
sample_00483_MST_1,unknown,0.3
sample_02068_MST_3,unknown,0.3
sample_00371_MST_1,palm,0.9
sample_01737_MST_2,four,0.8
sample_03030_MST_4,palm,0.9
sample_01424_MST_2,palm,0.9
sample_02471_MST_3,unknown,0.3
sample_00982_MST_1,unknown,0.3
sample_09626_MST_10,four,0.8
sample_00305_MST_1,palm,0.9
sample_09651_MST_10,unknown,0.3
sample_07664_MST_8,palm,0.9
sample_02191_MST_3,rock,0.7
sample_09531_MST_10,palm,0.9
sample_09622_MST_10,unknown,0.3
sample_02503_MST_3,unknown,0.3
sample_07825_MST_8,unknown,0.3
sample_04537_MST_5,unknown,0.3
sample_09633_MST_10,palm,0.9
sample_03280_MST_4,unknown,0.3
sample_03096_MST_4,palm,0.9
sample_02015_MST_3,unknown,0.3
sample_02909_MST_3,unknown,0.3
sample_00548_MST_1,unknown,0.3
sample_01149_MST_2,palm,0.9
sample_03576_MST_4,palm,0.9
sample_03277_MST_4,palm,0.9
sample_01097_MST_2,palm,0.9
sample_02566_MST_3,palm,0.9
sample_09467_MST_10,palm,0.9
sample_00404_MST_1,palm,0.9
sample_01164_MST_2,palm,0.9
sample_03440_MST_4,palm,0.9
sample_03860_MST_4,palm,0.9
sample_00823_MST_1,palm,0.9
sample_09785_MST_10,unknown,0.3
sample_08264_MST_9,palm,0.9
sample_02448_MST_3,unknown,0.3
sample_03425_MST_4,unknown,0.3
sample_09599_MST_10,unknown,0.3
sample_01507_MST_2,unknown,0.3
sample_09972_MST_10,unknown,0.3
sample_01301_MST_2,palm,0.9
sample_02913_MST_3,palm,0.9
sample_01473_MST_2,palm,0.9
sample_03387_MST_4,palm,0.9
sample_03408_MST_4,unknown,0.3
sample_00894_MST_1,unknown,0.3
sample_03398_MST_4,palm,0.9
sample_00867_MST_1,unknown,0.3
sample_01608_MST_2,palm,0.9
sample_08014_MST_9,palm,0.9
sample_01968_MST_2,unknown,0.3
sample_01890_MST_2,unknown,0.3
sample_07671_MST_8,palm,0.9
sample_00298_MST_1,unknown,0.3
sample_00176_MST_1,unknown,0.3
sample_02222_MST_3,palm,0.9
sample_07543_MST_8,unknown,0.3
sample_03414_MST_4,unknown,0.3
sample_04313_MST_5,unknown,0.3
sample_05957_MST_6,palm,0.9
sample_08575_MST_9,unknown,0.3
sample_09778_MST_10,palm,0.9
sample_02369_MST_3,unknown,0.3
sample_01848_MST_2,unknown,0.3
sample_03516_MST_4,palm,0.9
sample_09710_MST_10,palm,0.9
sample_08447_MST_9,palm,0.9
sample_02858_MST_3,palm,0.9
sample_03859_MST_4,unknown,0.3
sample_07117_MST_8,palm,0.9
sample_09983_MST_10,unknown,0.3
sample_06772_MST_7,unknown,0.3
sample_03958_MST_4,palm,0.9
sample_07157_MST_8,four,0.8
sample_03287_MST_4,unknown,0.3
sample_01209_MST_2,palm,0.9
sample_02330_MST_3,four,0.8
sample_08482_MST_9,palm,0.9
sample_03510_MST_4,palm,0.9
sample_02008_MST_3,unknown,0.3
sample_01499_MST_2,palm,0.9
sample_03643_MST_4,palm,0.9
sample_01956_MST_2,four,0.8
sample_00110_MST_1,palm,0.9
sample_05976_MST_6,palm,0.9
sample_07176_MST_8,unknown,0.3
sample_09245_MST_10,palm,0.9
sample_03353_MST_4,unknown,0.3
sample_02238_MST_3,unknown,0.3
sample_03043_MST_4,palm,0.9
sample_02899_MST_3,unknown,0.3
sample_09749_MST_10,palm,0.9
sample_01192_MST_2,palm,0.9
sample_07982_MST_8,unknown,0.3
sample_03462_MST_4,unknown,0.3
sample_03012_MST_4,unknown,0.3
sample_06620_MST_7,unknown,0.3
sample_03213_MST_4,unknown,0.3
sample_07625_MST_8,unknown,0.3
sample_01401_MST_2,palm,0.9
sample_03224_MST_4,unknown,0.3
sample_02565_MST_3,palm,0.9
sample_01796_MST_2,palm,0.9
sample_02357_MST_3,unknown,0.3
sample_02567_MST_3,unknown,0.3
sample_08032_MST_9,palm,0.9
sample_03059_MST_4,palm,0.9
sample_00079_MST_1,palm,0.9
sample_00647_MST_1,unknown,0.3
sample_02798_MST_3,three,0.7
sample_01720_MST_2,four,0.8
sample_08561_MST_9,unknown,0.3
sample_09243_MST_10,unknown,0.3
sample_07476_MST_8,palm,0.9
sample_09113_MST_10,unknown,0.3
sample_09181_MST_10,palm,0.9
sample_07080_MST_8,four,0.8
sample_02064_MST_3,unknown,0.3
sample_07713_MST_8,unknown,0.3
sample_00573_MST_1,unknown,0.3
sample_08803_MST_9,palm,0.9
sample_09887_MST_10,four,0.8
sample_00805_MST_1,palm,0.9
sample_02197_MST_3,unknown,0.3
sample_01617_MST_2,rock,0.7
sample_00145_MST_1,palm,0.9
sample_08355_MST_9,palm,0.9
sample_03099_MST_4,palm,0.9
sample_00926_MST_1,palm,0.9
sample_08057_MST_9,unknown,0.3
sample_03624_MST_4,unknown,0.3
sample_03136_MST_4,unknown,0.3
sample_08601_MST_9,unknown,0.3
sample_01048_MST_2,palm,0.9
sample_01934_MST_2,unknown,0.3
sample_03235_MST_4,unknown,0.3
sample_05272_MST_6,unknown,0.3
sample_01132_MST_2,palm,0.9
sample_00200_MST_1,unknown,0.3
sample_03296_MST_4,palm,0.9
sample_08665_MST_9,palm,0.9
sample_04604_MST_5,palm,0.9
sample_07904_MST_8,unknown,0.3
sample_02242_MST_3,palm,0.9
sample_09434_MST_10,palm,0.9
sample_01050_MST_2,unknown,0.3
sample_09586_MST_10,palm,0.9
sample_05203_MST_6,unknown,0.3
sample_02572_MST_3,palm,0.9
sample_03593_MST_4,palm,0.9
sample_02133_MST_3,palm,0.9
sample_08242_MST_9,palm,0.9
sample_05431_MST_6,unknown,0.3
sample_01582_MST_2,palm,0.9
sample_02806_MST_3,palm,0.9
sample_08877_MST_9,palm,0.9
sample_07641_MST_8,palm,0.9
sample_00080_MST_1,four,0.8
sample_07666_MST_8,palm,0.9
sample_09791_MST_10,unknown,0.3
sample_02599_MST_3,palm,0.9
sample_00837_MST_1,unknown,0.3
sample_01183_MST_2,unknown,0.3
sample_03616_MST_4,palm,0.9
sample_09056_MST_10,unknown,0.3
sample_00153_MST_1,palm,0.9
sample_00650_MST_1,palm,0.9
sample_02050_MST_3,palm,0.9
sample_08870_MST_9,palm,0.9
sample_03952_MST_4,unknown,0.3
sample_07578_MST_8,palm,0.9
sample_03892_MST_4,palm,0.9
sample_02574_MST_3,unknown,0.3
sample_08182_MST_9,palm,0.9
sample_02169_MST_3,palm,0.9
sample_02662_MST_3,palm,0.9
sample_08639_MST_9,unknown,0.3
sample_03339_MST_4,unknown,0.3
sample_02109_MST_3,palm,0.9
sample_02511_MST_3,palm,0.9
sample_00137_MST_1,four,0.8
sample_06817_MST_7,unknown,0.3
sample_03582_MST_4,palm,0.9
sample_02627_MST_3,unknown,0.3
sample_02745_MST_3,unknown,0.3
sample_02815_MST_3,palm,0.9
sample_05395_MST_6,palm,0.9
sample_03610_MST_4,palm,0.9
sample_09277_MST_10,four,0.8
sample_08002_MST_9,unknown,0.3
sample_07837_MST_8,unknown,0.3
sample_02887_MST_3,palm,0.9
sample_00374_MST_1,palm,0.9
sample_08439_MST_9,unknown,0.3
sample_05666_MST_6,unknown,0.3
sample_03493_MST_4,palm,0.9
sample_00432_MST_1,palm,0.9
sample_02465_MST_3,unknown,0.3
sample_07384_MST_8,pinky,0.6
sample_09900_MST_10,four,0.8
sample_01417_MST_2,unknown,0.3
sample_03997_MST_4,unknown,0.3
sample_06501_MST_7,palm,0.9
sample_03528_MST_4,palm,0.9
sample_00693_MST_1,unknown,0.3
sample_01296_MST_2,unknown,0.3
sample_00649_MST_1,unknown,0.3
sample_09412_MST_10,unknown,0.3
sample_07896_MST_8,unknown,0.3
sample_07034_MST_8,palm,0.9
sample_01489_MST_2,palm,0.9
sample_02491_MST_3,palm,0.9
sample_01086_MST_2,palm,0.9
sample_01367_MST_2,unknown,0.3
sample_03252_MST_4,palm,0.9
sample_07397_MST_8,unknown,0.3
sample_01043_MST_2,unknown,0.3
sample_01605_MST_2,palm,0.9
sample_02399_MST_3,unknown,0.3
sample_03626_MST_4,unknown,0.3
sample_01733_MST_2,palm,0.9
sample_01538_MST_2,palm,0.9
sample_08491_MST_9,unknown,0.3
sample_00661_MST_1,unknown,0.3
sample_00685_MST_1,unknown,0.3
sample_03307_MST_4,palm,0.9
sample_05177_MST_6,four,0.8
sample_02962_MST_3,palm,0.9
sample_03478_MST_4,palm,0.9
sample_03522_MST_4,palm,0.9
sample_02485_MST_3,unknown,0.3
sample_03413_MST_4,four,0.8
sample_02970_MST_3,palm,0.9
sample_03023_MST_4,four,0.8
sample_09465_MST_10,four,0.8
sample_00688_MST_1,palm,0.9
sample_02264_MST_3,unknown,0.3
sample_01694_MST_2,unknown,0.3
sample_02894_MST_3,four,0.8
sample_02182_MST_3,unknown,0.3
sample_02147_MST_3,palm,0.9
sample_02526_MST_3,palm,0.9
sample_00580_MST_1,palm,0.9
sample_01573_MST_2,unknown,0.3
sample_00991_MST_1,palm,0.9
sample_07680_MST_8,unknown,0.3
sample_09880_MST_10,palm,0.9
sample_01294_MST_2,unknown,0.3
sample_01689_MST_2,palm,0.9
sample_07206_MST_8,palm,0.9
sample_08709_MST_9,unknown,0.3
sample_02159_MST_3,unknown,0.3
sample_01107_MST_2,unknown,0.3
sample_08297_MST_9,palm,0.9
sample_03671_MST_4,palm,0.9
sample_07295_MST_8,unknown,0.3
sample_03222_MST_4,four,0.8
sample_03773_MST_4,unknown,0.3
sample_01866_MST_2,unknown,0.3
sample_09397_MST_10,palm,0.9
sample_09818_MST_10,palm,0.9
sample_01362_MST_2,unknown,0.3
sample_01710_MST_2,unknown,0.3
sample_01870_MST_2,unknown,0.3
sample_01495_MST_2,one,0.8
sample_00431_MST_1,palm,0.9
sample_06001_MST_7,unknown,0.3
sample_02522_MST_3,palm,0.9
sample_03294_MST_4,palm,0.9
sample_00027_MST_1,unknown,0.3
sample_03317_MST_4,unknown,0.3
sample_02440_MST_3,unknown,0.3
sample_03703_MST_4,palm,0.9
sample_09429_MST_10,unknown,0.3
sample_03206_MST_4,unknown,0.3
sample_02460_MST_3,three,0.7
sample_09296_MST_10,four,0.8
sample_00069_MST_1,unknown,0.3
sample_03786_MST_4,palm,0.9
sample_08702_MST_9,unknown,0.3
sample_08887_MST_9,four,0.8
sample_04108_MST_5,palm,0.9
sample_07197_MST_8,unknown,0.3
sample_00151_MST_1,palm,0.9
sample_07846_MST_8,unknown,0.3
sample_03208_MST_4,palm,0.9
sample_00299_MST_1,palm,0.9
sample_00384_MST_1,unknown,0.3
sample_00061_MST_1,palm,0.9
sample_08972_MST_9,four,0.8
sample_03402_MST_4,unknown,0.3
sample_01052_MST_2,unknown,0.3
sample_07077_MST_8,palm,0.9
sample_09490_MST_10,palm,0.9
sample_03717_MST_4,unknown,0.3
sample_03007_MST_4,palm,0.9
sample_08495_MST_9,palm,0.9
sample_00846_MST_1,unknown,0.3
sample_02864_MST_3,unknown,0.3
sample_01119_MST_2,unknown,0.3
sample_02973_MST_3,palm,0.9
sample_02778_MST_3,unknown,0.3
sample_06559_MST_7,four,0.8
sample_01966_MST_2,unknown,0.3
sample_03461_MST_4,four,0.8
sample_01427_MST_2,unknown,0.3
sample_00458_MST_1,unknown,0.3
sample_01099_MST_2,palm,0.9
sample_03597_MST_4,palm,0.9
sample_01363_MST_2,palm,0.9
sample_07207_MST_8,unknown,0.3
sample_06436_MST_7,palm,0.9
sample_07347_MST_8,unknown,0.3
sample_03354_MST_4,unknown,0.3
sample_02375_MST_3,unknown,0.3
sample_08274_MST_9,four,0.8
sample_07062_MST_8,unknown,0.3
sample_01049_MST_2,unknown,0.3
sample_07138_MST_8,palm,0.9
sample_08566_MST_9,palm,0.9
sample_00924_MST_1,unknown,0.3
sample_07223_MST_8,unknown,0.3
sample_01880_MST_2,palm,0.9
sample_02775_MST_3,palm,0.9
sample_01648_MST_2,unknown,0.3
sample_01957_MST_2,unknown,0.3
sample_08107_MST_9,palm,0.9
sample_05562_MST_6,palm,0.9
sample_04346_MST_5,palm,0.9
sample_03464_MST_4,palm,0.9
sample_01682_MST_2,unknown,0.3
sample_02744_MST_3,unknown,0.3
sample_06549_MST_7,palm,0.9
sample_02847_MST_3,unknown,0.3
sample_03530_MST_4,palm,0.9
sample_09253_MST_10,palm,0.9
sample_00619_MST_1,palm,0.9
sample_01772_MST_2,palm,0.9
sample_02972_MST_3,palm,0.9
sample_03751_MST_4,unknown,0.3
sample_03707_MST_4,unknown,0.3
sample_00635_MST_1,palm,0.9
sample_03488_MST_4,unknown,0.3
sample_02942_MST_3,palm,0.9
sample_09158_MST_10,unknown,0.3
sample_03473_MST_4,palm,0.9
sample_00268_MST_1,palm,0.9
sample_01287_MST_2,palm,0.9
sample_07192_MST_8,palm,0.9
sample_03777_MST_4,unknown,0.3
sample_03392_MST_4,palm,0.9
sample_09966_MST_10,palm,0.9
sample_03194_MST_4,unknown,0.3
sample_02054_MST_3,palm,0.9
sample_00812_MST_1,palm,0.9
sample_08087_MST_9,four,0.8
sample_09055_MST_10,unknown,0.3
sample_02957_MST_3,palm,0.9
sample_01636_MST_2,palm,0.9
sample_08432_MST_9,unknown,0.3
sample_01593_MST_2,palm,0.9
sample_01445_MST_2,palm,0.9
sample_03880_MST_4,palm,0.9
sample_00599_MST_1,palm,0.9
sample_08281_MST_9,four,0.8
sample_03111_MST_4,unknown,0.3
sample_05683_MST_6,palm,0.9
sample_03362_MST_4,unknown,0.3
sample_01575_MST_2,unknown,0.3
sample_04951_MST_5,unknown,0.3
sample_01348_MST_2,unknown,0.3
sample_09758_MST_10,four,0.8
sample_00090_MST_1,palm,0.9
sample_09377_MST_10,unknown,0.3
sample_00409_MST_1,unknown,0.3
sample_02364_MST_3,unknown,0.3
sample_01460_MST_2,unknown,0.3
sample_02299_MST_3,palm,0.9
sample_03781_MST_4,unknown,0.3
sample_00819_MST_1,unknown,0.3
sample_07091_MST_8,palm,0.9
sample_09962_MST_10,unknown,0.3
sample_02150_MST_3,palm,0.9
sample_01862_MST_2,palm,0.9
sample_03423_MST_4,palm,0.9
sample_09864_MST_10,palm,0.9
sample_03190_MST_4,palm,0.9
sample_03687_MST_4,palm,0.9
sample_08208_MST_9,palm,0.9
sample_08489_MST_9,unknown,0.3
sample_06378_MST_7,unknown,0.3
sample_02262_MST_3,palm,0.9
sample_03132_MST_4,palm,0.9
sample_08312_MST_9,palm,0.9
sample_01514_MST_2,palm,0.9
sample_08005_MST_9,unknown,0.3
sample_07085_MST_8,unknown,0.3
sample_00925_MST_1,unknown,0.3
sample_02518_MST_3,palm,0.9
sample_00448_MST_1,palm,0.9
sample_01071_MST_2,unknown,0.3
sample_02867_MST_3,palm,0.9
sample_00522_MST_1,unknown,0.3
sample_03517_MST_4,unknown,0.3
sample_02188_MST_3,palm,0.9
sample_01331_MST_2,palm,0.9
sample_09314_MST_10,palm,0.9
sample_01920_MST_2,unknown,0.3
sample_08846_MST_9,palm,0.9
sample_04399_MST_5,palm,0.9
sample_08247_MST_9,unknown,0.3
sample_00020_MST_1,unknown,0.3
sample_02424_MST_3,unknown,0.3
sample_00838_MST_1,palm,0.9
sample_00755_MST_1,palm,0.9
sample_03009_MST_4,palm,0.9
sample_03714_MST_4,unknown,0.3
sample_03704_MST_4,palm,0.9
sample_01090_MST_2,palm,0.9
sample_01892_MST_2,palm,0.9
sample_02419_MST_3,palm,0.9
sample_01000_MST_2,four,0.8
sample_03763_MST_4,unknown,0.3
sample_07067_MST_8,palm,0.9
sample_03690_MST_4,unknown,0.3
sample_01125_MST_2,palm,0.9
sample_03278_MST_4,palm,0.9
sample_00798_MST_1,palm,0.9
sample_04427_MST_5,four,0.8
sample_02157_MST_3,unknown,0.3
sample_00789_MST_1,palm,0.9
sample_03263_MST_4,palm,0.9
sample_00797_MST_1,four,0.8
sample_03701_MST_4,unknown,0.3
sample_09442_MST_10,palm,0.9
sample_06678_MST_7,unknown,0.3
sample_00577_MST_1,unknown,0.3
sample_02387_MST_3,palm,0.9
sample_03192_MST_4,unknown,0.3
sample_03628_MST_4,four,0.8
sample_08937_MST_9,palm,0.9
sample_03735_MST_4,palm,0.9
sample_03040_MST_4,unknown,0.3
sample_02903_MST_3,palm,0.9
sample_02862_MST_3,four,0.8
sample_07430_MST_8,unknown,0.3
sample_02669_MST_3,unknown,0.3
sample_03822_MST_4,unknown,0.3
sample_02174_MST_3,unknown,0.3
sample_02006_MST_3,palm,0.9
sample_03319_MST_4,palm,0.9
sample_03498_MST_4,unknown,0.3
sample_03854_MST_4,unknown,0.3
sample_00222_MST_1,palm,0.9
sample_08425_MST_9,unknown,0.3
sample_01518_MST_2,palm,0.9
sample_00278_MST_1,unknown,0.3
sample_00618_MST_1,palm,0.9
sample_09047_MST_10,unknown,0.3
sample_07708_MST_8,unknown,0.3
sample_02755_MST_3,unknown,0.3
sample_07600_MST_8,palm,0.9
sample_08951_MST_9,palm,0.9
sample_03176_MST_4,palm,0.9
sample_00263_MST_1,palm,0.9
sample_05636_MST_6,four,0.8
sample_00764_MST_1,unknown,0.3
sample_00767_MST_1,palm,0.9
sample_01027_MST_2,palm,0.9
sample_09798_MST_10,palm,0.9
sample_01029_MST_2,palm,0.9
sample_00940_MST_1,palm,0.9
sample_01023_MST_2,unknown,0.3
sample_09240_MST_10,palm,0.9
sample_01126_MST_2,palm,0.9
sample_00807_MST_1,four,0.8
sample_01906_MST_2,unknown,0.3
sample_07507_MST_8,unknown,0.3
sample_01012_MST_2,unknown,0.3
sample_02881_MST_3,palm,0.9
sample_00062_MST_1,unknown,0.3
sample_08444_MST_9,palm,0.9
sample_02235_MST_3,unknown,0.3
sample_03879_MST_4,unknown,0.3
sample_09087_MST_10,palm,0.9
sample_09678_MST_10,unknown,0.3
sample_00899_MST_1,palm,0.9
sample_07352_MST_8,palm,0.9
sample_03882_MST_4,palm,0.9
sample_03419_MST_4,unknown,0.3
sample_01207_MST_2,unknown,0.3
sample_03141_MST_4,unknown,0.3
sample_03403_MST_4,unknown,0.3
sample_00717_MST_1,unknown,0.3
sample_01406_MST_2,palm,0.9
sample_07393_MST_8,palm,0.9
sample_08990_MST_9,palm,0.9
sample_06095_MST_7,palm,0.9
sample_08115_MST_9,palm,0.9
sample_03682_MST_4,palm,0.9
sample_07445_MST_8,unknown,0.3
sample_09255_MST_10,palm,0.9
sample_01397_MST_2,palm,0.9
sample_03675_MST_4,unknown,0.3
sample_03502_MST_4,unknown,0.3
sample_03654_MST_4,palm,0.9
sample_06331_MST_7,palm,0.9
sample_07448_MST_8,unknown,0.3
sample_04971_MST_5,palm,0.9
sample_03316_MST_4,unknown,0.3
sample_03622_MST_4,palm,0.9
sample_01254_MST_2,unknown,0.3
sample_03927_MST_4,palm,0.9
sample_08753_MST_9,palm,0.9
sample_07234_MST_8,palm,0.9
sample_00085_MST_1,unknown,0.3
sample_02924_MST_3,palm,0.9
sample_06738_MST_7,palm,0.9
sample_01707_MST_2,palm,0.9
sample_03978_MST_4,palm,0.9
sample_02011_MST_3,palm,0.9
sample_03187_MST_4,palm,0.9
sample_06623_MST_7,unknown,0.3
sample_08959_MST_9,three,0.7
sample_00349_MST_1,unknown,0.3
sample_00519_MST_1,unknown,0.3
sample_00063_MST_1,palm,0.9
sample_09666_MST_10,unknown,0.3
sample_02568_MST_3,unknown,0.3
sample_02788_MST_3,unknown,0.3
sample_03531_MST_4,palm,0.9
sample_02184_MST_3,unknown,0.3
sample_01723_MST_2,palm,0.9
sample_08291_MST_9,palm,0.9
sample_08774_MST_9,palm,0.9
sample_02035_MST_3,unknown,0.3
sample_02356_MST_3,unknown,0.3
sample_03568_MST_4,unknown,0.3
sample_00365_MST_1,unknown,0.3
sample_03784_MST_4,unknown,0.3
sample_02309_MST_3,unknown,0.3
sample_09428_MST_10,unknown,0.3
sample_01355_MST_2,four,0.8
sample_02434_MST_3,palm,0.9
sample_05100_MST_6,unknown,0.3
sample_02098_MST_3,palm,0.9
sample_03210_MST_4,palm,0.9
sample_03745_MST_4,unknown,0.3
sample_03102_MST_4,palm,0.9
sample_03539_MST_4,palm,0.9
sample_01336_MST_2,four,0.8
sample_07939_MST_8,unknown,0.3
sample_07762_MST_8,unknown,0.3
sample_01446_MST_2,unknown,0.3
sample_02683_MST_3,unknown,0.3
sample_01586_MST_2,palm,0.9
sample_00833_MST_1,palm,0.9
sample_09242_MST_10,unknown,0.3
sample_03299_MST_4,four,0.8
sample_01235_MST_2,unknown,0.3
sample_09270_MST_10,unknown,0.3
sample_07483_MST_8,palm,0.9
sample_00450_MST_1,unknown,0.3
sample_08581_MST_9,palm,0.9
sample_02360_MST_3,palm,0.9
sample_02410_MST_3,unknown,0.3
sample_01541_MST_2,unknown,0.3
sample_08720_MST_9,unknown,0.3
sample_00108_MST_1,unknown,0.3
sample_06641_MST_7,four,0.8
sample_00947_MST_1,unknown,0.3
sample_08727_MST_9,palm,0.9
sample_02233_MST_3,palm,0.9
sample_00719_MST_1,unknown,0.3
sample_03070_MST_4,unknown,0.3
sample_02482_MST_3,four,0.8
sample_05266_MST_6,unknown,0.3
sample_00513_MST_1,palm,0.9
sample_00322_MST_1,palm,0.9
sample_08308_MST_9,palm,0.9
sample_09065_MST_10,unknown,0.3
