sample_id,suggested_label,confidence,path_landmarks,cluster,final_suggestion
sample_02952_MST_3,unknown,0.3,data/processed/landmarks/sample_02952_MST_3.npy,2,ambiguous
sample_07390_MST_8,palm,0.9,data/processed/landmarks/sample_07390_MST_8.npy,8,ambiguous
sample_07065_MST_8,palm,0.9,data/processed/landmarks/sample_07065_MST_8.npy,2,ambiguous
sample_03557_MST_4,unknown,0.3,data/processed/landmarks/sample_03557_MST_4.npy,4,ambiguous
sample_08498_MST_9,unknown,0.3,data/processed/landmarks/sample_08498_MST_9.npy,3,ambiguous
sample_05809_MST_6,four,0.8,data/processed/landmarks/sample_05809_MST_6.npy,2,ambiguous
sample_00760_MST_1,palm,0.9,data/processed/landmarks/sample_00760_MST_1.npy,4,ambiguous
sample_00010_MST_1,unknown,0.3,data/processed/landmarks/sample_00010_MST_1.npy,2,ambiguous
sample_02939_MST_3,palm,0.9,data/processed/landmarks/sample_02939_MST_3.npy,2,ambiguous
sample_02081_MST_3,unknown,0.3,data/processed/landmarks/sample_02081_MST_3.npy,10,ambiguous
sample_03377_MST_4,palm,0.9,data/processed/landmarks/sample_03377_MST_4.npy,11,ambiguous
sample_03164_MST_4,palm,0.9,data/processed/landmarks/sample_03164_MST_4.npy,0,ambiguous
sample_02919_MST_3,unknown,0.3,data/processed/landmarks/sample_02919_MST_3.npy,4,ambiguous
sample_02144_MST_3,unknown,0.3,data/processed/landmarks/sample_02144_MST_3.npy,2,ambiguous
sample_08006_MST_9,unknown,0.3,data/processed/landmarks/sample_08006_MST_9.npy,3,ambiguous
sample_00828_MST_1,unknown,0.3,data/processed/landmarks/sample_00828_MST_1.npy,11,ambiguous
sample_03150_MST_4,unknown,0.3,data/processed/landmarks/sample_03150_MST_4.npy,1,ambiguous
sample_01512_MST_2,unknown,0.3,data/processed/landmarks/sample_01512_MST_2.npy,10,ambiguous
sample_08003_MST_9,unknown,0.3,data/processed/landmarks/sample_08003_MST_9.npy,8,ambiguous
sample_02239_MST_3,palm,0.9,data/processed/landmarks/sample_02239_MST_3.npy,10,ambiguous
sample_07075_MST_8,unknown,0.3,data/processed/landmarks/sample_07075_MST_8.npy,10,ambiguous
sample_02250_MST_3,four,0.8,data/processed/landmarks/sample_02250_MST_3.npy,3,ambiguous
sample_00185_MST_1,palm,0.9,data/processed/landmarks/sample_00185_MST_1.npy,10,ambiguous
sample_02040_MST_3,palm,0.9,data/processed/landmarks/sample_02040_MST_3.npy,0,ambiguous
sample_05748_MST_6,palm,0.9,data/processed/landmarks/sample_05748_MST_6.npy,3,ambiguous
sample_02284_MST_3,unknown,0.3,data/processed/landmarks/sample_02284_MST_3.npy,2,ambiguous
sample_02539_MST_3,palm,0.9,data/processed/landmarks/sample_02539_MST_3.npy,8,ambiguous
sample_00968_MST_1,palm,0.9,data/processed/landmarks/sample_00968_MST_1.npy,3,ambiguous
sample_02097_MST_3,palm,0.9,data/processed/landmarks/sample_02097_MST_3.npy,2,ambiguous
sample_06340_MST_7,palm,0.9,data/processed/landmarks/sample_06340_MST_7.npy,8,ambiguous
sample_06183_MST_7,unknown,0.3,data/processed/landmarks/sample_06183_MST_7.npy,0,ambiguous
sample_00514_MST_1,unknown,0.3,data/processed/landmarks/sample_00514_MST_1.npy,4,ambiguous
sample_08198_MST_9,palm,0.9,data/processed/landmarks/sample_08198_MST_9.npy,3,ambiguous
sample_03248_MST_4,palm,0.9,data/processed/landmarks/sample_03248_MST_4.npy,0,ambiguous
sample_03064_MST_4,four,0.8,data/processed/landmarks/sample_03064_MST_4.npy,3,ambiguous
sample_01971_MST_2,palm,0.9,data/processed/landmarks/sample_01971_MST_2.npy,4,ambiguous
sample_03400_MST_4,palm,0.9,data/processed/landmarks/sample_03400_MST_4.npy,8,ambiguous
sample_01297_MST_2,palm,0.9,data/processed/landmarks/sample_01297_MST_2.npy,9,ambiguous
sample_03663_MST_4,palm,0.9,data/processed/landmarks/sample_03663_MST_4.npy,0,ambiguous
sample_02715_MST_3,unknown,0.3,data/processed/landmarks/sample_02715_MST_3.npy,3,ambiguous
sample_08776_MST_9,palm,0.9,data/processed/landmarks/sample_08776_MST_9.npy,2,ambiguous
sample_00281_MST_1,palm,0.9,data/processed/landmarks/sample_00281_MST_1.npy,3,ambiguous
sample_02037_MST_3,palm,0.9,data/processed/landmarks/sample_02037_MST_3.npy,10,ambiguous
sample_00054_MST_1,unknown,0.3,data/processed/landmarks/sample_00054_MST_1.npy,0,ambiguous
sample_01439_MST_2,palm,0.9,data/processed/landmarks/sample_01439_MST_2.npy,6,palm
sample_03627_MST_4,palm,0.9,data/processed/landmarks/sample_03627_MST_4.npy,9,ambiguous
sample_00134_MST_1,palm,0.9,data/processed/landmarks/sample_00134_MST_1.npy,10,ambiguous
sample_03340_MST_4,unknown,0.3,data/processed/landmarks/sample_03340_MST_4.npy,8,ambiguous
sample_00307_MST_1,palm,0.9,data/processed/landmarks/sample_00307_MST_1.npy,4,ambiguous
sample_02920_MST_3,palm,0.9,data/processed/landmarks/sample_02920_MST_3.npy,7,ambiguous
sample_09998_MST_10,unknown,0.3,data/processed/landmarks/sample_09998_MST_10.npy,2,ambiguous
sample_02140_MST_3,palm,0.9,data/processed/landmarks/sample_02140_MST_3.npy,2,ambiguous
sample_02600_MST_3,palm,0.9,data/processed/landmarks/sample_02600_MST_3.npy,11,ambiguous
sample_03602_MST_4,four,0.8,data/processed/landmarks/sample_03602_MST_4.npy,8,ambiguous
sample_01474_MST_2,palm,0.9,data/processed/landmarks/sample_01474_MST_2.npy,2,ambiguous
sample_02456_MST_3,unknown,0.3,data/processed/landmarks/sample_02456_MST_3.npy,2,ambiguous
sample_01867_MST_2,palm,0.9,data/processed/landmarks/sample_01867_MST_2.npy,2,ambiguous
sample_09257_MST_10,unknown,0.3,data/processed/landmarks/sample_09257_MST_10.npy,9,ambiguous
sample_03611_MST_4,palm,0.9,data/processed/landmarks/sample_03611_MST_4.npy,4,ambiguous
sample_09912_MST_10,unknown,0.3,data/processed/landmarks/sample_09912_MST_10.npy,3,ambiguous
sample_00511_MST_1,palm,0.9,data/processed/landmarks/sample_00511_MST_1.npy,0,ambiguous
sample_02232_MST_3,unknown,0.3,data/processed/landmarks/sample_02232_MST_3.npy,0,ambiguous
sample_00387_MST_1,palm,0.9,data/processed/landmarks/sample_00387_MST_1.npy,10,ambiguous
sample_00748_MST_1,palm,0.9,data/processed/landmarks/sample_00748_MST_1.npy,0,ambiguous
sample_08460_MST_9,unknown,0.3,data/processed/landmarks/sample_08460_MST_9.npy,0,ambiguous
sample_00629_MST_1,unknown,0.3,data/processed/landmarks/sample_00629_MST_1.npy,2,ambiguous
sample_03926_MST_4,four,0.8,data/processed/landmarks/sample_03926_MST_4.npy,2,ambiguous
sample_07318_MST_8,four,0.8,data/processed/landmarks/sample_07318_MST_8.npy,0,ambiguous
sample_01621_MST_2,palm,0.9,data/processed/landmarks/sample_01621_MST_2.npy,4,ambiguous
sample_00435_MST_1,unknown,0.3,data/processed/landmarks/sample_00435_MST_1.npy,4,ambiguous
sample_02784_MST_3,unknown,0.3,data/processed/landmarks/sample_02784_MST_3.npy,3,ambiguous
sample_00203_MST_1,four,0.8,data/processed/landmarks/sample_00203_MST_1.npy,3,ambiguous
sample_03853_MST_4,unknown,0.3,data/processed/landmarks/sample_03853_MST_4.npy,11,ambiguous
sample_02053_MST_3,palm,0.9,data/processed/landmarks/sample_02053_MST_3.npy,4,ambiguous
sample_00612_MST_1,palm,0.9,data/processed/landmarks/sample_00612_MST_1.npy,8,ambiguous
sample_09163_MST_10,palm,0.9,data/processed/landmarks/sample_09163_MST_10.npy,11,ambiguous
sample_00507_MST_1,unknown,0.3,data/processed/landmarks/sample_00507_MST_1.npy,0,ambiguous
sample_02129_MST_3,unknown,0.3,data/processed/landmarks/sample_02129_MST_3.npy,10,ambiguous
sample_01257_MST_2,palm,0.9,data/processed/landmarks/sample_01257_MST_2.npy,0,ambiguous
sample_03082_MST_4,four,0.8,data/processed/landmarks/sample_03082_MST_4.npy,2,ambiguous
sample_01624_MST_2,unknown,0.3,data/processed/landmarks/sample_01624_MST_2.npy,0,ambiguous
sample_01869_MST_2,unknown,0.3,data/processed/landmarks/sample_01869_MST_2.npy,2,ambiguous
sample_01345_MST_2,unknown,0.3,data/processed/landmarks/sample_01345_MST_2.npy,0,ambiguous
sample_00234_MST_1,unknown,0.3,data/processed/landmarks/sample_00234_MST_1.npy,10,ambiguous
sample_02596_MST_3,palm,0.9,data/processed/landmarks/sample_02596_MST_3.npy,2,ambiguous
sample_06744_MST_7,palm,0.9,data/processed/landmarks/sample_06744_MST_7.npy,2,ambiguous
sample_01466_MST_2,palm,0.9,data/processed/landmarks/sample_01466_MST_2.npy,11,ambiguous
sample_02678_MST_3,palm,0.9,data/processed/landmarks/sample_02678_MST_3.npy,3,ambiguous
sample_01988_MST_2,palm,0.9,data/processed/landmarks/sample_01988_MST_2.npy,2,ambiguous
sample_02990_MST_3,palm,0.9,data/processed/landmarks/sample_02990_MST_3.npy,2,ambiguous
sample_01886_MST_2,unknown,0.3,data/processed/landmarks/sample_01886_MST_2.npy,3,ambiguous
sample_02963_MST_3,palm,0.9,data/processed/landmarks/sample_02963_MST_3.npy,3,ambiguous
sample_02218_MST_3,unknown,0.3,data/processed/landmarks/sample_02218_MST_3.npy,2,ambiguous
sample_08322_MST_9,palm,0.9,data/processed/landmarks/sample_08322_MST_9.npy,3,ambiguous
sample_02105_MST_3,unknown,0.3,data/processed/landmarks/sample_02105_MST_3.npy,4,ambiguous
sample_01935_MST_2,palm,0.9,data/processed/landmarks/sample_01935_MST_2.npy,4,ambiguous
sample_07301_MST_8,unknown,0.3,data/processed/landmarks/sample_07301_MST_8.npy,2,ambiguous
sample_02890_MST_3,unknown,0.3,data/processed/landmarks/sample_02890_MST_3.npy,2,ambiguous
sample_08362_MST_9,palm,0.9,data/processed/landmarks/sample_08362_MST_9.npy,2,ambiguous
sample_09303_MST_10,unknown,0.3,data/processed/landmarks/sample_09303_MST_10.npy,2,ambiguous
sample_01743_MST_2,palm,0.9,data/processed/landmarks/sample_01743_MST_2.npy,4,ambiguous
sample_00241_MST_1,palm,0.9,data/processed/landmarks/sample_00241_MST_1.npy,4,ambiguous
sample_01967_MST_2,four,0.8,data/processed/landmarks/sample_01967_MST_2.npy,0,ambiguous
sample_00367_MST_1,unknown,0.3,data/processed/landmarks/sample_00367_MST_1.npy,0,ambiguous
sample_09948_MST_10,palm,0.9,data/processed/landmarks/sample_09948_MST_10.npy,3,ambiguous
sample_09034_MST_10,palm,0.9,data/processed/landmarks/sample_09034_MST_10.npy,8,ambiguous
sample_01153_MST_2,palm,0.9,data/processed/landmarks/sample_01153_MST_2.npy,11,ambiguous
sample_01959_MST_2,three,0.7,data/processed/landmarks/sample_01959_MST_2.npy,3,ambiguous
sample_03518_MST_4,unknown,0.3,data/processed/landmarks/sample_03518_MST_4.npy,0,ambiguous
sample_00779_MST_1,palm,0.9,data/processed/landmarks/sample_00779_MST_1.npy,3,ambiguous
sample_09274_MST_10,unknown,0.3,data/processed/landmarks/sample_09274_MST_10.npy,11,ambiguous
sample_01022_MST_2,palm,0.9,data/processed/landmarks/sample_01022_MST_2.npy,5,ambiguous
sample_00668_MST_1,palm,0.9,data/processed/landmarks/sample_00668_MST_1.npy,3,ambiguous
sample_06812_MST_7,unknown,0.3,data/processed/landmarks/sample_06812_MST_7.npy,2,ambiguous
sample_07797_MST_8,palm,0.9,data/processed/landmarks/sample_07797_MST_8.npy,4,ambiguous
sample_02516_MST_3,four,0.8,data/processed/landmarks/sample_02516_MST_3.npy,2,ambiguous
sample_03243_MST_4,unknown,0.3,data/processed/landmarks/sample_03243_MST_4.npy,0,ambiguous
sample_08918_MST_9,unknown,0.3,data/processed/landmarks/sample_08918_MST_9.npy,4,ambiguous
sample_01004_MST_2,unknown,0.3,data/processed/landmarks/sample_01004_MST_2.npy,3,ambiguous
sample_00228_MST_1,palm,0.9,data/processed/landmarks/sample_00228_MST_1.npy,3,ambiguous
sample_03802_MST_4,palm,0.9,data/processed/landmarks/sample_03802_MST_4.npy,2,ambiguous
sample_02326_MST_3,palm,0.9,data/processed/landmarks/sample_02326_MST_3.npy,8,ambiguous
sample_09045_MST_10,palm,0.9,data/processed/landmarks/sample_09045_MST_10.npy,2,ambiguous
sample_01916_MST_2,unknown,0.3,data/processed/landmarks/sample_01916_MST_2.npy,0,ambiguous
sample_06144_MST_7,unknown,0.3,data/processed/landmarks/sample_06144_MST_7.npy,9,ambiguous
sample_07426_MST_8,palm,0.9,data/processed/landmarks/sample_07426_MST_8.npy,3,ambiguous
sample_00627_MST_1,palm,0.9,data/processed/landmarks/sample_00627_MST_1.npy,7,ambiguous
sample_02472_MST_3,palm,0.9,data/processed/landmarks/sample_02472_MST_3.npy,2,ambiguous
sample_03896_MST_4,rock,0.7,data/processed/landmarks/sample_03896_MST_4.npy,8,ambiguous
sample_03504_MST_4,unknown,0.3,data/processed/landmarks/sample_03504_MST_4.npy,0,ambiguous
sample_02852_MST_3,palm,0.9,data/processed/landmarks/sample_02852_MST_3.npy,0,ambiguous
sample_03840_MST_4,unknown,0.3,data/processed/landmarks/sample_03840_MST_4.npy,11,ambiguous
sample_01893_MST_2,unknown,0.3,data/processed/landmarks/sample_01893_MST_2.npy,7,ambiguous
sample_07023_MST_8,palm,0.9,data/processed/landmarks/sample_07023_MST_8.npy,3,ambiguous
sample_01540_MST_2,four,0.8,data/processed/landmarks/sample_01540_MST_2.npy,2,ambiguous
sample_08279_MST_9,four,0.8,data/processed/landmarks/sample_08279_MST_9.npy,2,ambiguous
sample_00527_MST_1,unknown,0.3,data/processed/landmarks/sample_00527_MST_1.npy,2,ambiguous
sample_02355_MST_3,unknown,0.3,data/processed/landmarks/sample_02355_MST_3.npy,3,ambiguous
sample_00455_MST_1,palm,0.9,data/processed/landmarks/sample_00455_MST_1.npy,0,ambiguous
sample_03730_MST_4,palm,0.9,data/processed/landmarks/sample_03730_MST_4.npy,0,ambiguous
sample_08481_MST_9,unknown,0.3,data/processed/landmarks/sample_08481_MST_9.npy,2,ambiguous
sample_00360_MST_1,unknown,0.3,data/processed/landmarks/sample_00360_MST_1.npy,2,ambiguous
sample_02051_MST_3,unknown,0.3,data/processed/landmarks/sample_02051_MST_3.npy,0,ambiguous
sample_03684_MST_4,palm,0.9,data/processed/landmarks/sample_03684_MST_4.npy,2,ambiguous
sample_00126_MST_1,palm,0.9,data/processed/landmarks/sample_00126_MST_1.npy,2,ambiguous
sample_01551_MST_2,palm,0.9,data/processed/landmarks/sample_01551_MST_2.npy,4,ambiguous
sample_09554_MST_10,unknown,0.3,data/processed/landmarks/sample_09554_MST_10.npy,3,ambiguous
sample_01318_MST_2,unknown,0.3,data/processed/landmarks/sample_01318_MST_2.npy,2,ambiguous
sample_08306_MST_9,unknown,0.3,data/processed/landmarks/sample_08306_MST_9.npy,3,ambiguous
sample_03535_MST_4,unknown,0.3,data/processed/landmarks/sample_03535_MST_4.npy,4,ambiguous
sample_03955_MST_4,palm,0.9,data/processed/landmarks/sample_03955_MST_4.npy,5,ambiguous
sample_02499_MST_3,unknown,0.3,data/processed/landmarks/sample_02499_MST_3.npy,3,ambiguous
sample_07944_MST_8,palm,0.9,data/processed/landmarks/sample_07944_MST_8.npy,3,ambiguous
sample_00007_MST_1,unknown,0.3,data/processed/landmarks/sample_00007_MST_1.npy,3,ambiguous
sample_00105_MST_1,palm,0.9,data/processed/landmarks/sample_00105_MST_1.npy,2,ambiguous
sample_06511_MST_7,palm,0.9,data/processed/landmarks/sample_06511_MST_7.npy,6,palm
sample_00687_MST_1,unknown,0.3,data/processed/landmarks/sample_00687_MST_1.npy,10,ambiguous
sample_02423_MST_3,unknown,0.3,data/processed/landmarks/sample_02423_MST_3.npy,1,ambiguous
sample_09445_MST_10,unknown,0.3,data/processed/landmarks/sample_09445_MST_10.npy,0,ambiguous
sample_07450_MST_8,palm,0.9,data/processed/landmarks/sample_07450_MST_8.npy,2,ambiguous
sample_02741_MST_3,unknown,0.3,data/processed/landmarks/sample_02741_MST_3.npy,3,ambiguous
sample_01216_MST_2,palm,0.9,data/processed/landmarks/sample_01216_MST_2.npy,3,ambiguous
sample_02612_MST_3,unknown,0.3,data/processed/landmarks/sample_02612_MST_3.npy,3,ambiguous
sample_07753_MST_8,palm,0.9,data/processed/landmarks/sample_07753_MST_8.npy,11,ambiguous
sample_00030_MST_1,unknown,0.3,data/processed/landmarks/sample_00030_MST_1.npy,3,ambiguous
sample_08608_MST_9,unknown,0.3,data/processed/landmarks/sample_08608_MST_9.npy,4,ambiguous
sample_09879_MST_10,unknown,0.3,data/processed/landmarks/sample_09879_MST_10.npy,0,ambiguous
sample_00089_MST_1,unknown,0.3,data/processed/landmarks/sample_00089_MST_1.npy,0,ambiguous
sample_08751_MST_9,four,0.8,data/processed/landmarks/sample_08751_MST_9.npy,3,ambiguous
sample_00274_MST_1,palm,0.9,data/processed/landmarks/sample_00274_MST_1.npy,0,ambiguous
sample_08578_MST_9,palm,0.9,data/processed/landmarks/sample_08578_MST_9.npy,10,ambiguous
sample_09280_MST_10,palm,0.9,data/processed/landmarks/sample_09280_MST_10.npy,0,ambiguous
sample_00961_MST_1,unknown,0.3,data/processed/landmarks/sample_00961_MST_1.npy,1,ambiguous
sample_04996_MST_5,palm,0.9,data/processed/landmarks/sample_04996_MST_5.npy,3,ambiguous
sample_01059_MST_2,four,0.8,data/processed/landmarks/sample_01059_MST_2.npy,9,ambiguous
sample_08105_MST_9,four,0.8,data/processed/landmarks/sample_08105_MST_9.npy,2,ambiguous
sample_00545_MST_1,unknown,0.3,data/processed/landmarks/sample_00545_MST_1.npy,3,ambiguous
sample_00246_MST_1,unknown,0.3,data/processed/landmarks/sample_00246_MST_1.npy,3,ambiguous
sample_08253_MST_9,unknown,0.3,data/processed/landmarks/sample_08253_MST_9.npy,2,ambiguous
sample_01243_MST_2,palm,0.9,data/processed/landmarks/sample_01243_MST_2.npy,8,ambiguous
sample_08744_MST_9,unknown,0.3,data/processed/landmarks/sample_08744_MST_9.npy,3,ambiguous
sample_09216_MST_10,palm,0.9,data/processed/landmarks/sample_09216_MST_10.npy,10,ambiguous
sample_08348_MST_9,unknown,0.3,data/processed/landmarks/sample_08348_MST_9.npy,10,ambiguous
sample_02751_MST_3,palm,0.9,data/processed/landmarks/sample_02751_MST_3.npy,0,ambiguous
sample_08052_MST_9,palm,0.9,data/processed/landmarks/sample_08052_MST_9.npy,3,ambiguous
sample_05218_MST_6,three,0.7,data/processed/landmarks/sample_05218_MST_6.npy,2,ambiguous
sample_01681_MST_2,palm,0.9,data/processed/landmarks/sample_01681_MST_2.npy,10,ambiguous
sample_00827_MST_1,unknown,0.3,data/processed/landmarks/sample_00827_MST_1.npy,11,ambiguous
sample_03657_MST_4,palm,0.9,data/processed/landmarks/sample_03657_MST_4.npy,4,ambiguous
sample_03900_MST_4,palm,0.9,data/processed/landmarks/sample_03900_MST_4.npy,0,ambiguous
sample_03525_MST_4,unknown,0.3,data/processed/landmarks/sample_03525_MST_4.npy,9,ambiguous
sample_02148_MST_3,four,0.8,data/processed/landmarks/sample_02148_MST_3.npy,9,ambiguous
sample_00640_MST_1,unknown,0.3,data/processed/landmarks/sample_00640_MST_1.npy,4,ambiguous
sample_00889_MST_1,four,0.8,data/processed/landmarks/sample_00889_MST_1.npy,2,ambiguous
sample_03770_MST_4,unknown,0.3,data/processed/landmarks/sample_03770_MST_4.npy,7,ambiguous
sample_09721_MST_10,unknown,0.3,data/processed/landmarks/sample_09721_MST_10.npy,5,ambiguous
sample_00067_MST_1,unknown,0.3,data/processed/landmarks/sample_00067_MST_1.npy,2,ambiguous
sample_07924_MST_8,unknown,0.3,data/processed/landmarks/sample_07924_MST_8.npy,4,ambiguous
sample_01312_MST_2,palm,0.9,data/processed/landmarks/sample_01312_MST_2.npy,0,ambiguous
sample_01840_MST_2,unknown,0.3,data/processed/landmarks/sample_01840_MST_2.npy,2,ambiguous
sample_07060_MST_8,palm,0.9,data/processed/landmarks/sample_07060_MST_8.npy,9,ambiguous
sample_01961_MST_2,unknown,0.3,data/processed/landmarks/sample_01961_MST_2.npy,2,ambiguous
sample_01851_MST_2,palm,0.9,data/processed/landmarks/sample_01851_MST_2.npy,2,ambiguous
sample_02550_MST_3,four,0.8,data/processed/landmarks/sample_02550_MST_3.npy,2,ambiguous
sample_00449_MST_1,palm,0.9,data/processed/landmarks/sample_00449_MST_1.npy,1,ambiguous
sample_07196_MST_8,palm,0.9,data/processed/landmarks/sample_07196_MST_8.npy,3,ambiguous
sample_02849_MST_3,unknown,0.3,data/processed/landmarks/sample_02849_MST_3.npy,10,ambiguous
sample_03048_MST_4,unknown,0.3,data/processed/landmarks/sample_03048_MST_4.npy,10,ambiguous
sample_01131_MST_2,palm,0.9,data/processed/landmarks/sample_01131_MST_2.npy,3,ambiguous
sample_01808_MST_2,palm,0.9,data/processed/landmarks/sample_01808_MST_2.npy,0,ambiguous
sample_03760_MST_4,palm,0.9,data/processed/landmarks/sample_03760_MST_4.npy,4,ambiguous
sample_00530_MST_1,palm,0.9,data/processed/landmarks/sample_00530_MST_1.npy,8,ambiguous
sample_01673_MST_2,unknown,0.3,data/processed/landmarks/sample_01673_MST_2.npy,11,ambiguous
sample_07530_MST_8,palm,0.9,data/processed/landmarks/sample_07530_MST_8.npy,0,ambiguous
sample_07584_MST_8,palm,0.9,data/processed/landmarks/sample_07584_MST_8.npy,9,ambiguous
sample_00344_MST_1,four,0.8,data/processed/landmarks/sample_00344_MST_1.npy,10,ambiguous
sample_00628_MST_1,unknown,0.3,data/processed/landmarks/sample_00628_MST_1.npy,2,ambiguous
sample_03140_MST_4,unknown,0.3,data/processed/landmarks/sample_03140_MST_4.npy,2,ambiguous
sample_08925_MST_9,palm,0.9,data/processed/landmarks/sample_08925_MST_9.npy,3,ambiguous
sample_07910_MST_8,four,0.8,data/processed/landmarks/sample_07910_MST_8.npy,3,ambiguous
sample_01051_MST_2,palm,0.9,data/processed/landmarks/sample_01051_MST_2.npy,4,ambiguous
sample_01325_MST_2,palm,0.9,data/processed/landmarks/sample_01325_MST_2.npy,3,ambiguous
sample_00678_MST_1,palm,0.9,data/processed/landmarks/sample_00678_MST_1.npy,11,ambiguous
sample_07251_MST_8,peace,0.8,data/processed/landmarks/sample_07251_MST_8.npy,3,ambiguous
sample_07286_MST_8,palm,0.9,data/processed/landmarks/sample_07286_MST_8.npy,3,ambiguous
sample_08440_MST_9,palm,0.9,data/processed/landmarks/sample_08440_MST_9.npy,11,ambiguous
sample_07490_MST_8,palm,0.9,data/processed/landmarks/sample_07490_MST_8.npy,3,ambiguous
sample_03133_MST_4,palm,0.9,data/processed/landmarks/sample_03133_MST_4.npy,11,ambiguous
sample_00024_MST_1,palm,0.9,data/processed/landmarks/sample_00024_MST_1.npy,4,ambiguous
sample_08478_MST_9,unknown,0.3,data/processed/landmarks/sample_08478_MST_9.npy,3,ambiguous
sample_03058_MST_4,unknown,0.3,data/processed/landmarks/sample_03058_MST_4.npy,0,ambiguous
sample_03537_MST_4,unknown,0.3,data/processed/landmarks/sample_03537_MST_4.npy,3,ambiguous
sample_00762_MST_1,palm,0.9,data/processed/landmarks/sample_00762_MST_1.npy,2,ambiguous
sample_00701_MST_1,unknown,0.3,data/processed/landmarks/sample_00701_MST_1.npy,9,ambiguous
sample_00506_MST_1,palm,0.9,data/processed/landmarks/sample_00506_MST_1.npy,0,ambiguous
sample_03454_MST_4,unknown,0.3,data/processed/landmarks/sample_03454_MST_4.npy,0,ambiguous
sample_06779_MST_7,palm,0.9,data/processed/landmarks/sample_06779_MST_7.npy,10,ambiguous
sample_01143_MST_2,unknown,0.3,data/processed/landmarks/sample_01143_MST_2.npy,0,ambiguous
sample_00425_MST_1,unknown,0.3,data/processed/landmarks/sample_00425_MST_1.npy,3,ambiguous
sample_08532_MST_9,unknown,0.3,data/processed/landmarks/sample_08532_MST_9.npy,3,ambiguous
sample_03981_MST_4,unknown,0.3,data/processed/landmarks/sample_03981_MST_4.npy,0,ambiguous
sample_08433_MST_9,four,0.8,data/processed/landmarks/sample_08433_MST_9.npy,8,ambiguous
sample_00148_MST_1,unknown,0.3,data/processed/landmarks/sample_00148_MST_1.npy,10,ambiguous
sample_07759_MST_8,palm,0.9,data/processed/landmarks/sample_07759_MST_8.npy,0,ambiguous
sample_00634_MST_1,palm,0.9,data/processed/landmarks/sample_00634_MST_1.npy,8,ambiguous
sample_06286_MST_7,palm,0.9,data/processed/landmarks/sample_06286_MST_7.npy,8,ambiguous
sample_01228_MST_2,unknown,0.3,data/processed/landmarks/sample_01228_MST_2.npy,4,ambiguous
sample_02519_MST_3,palm,0.9,data/processed/landmarks/sample_02519_MST_3.npy,3,ambiguous
sample_09830_MST_10,unknown,0.3,data/processed/landmarks/sample_09830_MST_10.npy,2,ambiguous
sample_03803_MST_4,palm,0.9,data/processed/landmarks/sample_03803_MST_4.npy,2,ambiguous
sample_01440_MST_2,four,0.8,data/processed/landmarks/sample_01440_MST_2.npy,2,ambiguous
sample_09234_MST_10,palm,0.9,data/processed/landmarks/sample_09234_MST_10.npy,3,ambiguous
sample_06404_MST_7,palm,0.9,data/processed/landmarks/sample_06404_MST_7.npy,3,ambiguous
sample_02461_MST_3,unknown,0.3,data/processed/landmarks/sample_02461_MST_3.npy,3,ambiguous
sample_07375_MST_8,palm,0.9,data/processed/landmarks/sample_07375_MST_8.npy,2,ambiguous
sample_01215_MST_2,unknown,0.3,data/processed/landmarks/sample_01215_MST_2.npy,3,ambiguous
sample_08261_MST_9,palm,0.9,data/processed/landmarks/sample_08261_MST_9.npy,2,ambiguous
sample_07264_MST_8,unknown,0.3,data/processed/landmarks/sample_07264_MST_8.npy,3,ambiguous
sample_03142_MST_4,palm,0.9,data/processed/landmarks/sample_03142_MST_4.npy,3,ambiguous
sample_01675_MST_2,unknown,0.3,data/processed/landmarks/sample_01675_MST_2.npy,9,ambiguous
sample_05344_MST_6,unknown,0.3,data/processed/landmarks/sample_05344_MST_6.npy,3,ambiguous
sample_02829_MST_3,four,0.8,data/processed/landmarks/sample_02829_MST_3.npy,3,ambiguous
sample_03246_MST_4,unknown,0.3,data/processed/landmarks/sample_03246_MST_4.npy,2,ambiguous
sample_08780_MST_9,unknown,0.3,data/processed/landmarks/sample_08780_MST_9.npy,11,ambiguous
sample_00714_MST_1,unknown,0.3,data/processed/landmarks/sample_00714_MST_1.npy,9,ambiguous
sample_03001_MST_4,four,0.8,data/processed/landmarks/sample_03001_MST_4.npy,3,ambiguous
sample_03761_MST_4,unknown,0.3,data/processed/landmarks/sample_03761_MST_4.npy,11,ambiguous
sample_03364_MST_4,unknown,0.3,data/processed/landmarks/sample_03364_MST_4.npy,3,ambiguous
sample_00066_MST_1,palm,0.9,data/processed/landmarks/sample_00066_MST_1.npy,11,ambiguous
sample_02695_MST_3,palm,0.9,data/processed/landmarks/sample_02695_MST_3.npy,11,ambiguous
sample_02381_MST_3,unknown,0.3,data/processed/landmarks/sample_02381_MST_3.npy,2,ambiguous
sample_03117_MST_4,rock,0.7,data/processed/landmarks/sample_03117_MST_4.npy,3,ambiguous
sample_08974_MST_9,palm,0.9,data/processed/landmarks/sample_08974_MST_9.npy,3,ambiguous
sample_03508_MST_4,palm,0.9,data/processed/landmarks/sample_03508_MST_4.npy,8,ambiguous
sample_07000_MST_8,unknown,0.3,data/processed/landmarks/sample_07000_MST_8.npy,8,ambiguous
sample_09185_MST_10,unknown,0.3,data/processed/landmarks/sample_09185_MST_10.npy,8,ambiguous
sample_03716_MST_4,unknown,0.3,data/processed/landmarks/sample_03716_MST_4.npy,2,ambiguous
