sample_id,suggested_label,confidence,path_landmarks,dist_ok,thumb_abduction,palm_arc,prox_T,prox_I,prox_M,prox_R,prox_P,cluster
sample_03377_MST_4,unknown,0.2,data/processed/landmarks/sample_03377_MST_4.npy,2.449187,49.836628,2.0999436,119.25484,47.242977,116.935814,120.186485,90.24913,1
sample_03164_MST_4,unknown,0.2,data/processed/landmarks/sample_03164_MST_4.npy,1.3164716,70.79176,0.43219712,98.21059,50.20773,71.45579,91.41914,51.949375,1
sample_02919_MST_3,unknown,0.2,data/processed/landmarks/sample_02919_MST_3.npy,3.090078,92.232544,2.1208887,67.97353,119.333916,107.79477,139.34157,17.640623,4
sample_00828_MST_1,unknown,0.2,data/processed/landmarks/sample_00828_MST_1.npy,1.1267959,75.27836,1.4444501,102.44586,80.07089,55.48898,53.27007,166.21748,5
sample_03150_MST_4,unknown,0.2,data/processed/landmarks/sample_03150_MST_4.npy,2.4427443,64.654396,1.7752647,92.39511,143.4137,144.95651,54.33148,93.52925,5
sample_02239_MST_3,unknown,0.2,data/processed/landmarks/sample_02239_MST_3.npy,2.4805076,105.65678,3.1492674,99.23645,127.985855,90.835266,58.910393,49.566963,4
sample_02250_MST_3,unknown,0.2,data/processed/landmarks/sample_02250_MST_3.npy,1.5325125,73.45379,0.6788974,153.11044,47.96574,85.70917,100.3962,54.15667,1
sample_02284_MST_3,unknown,0.2,data/processed/landmarks/sample_02284_MST_3.npy,1.1587433,46.981853,1.4917551,118.796364,127.63895,121.121376,178.35075,33.321327,1
sample_02539_MST_3,unknown,0.2,data/processed/landmarks/sample_02539_MST_3.npy,4.786172,89.00792,5.0675654,81.432205,58.543255,121.223175,136.58583,62.526268,2
sample_02097_MST_3,unknown,0.2,data/processed/landmarks/sample_02097_MST_3.npy,2.085846,136.11813,0.914774,127.6067,71.7443,130.876,50.299847,46.6661,4
sample_03248_MST_4,unknown,0.2,data/processed/landmarks/sample_03248_MST_4.npy,1.6124128,76.49168,1.192495,84.924065,108.35644,87.020454,102.32958,9.997922,4
sample_03064_MST_4,unknown,0.2,data/processed/landmarks/sample_03064_MST_4.npy,1.7622659,85.67642,0.573437,167.33838,90.75121,135.77293,31.408524,67.17516,5
sample_03400_MST_4,unknown,0.2,data/processed/landmarks/sample_03400_MST_4.npy,0.86459476,109.22373,1.4072335,127.074135,124.57711,99.93877,129.60658,43.4209,4
sample_01297_MST_2,unknown,0.2,data/processed/landmarks/sample_01297_MST_2.npy,2.287935,61.68091,2.9352002,64.73724,104.43728,71.17656,78.56775,35.275898,4
sample_08776_MST_9,unknown,0.2,data/processed/landmarks/sample_08776_MST_9.npy,1.9488521,164.98488,0.63242924,126.35781,79.85984,36.071056,35.848423,132.01268,3
sample_02037_MST_3,unknown,0.2,data/processed/landmarks/sample_02037_MST_3.npy,2.4402122,52.74382,1.4181246,120.48793,130.71014,15.2808485,129.81473,106.5278,0
sample_01439_MST_2,unknown,0.2,data/processed/landmarks/sample_01439_MST_2.npy,15.380337,90.46714,5.1838183,93.53442,113.33777,41.488796,8.1424675,85.91762,2
sample_02920_MST_3,unknown,0.2,data/processed/landmarks/sample_02920_MST_3.npy,5.488382,28.390965,3.2127726,55.077652,122.745155,55.32899,152.67484,40.93342,2
sample_02600_MST_3,unknown,0.2,data/processed/landmarks/sample_02600_MST_3.npy,1.3704612,45.112938,0.7422483,122.0014,64.6209,96.98225,117.10501,41.3057,1
sample_03602_MST_4,unknown,0.2,data/processed/landmarks/sample_03602_MST_4.npy,2.0925555,71.670235,0.6438018,42.922695,91.516365,65.16966,93.57366,22.787722,1
sample_01474_MST_2,unknown,0.2,data/processed/landmarks/sample_01474_MST_2.npy,1.5180398,30.604229,1.5033355,118.459,92.435,54.59473,114.035164,68.68238,0
sample_01867_MST_2,unknown,0.2,data/processed/landmarks/sample_01867_MST_2.npy,1.1930255,31.232422,2.412963,138.14227,59.807632,134.27591,46.63214,131.05249,5
sample_03611_MST_4,unknown,0.2,data/processed/landmarks/sample_03611_MST_4.npy,1.8492281,47.873253,0.8365238,55.168854,49.78241,145.26105,60.41545,25.175442,1
sample_00511_MST_1,unknown,0.2,data/processed/landmarks/sample_00511_MST_1.npy,2.4112422,105.89873,1.513275,84.176254,99.48378,166.0576,49.18218,133.72113,5
sample_00387_MST_1,unknown,0.2,data/processed/landmarks/sample_00387_MST_1.npy,1.9783766,83.351234,0.7178012,105.96081,106.51815,42.550446,60.335785,57.94844,0
sample_00629_MST_1,unknown,0.2,data/processed/landmarks/sample_00629_MST_1.npy,0.6947495,24.75159,1.0726173,146.00891,101.85293,48.9895,113.51977,157.1147,0
sample_03926_MST_4,unknown,0.2,data/processed/landmarks/sample_03926_MST_4.npy,0.8934943,27.351141,1.0618724,172.54568,126.08711,36.29831,109.33369,95.2552,0
sample_00435_MST_1,unknown,0.2,data/processed/landmarks/sample_00435_MST_1.npy,2.6251059,104.08942,2.1251554,144.36325,43.562958,104.76186,69.73516,162.19745,3
sample_00203_MST_1,unknown,0.2,data/processed/landmarks/sample_00203_MST_1.npy,1.5883917,62.909508,0.91028327,164.42458,75.41079,154.09842,33.59387,158.01979,5
sample_03853_MST_4,unknown,0.2,data/processed/landmarks/sample_03853_MST_4.npy,2.8940012,94.00994,2.4489107,93.92541,81.21826,140.93524,140.20854,35.247528,4
sample_09163_MST_10,unknown,0.2,data/processed/landmarks/sample_09163_MST_10.npy,3.9877257,144.89107,1.0327973,16.750324,140.55614,108.06353,18.599606,121.9873,5
sample_00507_MST_1,unknown,0.2,data/processed/landmarks/sample_00507_MST_1.npy,0.97176147,54.87665,0.71360755,59.937016,158.09337,13.268567,45.646755,91.634964,0
sample_02129_MST_3,unknown,0.2,data/processed/landmarks/sample_02129_MST_3.npy,0.68519586,19.662388,1.8763504,35.82505,129.9896,30.678827,117.05542,161.9205,0
sample_01624_MST_2,unknown,0.2,data/processed/landmarks/sample_01624_MST_2.npy,1.2547456,28.168997,1.5728719,162.44829,54.97631,28.24378,122.01481,157.07503,0
sample_01869_MST_2,unknown,0.2,data/processed/landmarks/sample_01869_MST_2.npy,1.697892,128.50948,1.0629107,55.934376,167.47697,78.73967,17.173351,131.36534,5
sample_01345_MST_2,unknown,0.2,data/processed/landmarks/sample_01345_MST_2.npy,1.2919028,38.534798,0.7198628,90.34468,88.05501,164.13243,30.026207,148.34479,5
sample_00234_MST_1,unknown,0.2,data/processed/landmarks/sample_00234_MST_1.npy,2.852868,109.975685,0.82951087,45.881706,143.31596,24.197933,65.364044,49.73378,0
sample_02596_MST_3,unknown,0.2,data/processed/landmarks/sample_02596_MST_3.npy,1.1475382,67.29615,1.0534447,94.876366,100.18014,125.002335,55.738224,151.64981,5
sample_06744_MST_7,unknown,0.2,data/processed/landmarks/sample_06744_MST_7.npy,1.1837167,58.391174,2.3116324,93.65615,129.49121,140.49062,61.678898,29.90302,4
sample_02678_MST_3,unknown,0.2,data/processed/landmarks/sample_02678_MST_3.npy,2.1660795,105.59182,0.96273553,163.84055,140.81111,101.69303,54.839134,105.67509,5
sample_02990_MST_3,unknown,0.2,data/processed/landmarks/sample_02990_MST_3.npy,1.1508325,26.01412,0.92516446,65.83285,43.49776,101.027054,86.34048,130.86845,1
sample_01886_MST_2,unknown,0.2,data/processed/landmarks/sample_01886_MST_2.npy,1.1556671,55.504242,0.8753456,73.04851,166.38525,43.893284,179.18771,179.48413,0
sample_02218_MST_3,unknown,0.2,data/processed/landmarks/sample_02218_MST_3.npy,1.9863166,109.54526,1.057244,111.04796,135.20703,106.470665,40.907173,91.96839,5
sample_08322_MST_9,unknown,0.2,data/processed/landmarks/sample_08322_MST_9.npy,0.85191506,26.780514,1.2941107,102.89548,93.924095,153.72362,102.866714,54.883938,1
sample_02105_MST_3,unknown,0.2,data/processed/landmarks/sample_02105_MST_3.npy,1.1689794,20.905256,1.4886533,164.6744,116.27898,50.65772,175.61046,68.99098,0
sample_01935_MST_2,unknown,0.2,data/processed/landmarks/sample_01935_MST_2.npy,0.6445573,31.200306,1.0756503,44.85274,76.316475,57.470158,80.10887,129.70412,0
sample_02890_MST_3,unknown,0.2,data/processed/landmarks/sample_02890_MST_3.npy,2.3124793,85.94681,1.153703,143.03255,112.22103,69.4783,13.246917,117.97958,5
sample_08362_MST_9,unknown,0.2,data/processed/landmarks/sample_08362_MST_9.npy,0.9899931,37.345013,1.426537,88.19545,93.73354,104.05361,58.851326,57.07189,1
sample_01967_MST_2,unknown,0.2,data/processed/landmarks/sample_01967_MST_2.npy,1.8319517,65.96027,0.9029799,147.88284,111.572205,32.74105,54.734943,51.770565,0
sample_01153_MST_2,unknown,0.2,data/processed/landmarks/sample_01153_MST_2.npy,1.3867944,31.148428,1.0139284,126.25912,63.949875,10.722383,153.98782,62.908894,0
sample_01959_MST_2,unknown,0.2,data/processed/landmarks/sample_01959_MST_2.npy,1.5776565,81.196106,1.1127876,157.9145,75.77298,68.610916,50.237213,105.282616,5
sample_09274_MST_10,unknown,0.2,data/processed/landmarks/sample_09274_MST_10.npy,4.117169,108.09647,1.6221567,35.99027,59.447605,50.174572,125.019875,144.08566,3
sample_00668_MST_1,unknown,0.2,data/processed/landmarks/sample_00668_MST_1.npy,1.4562588,71.31898,1.0467138,156.2765,50.94405,41.642117,28.28468,114.6083,3
sample_07797_MST_8,unknown,0.2,data/processed/landmarks/sample_07797_MST_8.npy,3.4014606,135.2635,1.3083688,66.34376,129.04514,116.79057,124.81667,54.968124,4
sample_02516_MST_3,unknown,0.2,data/processed/landmarks/sample_02516_MST_3.npy,1.6876441,68.94537,1.6805348,127.742836,51.196922,121.63902,100.8772,111.97731,1
sample_03243_MST_4,unknown,0.2,data/processed/landmarks/sample_03243_MST_4.npy,0.837547,5.8528686,0.66168374,66.37075,116.00094,117.94884,47.355476,99.503975,5
sample_08918_MST_9,unknown,0.2,data/processed/landmarks/sample_08918_MST_9.npy,2.9697046,103.781105,0.9899671,61.515427,127.823784,167.91397,17.349682,85.31991,5
sample_01004_MST_2,unknown,0.2,data/processed/landmarks/sample_01004_MST_2.npy,1.6199563,81.23557,0.88698894,44.526794,39.26644,53.76622,135.12805,142.73343,3
sample_09045_MST_10,unknown,0.2,data/processed/landmarks/sample_09045_MST_10.npy,2.1750908,108.90801,0.8904892,76.05836,90.74182,163.55292,50.466114,109.42696,5
sample_01916_MST_2,unknown,0.2,data/processed/landmarks/sample_01916_MST_2.npy,1.74093,32.84823,1.9454993,84.44281,114.56663,18.115347,40.78533,141.21214,0
sample_07426_MST_8,unknown,0.2,data/processed/landmarks/sample_07426_MST_8.npy,2.4746976,134.63947,1.0657154,141.81966,55.390705,94.37874,94.6269,57.034885,3
sample_00627_MST_1,unknown,0.2,data/processed/landmarks/sample_00627_MST_1.npy,4.469697,80.558914,1.3485922,96.8261,95.94626,40.6021,34.771416,151.49236,3
sample_03896_MST_4,unknown,0.2,data/processed/landmarks/sample_03896_MST_4.npy,4.1780343,121.81792,1.993578,141.20467,107.58315,149.0712,90.46384,19.419691,4
sample_03504_MST_4,unknown,0.2,data/processed/landmarks/sample_03504_MST_4.npy,0.45257023,18.494549,0.8758725,113.657936,82.825714,28.043907,162.24042,123.65087,0
sample_02852_MST_3,unknown,0.2,data/processed/landmarks/sample_02852_MST_3.npy,2.5600016,91.46225,2.3286226,140.1569,120.60026,112.475876,62.86337,37.52457,4
sample_03840_MST_4,unknown,0.2,data/processed/landmarks/sample_03840_MST_4.npy,2.4906158,102.67825,2.4408276,133.5911,36.38652,6.559749,87.32979,155.74574,3
sample_08279_MST_9,unknown,0.2,data/processed/landmarks/sample_08279_MST_9.npy,1.9906675,97.503044,1.4129266,93.55495,55.273018,81.04806,151.07364,87.12334,3
sample_03730_MST_4,unknown,0.2,data/processed/landmarks/sample_03730_MST_4.npy,2.3399746,78.364815,2.0631926,106.41462,165.15384,163.4335,52.446358,84.81408,5
sample_08481_MST_9,unknown,0.2,data/processed/landmarks/sample_08481_MST_9.npy,1.5751902,71.91897,1.5062454,107.95858,110.13624,88.4839,23.234737,139.84721,5
sample_00360_MST_1,unknown,0.2,data/processed/landmarks/sample_00360_MST_1.npy,2.0374486,106.1967,0.41722322,155.7939,37.166958,162.26819,50.452164,93.8837,5
sample_00126_MST_1,unknown,0.2,data/processed/landmarks/sample_00126_MST_1.npy,1.9679718,65.58728,1.0486039,98.43233,37.115654,135.1985,129.92422,115.24404,1
sample_08306_MST_9,unknown,0.2,data/processed/landmarks/sample_08306_MST_9.npy,1.8043666,109.162766,0.9170566,147.32181,119.25577,114.13704,34.546383,147.03079,5
sample_03955_MST_4,unknown,0.2,data/processed/landmarks/sample_03955_MST_4.npy,4.873617,80.070595,4.136063,36.17776,76.72203,51.730312,133.3899,101.938034,2
sample_06511_MST_7,unknown,0.2,data/processed/landmarks/sample_06511_MST_7.npy,16.592003,67.73837,19.839922,14.914843,104.84324,96.16627,60.504776,25.317581,2
sample_00687_MST_1,unknown,0.2,data/processed/landmarks/sample_00687_MST_1.npy,2.3095763,90.273964,1.5896707,59.853226,54.43832,57.202995,152.22562,26.99927,1
sample_02423_MST_3,unknown,0.2,data/processed/landmarks/sample_02423_MST_3.npy,4.035677,101.3855,7.7635,122.576675,157.9874,133.54697,127.1684,53.423424,2
sample_09445_MST_10,unknown,0.2,data/processed/landmarks/sample_09445_MST_10.npy,1.1685536,63.262505,0.48117182,160.60497,136.3979,158.36661,144.93019,28.830193,4
sample_00030_MST_1,unknown,0.2,data/processed/landmarks/sample_00030_MST_1.npy,1.6170475,139.39732,0.4013077,6.5204105,51.43386,113.40908,75.08489,61.235867,3
sample_09879_MST_10,unknown,0.2,data/processed/landmarks/sample_09879_MST_10.npy,0.81940633,42.09849,0.70816964,142.10915,99.501175,129.45337,33.269917,94.14343,5
sample_00089_MST_1,unknown,0.2,data/processed/landmarks/sample_00089_MST_1.npy,1.9451944,139.20367,1.1480942,110.58263,68.204666,35.00438,45.88136,170.29475,3
sample_08751_MST_9,unknown,0.2,data/processed/landmarks/sample_08751_MST_9.npy,1.532103,97.67208,1.550827,48.917057,123.236496,9.088239,126.51828,105.91369,0
sample_00274_MST_1,unknown,0.2,data/processed/landmarks/sample_00274_MST_1.npy,2.9994335,92.430756,0.5196113,121.08929,107.418304,109.28096,146.45662,53.625946,4
sample_08578_MST_9,unknown,0.2,data/processed/landmarks/sample_08578_MST_9.npy,0.79730415,19.640247,1.4373821,59.72261,42.535435,46.47081,56.741833,87.58679,1
sample_00961_MST_1,unknown,0.2,data/processed/landmarks/sample_00961_MST_1.npy,1.1311632,39.548843,2.1787367,68.76241,97.34424,50.635815,142.08481,109.22503,0
sample_04996_MST_5,unknown,0.2,data/processed/landmarks/sample_04996_MST_5.npy,2.2748146,132.6857,1.2686722,130.04,114.81651,91.088455,54.69296,55.68849,4
sample_00246_MST_1,unknown,0.2,data/processed/landmarks/sample_00246_MST_1.npy,1.7783859,90.706085,0.7869913,95.67109,84.953705,51.588364,91.92859,90.764015,3
sample_08253_MST_9,unknown,0.2,data/processed/landmarks/sample_08253_MST_9.npy,1.2686542,57.41033,0.83255124,72.03392,151.91158,111.2136,137.79941,21.404102,4
sample_02751_MST_3,unknown,0.2,data/processed/landmarks/sample_02751_MST_3.npy,1.6605618,93.60524,0.38594797,88.65469,106.57186,92.05257,98.75819,19.043299,4
sample_05218_MST_6,unknown,0.2,data/processed/landmarks/sample_05218_MST_6.npy,1.4971162,108.476036,0.7883949,167.46915,51.68378,66.56126,140.38637,84.34719,3
sample_01681_MST_2,unknown,0.2,data/processed/landmarks/sample_01681_MST_2.npy,2.8387423,79.08685,2.910829,121.14545,75.972,95.70112,57.890686,7.1820645,4
sample_00827_MST_1,unknown,0.2,data/processed/landmarks/sample_00827_MST_1.npy,5.3709416,130.33052,1.7581295,91.290565,102.78003,113.64382,41.69761,84.8092,4
sample_03657_MST_4,unknown,0.2,data/processed/landmarks/sample_03657_MST_4.npy,1.4067012,40.299515,0.7726447,103.54251,104.31089,82.39297,126.67084,30.190783,1
sample_03525_MST_4,unknown,0.2,data/processed/landmarks/sample_03525_MST_4.npy,3.0294263,100.54199,1.0810778,89.840515,111.677574,87.14546,46.01097,114.07774,5
sample_00640_MST_1,unknown,0.2,data/processed/landmarks/sample_00640_MST_1.npy,2.2549367,70.7759,0.8641393,45.712357,136.4728,26.42576,66.0339,93.0469,0
sample_00889_MST_1,unknown,0.2,data/processed/landmarks/sample_00889_MST_1.npy,1.9377646,129.73596,0.5237505,112.98666,124.69868,127.05641,115.58078,27.520851,4
sample_03770_MST_4,unknown,0.2,data/processed/landmarks/sample_03770_MST_4.npy,7.209038,94.2649,3.2178116,132.33556,129.55183,135.18007,30.457376,138.65067,2
sample_09721_MST_10,unknown,0.2,data/processed/landmarks/sample_09721_MST_10.npy,7.560879,64.89368,2.6294405,96.64196,114.755875,142.70457,122.25726,38.59647,2
sample_01312_MST_2,unknown,0.2,data/processed/landmarks/sample_01312_MST_2.npy,1.734336,86.650345,1.1566656,78.889946,112.32312,49.221878,140.07181,113.76534,0
sample_07060_MST_8,unknown,0.2,data/processed/landmarks/sample_07060_MST_8.npy,5.319354,155.18912,1.8251107,37.868443,90.12407,40.3879,62.711147,29.116116,4
sample_01851_MST_2,unknown,0.2,data/processed/landmarks/sample_01851_MST_2.npy,1.0762889,33.72085,0.5317394,45.84343,108.30906,63.23317,120.55565,58.612965,0
sample_02550_MST_3,unknown,0.2,data/processed/landmarks/sample_02550_MST_3.npy,1.7836577,105.02446,2.2021108,107.5702,134.75375,112.77503,62.330143,36.895855,4
sample_00449_MST_1,unknown,0.2,data/processed/landmarks/sample_00449_MST_1.npy,3.3408258,131.5236,1.2871132,110.756386,98.288994,59.46408,78.0402,34.552494,4
sample_03048_MST_4,unknown,0.2,data/processed/landmarks/sample_03048_MST_4.npy,2.5022109,82.938484,1.4514544,29.28931,136.0896,146.38588,73.79784,55.90051,4
sample_01131_MST_2,unknown,0.2,data/processed/landmarks/sample_01131_MST_2.npy,0.1466147,26.516827,1.1603658,71.3069,99.49318,68.51265,130.97783,25.659285,1
sample_01808_MST_2,unknown,0.2,data/processed/landmarks/sample_01808_MST_2.npy,1.432737,88.5969,0.575843,145.2145,129.36197,36.56899,36.090527,97.23213,0
sample_00344_MST_1,unknown,0.2,data/processed/landmarks/sample_00344_MST_1.npy,1.3741105,41.033638,1.7589331,52.533894,115.84872,152.72394,141.65312,33.320034,1
sample_00628_MST_1,unknown,0.2,data/processed/landmarks/sample_00628_MST_1.npy,2.584407,139.29587,1.341803,153.88934,145.1725,39.163162,54.258095,107.18103,3
sample_01051_MST_2,unknown,0.2,data/processed/landmarks/sample_01051_MST_2.npy,2.1274946,5.782758,1.3134109,52.90278,114.98097,106.00286,56.599243,101.74996,5
sample_01325_MST_2,unknown,0.2,data/processed/landmarks/sample_01325_MST_2.npy,0.11863063,19.1245,1.4425923,45.777397,166.06946,39.949226,67.39858,83.768234,0
sample_00678_MST_1,unknown,0.2,data/processed/landmarks/sample_00678_MST_1.npy,2.116647,15.087407,1.2249622,100.6226,44.111225,39.858337,137.5905,137.7803,0
sample_07286_MST_8,unknown,0.2,data/processed/landmarks/sample_07286_MST_8.npy,1.0650647,38.234318,0.8152768,101.149414,114.06157,131.87486,77.77855,45.139282,1
sample_07490_MST_8,unknown,0.2,data/processed/landmarks/sample_07490_MST_8.npy,1.8029528,79.423676,0.37749153,122.741745,51.39491,7.1366057,111.77058,61.681023,3
sample_03133_MST_4,unknown,0.2,data/processed/landmarks/sample_03133_MST_4.npy,1.8977442,84.83026,2.1594074,104.17529,107.87462,108.45839,53.618694,147.51526,5
sample_00024_MST_1,unknown,0.2,data/processed/landmarks/sample_00024_MST_1.npy,0.61107016,30.583277,1.4586306,82.0757,98.58685,42.276733,107.09995,131.62102,0
sample_08478_MST_9,unknown,0.2,data/processed/landmarks/sample_08478_MST_9.npy,1.7855729,81.56631,1.2334552,128.7682,101.86796,97.02601,54.703697,117.305885,5
sample_03058_MST_4,unknown,0.2,data/processed/landmarks/sample_03058_MST_4.npy,1.475041,69.21287,0.5844451,3.8720148,53.638702,94.46203,136.33812,143.26123,3
sample_03454_MST_4,unknown,0.2,data/processed/landmarks/sample_03454_MST_4.npy,2.4492738,46.214466,1.6997269,77.6418,162.12987,66.28129,34.90628,113.42979,5
sample_06779_MST_7,unknown,0.2,data/processed/landmarks/sample_06779_MST_7.npy,3.4527533,161.8528,2.6298726,148.19104,143.4501,123.78644,59.61024,103.18923,4
sample_08532_MST_9,unknown,0.2,data/processed/landmarks/sample_08532_MST_9.npy,0.50677955,41.544376,0.94744116,156.20909,58.54213,93.0097,118.15669,75.73623,1
sample_07759_MST_8,unknown,0.2,data/processed/landmarks/sample_07759_MST_8.npy,1.4492394,93.065735,0.47149536,144.78236,138.75977,91.43981,22.732513,120.98005,5
sample_00634_MST_1,unknown,0.2,data/processed/landmarks/sample_00634_MST_1.npy,1.9843464,92.1564,0.9487796,79.27382,116.83894,59.571957,70.76597,114.30753,0
sample_03803_MST_4,unknown,0.2,data/processed/landmarks/sample_03803_MST_4.npy,0.6646758,25.272049,1.261793,131.11186,46.350807,142.78809,70.8763,162.93614,5
sample_09234_MST_10,unknown,0.2,data/processed/landmarks/sample_09234_MST_10.npy,0.92805105,39.752735,0.40649602,9.623469,103.08628,72.66116,19.667154,106.17956,5
sample_06404_MST_7,unknown,0.2,data/processed/landmarks/sample_06404_MST_7.npy,1.7135282,74.88233,0.35115603,88.58465,76.495605,119.78912,19.160137,106.4608,5
sample_02461_MST_3,unknown,0.2,data/processed/landmarks/sample_02461_MST_3.npy,0.9778995,25.356853,1.7242572,60.08561,35.755394,145.40611,148.85223,57.215763,1
sample_08261_MST_9,unknown,0.2,data/processed/landmarks/sample_08261_MST_9.npy,1.7605826,94.865616,2.3200111,89.551125,137.86194,52.47343,166.19644,74.6797,0
sample_07264_MST_8,unknown,0.2,data/processed/landmarks/sample_07264_MST_8.npy,1.150251,56.044277,1.2227664,160.16035,42.4827,117.97998,91.49089,58.889545,1
sample_03142_MST_4,unknown,0.2,data/processed/landmarks/sample_03142_MST_4.npy,2.5517128,126.06963,0.7938248,138.29433,126.374954,53.383495,82.22599,160.44112,3
sample_01675_MST_2,unknown,0.2,data/processed/landmarks/sample_01675_MST_2.npy,2.3522675,84.40824,2.8823276,95.2131,84.801025,116.32359,137.05315,23.398878,4
sample_02829_MST_3,unknown,0.2,data/processed/landmarks/sample_02829_MST_3.npy,1.6021968,86.48283,0.27020413,146.40378,53.264843,102.373695,116.52032,147.62073,3
sample_00714_MST_1,unknown,0.2,data/processed/landmarks/sample_00714_MST_1.npy,0.6986687,40.297047,3.0381508,43.744854,116.67334,39.23348,105.03761,48.776844,0
sample_03001_MST_4,unknown,0.2,data/processed/landmarks/sample_03001_MST_4.npy,2.6753526,120.16963,1.0317266,98.18853,57.10178,132.36316,123.7271,155.79272,3
sample_03761_MST_4,unknown,0.2,data/processed/landmarks/sample_03761_MST_4.npy,2.525722,41.900417,1.0832689,147.4774,37.26973,112.69536,129.23383,148.87167,3
sample_03364_MST_4,unknown,0.2,data/processed/landmarks/sample_03364_MST_4.npy,1.9947226,94.71841,1.3809005,66.65085,41.19777,168.32507,77.3918,148.70566,5
sample_02695_MST_3,unknown,0.2,data/processed/landmarks/sample_02695_MST_3.npy,4.244738,111.78069,0.7951331,71.24186,51.870388,127.7218,104.0449,96.548386,3
sample_03117_MST_4,unknown,0.2,data/processed/landmarks/sample_03117_MST_4.npy,1.4871464,105.36314,1.0857197,136.56702,118.51057,45.166206,72.009155,40.581318,4
sample_08974_MST_9,unknown,0.2,data/processed/landmarks/sample_08974_MST_9.npy,1.9903984,121.4995,0.9403198,106.98741,105.6493,93.42651,9.581459,51.623966,5
sample_09185_MST_10,unknown,0.2,data/processed/landmarks/sample_09185_MST_10.npy,1.9256157,65.471535,1.6962322,116.50478,43.114483,40.63554,131.70932,92.159676,3
sample_08031_MST_9,unknown,0.2,data/processed/landmarks/sample_08031_MST_9.npy,4.243765,120.73893,2.4683018,68.874725,79.37391,45.151775,157.29921,118.32504,3
sample_03155_MST_4,unknown,0.2,data/processed/landmarks/sample_03155_MST_4.npy,1.3717922,48.700752,0.947939,155.88185,141.83414,136.79927,137.29681,44.00294,4
sample_02509_MST_3,unknown,0.2,data/processed/landmarks/sample_02509_MST_3.npy,1.8144925,77.57155,2.1228025,73.40028,99.36933,171.82576,52.784187,98.51176,5
sample_03795_MST_4,unknown,0.2,data/processed/landmarks/sample_03795_MST_4.npy,1.8691951,99.22913,1.1157773,137.62576,101.52664,147.53401,39.96947,88.8025,5
sample_03851_MST_4,unknown,0.2,data/processed/landmarks/sample_03851_MST_4.npy,0.4436477,11.561017,0.78166527,111.41689,121.38882,49.93726,69.74832,93.183464,0
sample_01464_MST_2,unknown,0.2,data/processed/landmarks/sample_01464_MST_2.npy,5.3531623,71.576515,2.108818,115.14157,101.715614,105.898186,66.7763,39.768917,4
sample_01443_MST_2,unknown,0.2,data/processed/landmarks/sample_01443_MST_2.npy,2.5231278,70.33557,0.47259113,87.64989,65.91176,42.581383,105.36592,44.87936,1
sample_01433_MST_2,unknown,0.2,data/processed/landmarks/sample_01433_MST_2.npy,2.1234946,105.164154,1.1046898,68.68021,127.417305,153.13472,59.4552,141.22284,5
sample_03427_MST_4,unknown,0.2,data/processed/landmarks/sample_03427_MST_4.npy,2.6916213,67.930405,0.92145425,65.583565,140.00993,52.81506,155.80771,149.93199,0
sample_00989_MST_1,unknown,0.2,data/processed/landmarks/sample_00989_MST_1.npy,3.0252585,170.28561,2.6041772,95.70288,90.35184,50.36952,131.55367,13.062159,4
sample_01442_MST_2,unknown,0.2,data/processed/landmarks/sample_01442_MST_2.npy,0.5624645,5.573763,0.40515438,135.38669,69.95238,144.85689,27.222296,40.724564,1
sample_07506_MST_8,unknown,0.2,data/processed/landmarks/sample_07506_MST_8.npy,1.1642454,97.647194,0.21940005,125.86139,103.653336,25.648998,126.211044,89.89561,0
sample_02621_MST_3,unknown,0.2,data/processed/landmarks/sample_02621_MST_3.npy,0.8607476,52.048473,1.2271607,107.56233,90.6663,98.558174,50.311954,100.03663,5
sample_00792_MST_1,unknown,0.2,data/processed/landmarks/sample_00792_MST_1.npy,1.2284049,45.60188,0.47147918,58.55326,47.524822,116.19622,32.114384,169.88744,5
sample_02198_MST_3,unknown,0.2,data/processed/landmarks/sample_02198_MST_3.npy,1.705555,79.80377,1.694682,90.47125,56.906094,88.62515,123.774704,27.330677,1
sample_02382_MST_3,unknown,0.2,data/processed/landmarks/sample_02382_MST_3.npy,2.3234181,132.34303,1.9999549,83.7509,68.58785,59.628345,88.93999,66.625786,3
sample_09223_MST_10,unknown,0.2,data/processed/landmarks/sample_09223_MST_10.npy,1.3503953,65.0338,1.4723735,82.63036,115.2194,108.20241,27.549875,102.29137,5
sample_07942_MST_8,unknown,0.2,data/processed/landmarks/sample_07942_MST_8.npy,0.7920391,29.271475,0.6352777,40.306812,54.299046,156.64839,116.771965,83.36481,1
sample_07513_MST_8,unknown,0.2,data/processed/landmarks/sample_07513_MST_8.npy,0.6179144,10.673389,1.4905063,65.32008,43.77235,93.21601,81.479675,81.41283,1
sample_02214_MST_3,unknown,0.2,data/processed/landmarks/sample_02214_MST_3.npy,1.6153682,75.319016,0.33067265,110.09214,70.93097,62.755283,32.863613,78.41048,5
sample_01015_MST_2,unknown,0.2,data/processed/landmarks/sample_01015_MST_2.npy,2.5720854,142.83774,1.1222885,39.893993,98.1109,47.340885,40.73241,152.26262,3
sample_03046_MST_4,unknown,0.2,data/processed/landmarks/sample_03046_MST_4.npy,1.031102,63.69841,0.34373948,107.23813,48.35191,163.93152,87.2855,79.82087,1
