sample_id,label,mst,condition,correcto,attn_max_nodo
010cd6f2-6b83-4966-a2b4-911730df1797,stop,6,medio,0,1
9c8715ab-ee07-4c2e-8a54-eb893a156662,two_up,10,oscuro,1,12
0299857b-abe1-4647-a8b6-c8006cf1123c,palm,10,oscuro,1,16
a3d46911-9e07-410a-a0a8-422d666b46e2,peace_inverted,3,claro,1,8
01dcb1d2-4f9a-4c28-8390-4af76c497f65,ok,7,medio,1,16
8ef676e1-279b-45ed-954a-da5141812fce,two_up_inverted,2,claro,1,4
31b8a1d9-c369-463c-941c-4d1e0bf091b4,peace_inverted,2,claro,1,8
93eba75f-1692-4251-a940-56e0531bad03,stop_inverted,5,medio,1,8
5d7aed21-f8f1-4423-9943-91a5d15a1859,two_up,1,claro,1,4
02b382be-6523-4322-8e19-50fc196288e5,peace,1,claro,1,11
031a643e-ee00-4ecf-bada-daca0aa5c0c7,like,2,claro,1,4
7b523920-7f3b-4355-8712-5caa311b2784,stop_inverted,10,oscuro,1,8
3a040604-a613-448e-a19a-2d8068a75754,call,5,medio,1,4
082b2083-c056-4735-a9f6-3df3593283d9,call,2,claro,1,7
5339570c-a8dd-430f-b8be-770a914f8d76,stop_inverted,9,oscuro,1,4
0634cc03-455a-4608-b224-057189d5b740,dislike,7,medio,1,20
046f0c35-3bc0-455f-8abb-9eab14ad48fb,one,2,claro,1,8
06358daf-c33c-44db-a867-6224e08f2907,four,7,medio,1,16
04fa64d2-ab5d-430f-b187-54a62196ead3,mute,2,claro,1,8
0487d1d7-2dac-48b6-979e-656c9dcf13f5,like,10,oscuro,1,4
05f94658-9709-4359-8698-2146238f9799,dislike,5,medio,1,20
2d779d1b-451b-4af0-a2d8-ffc1aebfa5c8,call,8,oscuro,1,4
04594c34-7c21-40e9-bdb9-932b5198bf8e,like,6,medio,1,4
085abd8c-bb77-49f0-a2f0-30164ae67441,like,6,medio,1,4
0180507d-61d2-41d3-bb32-21eed46839d9,stop_inverted,10,oscuro,1,12
abc625a9-1501-4e36-97fc-f62efe1f9295,stop_inverted,1,claro,1,12
06999615-2e93-4f3a-ab24-4538454b597d,dislike,4,claro,1,20
6465fb68-b8ba-45ff-ab55-e4eb2a40c666,call,8,oscuro,1,4
01937fc1-f704-4421-9d13-83f06633a4d5,peace,1,claro,0,1
012d8a6b-8c04-4b15-8d73-04242de0ae92,palm,3,claro,1,15
1cbc34a1-fe24-45d3-94fc-92d866d1f7ac,two_up,3,claro,1,12
04dc7103-22b4-4025-8a8b-7e48b78ca3c7,mute,3,claro,1,8
2eb6d071-196e-4aab-9da7-af1fb07d0a64,stop_inverted,2,claro,0,1
043496c9-bd5e-4f70-a0c6-cf4305448f60,one,2,claro,0,1
06c26e1e-4adb-41e8-a472-d53626255b1c,dislike,3,claro,1,20
052e37d2-6de5-411c-a87b-575ba2f55c03,ok,10,oscuro,1,19
0381b0db-827e-41bd-90a7-3f39144778de,ok,5,medio,1,19
51aa5457-0f29-48b2-976a-e2facfda1e5e,three2,3,claro,1,11
837be6aa-5355-43ae-a254-3944932b6116,peace_inverted,2,claro,1,8
01dfb25d-547a-4ee0-a78c-dd58a361df82,mute,5,medio,1,8
0310e8a9-03f3-4a8e-8637-66176b1f1cfb,palm,9,oscuro,1,12
04633f91-bbaa-4d37-9870-3a2af74744a4,peace_inverted,7,medio,1,8
0591321c-ff2d-480f-bb0d-0c9946a8faca,dislike,1,claro,1,20
32ac34ce-1555-4f90-adad-290e92430577,two_up_inverted,10,oscuro,0,8
01188b38-1f61-4e7d-ae2b-ce89279d99f6,fist,7,medio,1,20
01199159-9c1d-4034-a85d-209d6eeff14d,stop,2,claro,0,12
01f4e491-ac86-4659-8b69-4cefa315238f,peace,1,claro,1,11
030463ad-f7de-419b-bab9-3ab965150afd,one,2,claro,1,1
04a0e3c7-f9d4-48ee-b318-0d90f086eba0,palm,1,claro,1,11
06856d23-2213-461d-a504-b19c7ca15967,fist,2,claro,1,20
04a37951-611c-4404-bd5f-106c0bc2586a,like,9,oscuro,1,4
033cdc3b-56db-45b5-b7ca-999884bbb341,four,10,oscuro,1,1
07059b1d-bf39-4298-b5bb-d2d38f41da60,one,6,medio,1,7
1f90f9b9-84a8-490a-8418-1da21056e951,three2,6,medio,1,12
0480aa8b-deb9-4c35-9920-25e7480672c5,fist,9,oscuro,1,19
b1eac1c7-a0f8-4b5e-b12a-0a0d08f07da1,two_up,7,medio,1,12
01a20793-35c5-4e55-903f-34b5a0ac993e,peace,7,medio,1,12
0438a9b0-9ef0-4497-9117-818c8e1c7cc8,mute,10,oscuro,1,8
42326f83-c770-4954-885c-d04fe4e51aef,call,6,medio,1,4
161009d1-c386-482d-a2d1-59e9d80444a1,three,4,claro,1,16
04745c30-505a-4a1e-be71-f97b6ea335f5,mute,7,medio,1,8
6686ff17-938c-404b-b978-2a6508d4eaba,two_up,5,medio,1,12
003b73ea-beba-4bdc-bf65-fbabc5bbe168,stop,10,oscuro,0,16
00b52e12-04b4-4c77-a4c6-923a46a7578c,one,9,oscuro,1,8
734958c8-d0df-418f-91dd-75c782a1b870,call,1,claro,1,4
b2a0df3f-333a-4c4f-97cf-a61c017cf950,three2,10,oscuro,1,11
00857019-2ed4-4723-9311-4654e8f1d03a,stop,2,claro,0,1
b2a0df3f-333a-4c4f-97cf-a61c017cf950,three2,10,oscuro,1,11
067b0078-1256-4c06-a18c-160e7eec7a9b,four,7,medio,1,16
0310fda4-0ec0-4035-8187-89d1f6fbff1d,four,5,medio,1,20
004ae8d7-e079-4665-a5cf-0d9b3fbc9398,like,3,claro,1,4
01880d3f-825b-4a38-9192-c4284aac37cd,stop,5,medio,0,20
3ed7699a-99e8-4e8e-b8d2-dca182546208,three,7,medio,1,12
02c48caa-5f36-4d54-ac27-23536df4e6ca,four,5,medio,1,15
03650a3b-6563-48f7-aa1f-d4fdf1c1dfd8,stop,9,oscuro,1,20
a19a92c5-ae8e-4f01-ada6-f0076f7aca1b,two_up_inverted,1,claro,1,8
053145d1-59b0-4f52-92df-b9b3e4d88906,palm,6,medio,0,16
233c8322-a59c-496a-b1c2-4f1da441bbb2,call,7,medio,0,4
0464c869-19bf-4df6-a852-11ba85bc1fe7,four,6,medio,1,16
d2493be6-b897-49fd-af96-16d9502c7ab0,stop_inverted,1,claro,1,8
026c1813-c848-4544-bf75-89ea11656e6a,palm,10,oscuro,1,15
06501ae5-ddc0-4df8-a0e5-b7044615b686,peace,9,oscuro,1,11
215d97fe-3e7a-495d-ad70-8146a5ce503f,three,10,oscuro,1,16
043b71d1-0895-48dd-b2a6-78ac69fd90b9,mute,4,claro,1,8
cf92f099-689f-40dc-9c44-3fea3a8315ac,three2,7,medio,1,12
0669b6a5-9bac-487e-9c62-4c7d91920a6b,palm,6,medio,1,16
7b0fe301-54c0-4ecb-9082-e5aaca64e7fe,two_up,8,oscuro,1,12
02e6a642-5dd4-485e-8109-7f26c4c6cef2,stop,7,medio,1,16
1ad147d8-a6a0-45fa-9bea-b3e81041ae60,three,2,claro,1,12
71f034b8-0603-4947-bbaf-16370366a92f,call,10,oscuro,1,4
07501413-698f-4993-9bf2-095a10d9041e,ok,8,oscuro,1,16
4e09efa1-6d85-41e5-8909-4d812aa7b40c,peace_inverted,4,claro,1,8
03269372-3c14-4d50-bec0-be9e963733fb,two_up,10,oscuro,1,8
030b7472-0650-471b-bc78-527fb18c324b,rock,5,medio,1,20
1b92aee0-83ad-454d-8dca-aa943944368b,two_up,5,medio,1,11
02c8fe29-1eda-4277-96c3-fddde7010817,stop,8,oscuro,1,16
5f3c6eb7-9e0b-4b21-8be8-f2cae2e5c86f,call,9,oscuro,1,4
636f1764-f5c9-4449-9ca9-56d0f8b92e5f,two_up_inverted,4,claro,1,7
04792259-3032-4ebb-a2ab-ef47a5da766e,mute,9,oscuro,1,8
7321d327-2230-40da-8e44-cce48f0a6411,three2,9,oscuro,1,1
0131f2a8-82a0-442a-ba13-42415e52ac0a,two_up,10,oscuro,1,12
043496c9-bd5e-4f70-a0c6-cf4305448f60,one,2,claro,0,1
00cda552-8720-4165-b2a7-1b5e539ba8b2,like,7,medio,0,1
03e90dbb-0387-477e-ba67-5f43a7f02213,palm,7,medio,0,16
0353ffbc-bdbb-4a22-9422-b9101d978c76,two_up,6,medio,1,12
0744fba0-78e6-4789-9372-34e5d8ed2b7e,peace_inverted,2,claro,1,8
03cc2485-3c61-4aeb-b536-571405b210a6,rock,10,oscuro,1,20
00356894-7044-4534-b38c-6cfb36158695,peace,2,claro,1,12
012932cd-b84a-4f8d-a1b9-d28af5f07359,rock,6,medio,1,19
02613d4b-1fad-4f32-818a-aaccc0d39f7a,dislike,8,oscuro,1,20
00dfdf77-4b8b-4213-80b7-16f2b492fe4d,like,6,medio,0,4
f9508fd3-7a6b-4d7e-9385-dd54a88ce456,two_up,2,claro,1,12
550bb1de-e460-429e-a394-da515dfd9169,call,3,claro,1,4
041e83e5-e054-4703-9aad-eeeb9ecf3cb6,palm,10,oscuro,1,16
00857019-2ed4-4723-9311-4654e8f1d03a,stop,2,claro,0,1
0148cde9-a86d-47a3-a0bf-ca4659042aab,dislike,6,medio,1,19
014cb122-084a-4ed8-898a-9a85b2db1a18,one,9,oscuro,1,4
0515eb14-fdc5-48b7-9869-3de47f8eb768,four,10,oscuro,1,1
02e6a642-5dd4-485e-8109-7f26c4c6cef2,stop,7,medio,1,16
c2fd6279-e0dc-4633-9e96-ebc609a01a28,two_up,6,medio,0,1
0310fda4-0ec0-4035-8187-89d1f6fbff1d,four,5,medio,1,20
0304bd5d-e138-4802-9298-e101105c7e55,mute,3,claro,1,8
0310fda4-0ec0-4035-8187-89d1f6fbff1d,four,5,medio,1,20
031d227a-7c95-499d-9e55-ade28d7e6f57,peace,6,medio,1,12
034bab50-9607-4800-9885-52eb6e0ca292,stop,3,claro,1,19
0304afac-ddac-4aa4-b172-6a1368adf025,mute,10,oscuro,0,1
05ac5cef-2d67-491c-8ea2-18c20f6aaa57,ok,8,oscuro,1,4
2f4ab906-e462-42e0-ad23-fe37b7def80b,call,10,oscuro,1,4
003bc7ad-039c-46c6-a927-354b582c07c2,peace_inverted,9,oscuro,1,7
04d91ea6-4f5f-49ee-9138-e260a0dffa1b,fist,3,claro,1,4
04ba86ef-5dd4-471d-b837-a4c28ab7ec00,rock,1,claro,0,20
1c997c2d-d3af-4845-9f74-f6a1ddcb7bf1,two_up_inverted,9,oscuro,1,8
034bab50-9607-4800-9885-52eb6e0ca292,stop,3,claro,1,19
011c9d8b-98c4-4d6a-a4d5-cde54ae1a639,rock,6,medio,1,20
067892b3-1c3c-4914-b9ff-5d67bbf8ec21,two_up,4,claro,0,1
028e5825-a2be-431c-83e6-9c06b72f9d6a,stop,1,claro,1,16
50b1d6a0-78ca-4726-88d8-5f425ded4b0b,two_up,6,medio,1,12
41883128-bc5a-45f4-9bcf-0565a45e1b3e,stop_inverted,5,medio,1,8
45025ebd-2c3a-41b1-8e45-ec45f9de2e5c,two_up_inverted,1,claro,1,8
2a703eeb-4446-457e-9aa9-d9265760c9b2,call,10,oscuro,1,4
4a4c35d8-1b2e-4a81-8070-e173786a1641,three2,3,claro,1,12
060db724-4fe1-44e4-a916-297c1e256748,one,6,medio,1,8
045680c3-eb25-447b-95c7-ccc6fcf126d3,one,8,oscuro,1,7
01f05cf2-fbf8-451d-b7b4-def80b698952,dislike,7,medio,0,20
0003a570-72ec-44c8-b0dd-c3ce6bb98a08,two_up_inverted,10,oscuro,1,8
68def5d5-3f62-4b16-9904-0a9e7fdc9a58,call,6,medio,1,4
002b2e3b-9d21-4921-a418-8435bc65fa59,mute,3,claro,0,12
03812513-0068-47b8-8092-9203017a92f3,palm,8,oscuro,0,1
0e3e1001-cb65-42c9-9828-8b2d61012e54,peace_inverted,1,claro,0,8
bb3eebf3-8822-45d5-bd74-1571add1761d,stop_inverted,5,medio,1,12
051d6c50-75f8-4afc-9526-09b6cca2ffe4,four,2,claro,1,15
001b114a-d181-44bd-af8c-a883f1cc482e,ok,8,oscuro,1,16
0f184ee9-20f8-4ea4-b720-3357b42fd533,two_up,9,oscuro,1,12
040b84a8-e98e-4d21-b036-21bc4cb1d648,rock,10,oscuro,1,8
05543fda-c2e2-437f-b7e9-9304ce68d7ac,mute,10,oscuro,1,8
1f6c9584-5bae-4382-b3ec-a5470b2b9ddf,peace_inverted,2,claro,1,8
0591321c-ff2d-480f-bb0d-0c9946a8faca,dislike,1,claro,1,20
045680c3-eb25-447b-95c7-ccc6fcf126d3,one,8,oscuro,1,7
0cfffc0c-6e0e-43a2-920d-75809e72ac61,two_up,9,oscuro,1,12
02ba56e8-c565-410d-9768-b556c6ef719e,like,6,medio,1,4
0503a768-5363-4faa-9b96-f709890620a6,palm,4,claro,1,16
69771326-bc01-4b5c-94d6-d00182b684bd,peace_inverted,10,oscuro,1,8
02e3c06e-fadd-445d-8f02-f8e749e8699d,ok,6,medio,1,20
1579447f-6734-4297-a221-1f4846f8247b,peace_inverted,6,medio,1,8
07cbe4bd-e5eb-4e20-a3af-9cfb55a833ff,like,6,medio,1,4
01ec0511-cfe5-4df3-ba97-89ee03fca72c,one,2,claro,1,8
0a3fc134-67df-47a9-beac-0b64623a4d6f,three,8,oscuro,1,4
02ca9b3b-d3d2-4dfd-b38a-fd8412c006a5,fist,10,oscuro,1,20
46c3df7d-33fb-4be6-9148-2107361a1171,three2,8,oscuro,1,1
07382505-9a44-43a5-a87e-8ee44e76bfaf,palm,10,oscuro,1,15
42f37db3-926a-4bc4-96b5-a931be3ca468,call,10,oscuro,1,4
02e6a642-5dd4-485e-8109-7f26c4c6cef2,stop,7,medio,1,16
06f95cc8-4e9f-409b-8a04-db1e325fae3a,palm,9,oscuro,0,1
0d303909-120a-41e9-9005-e445e955982d,call,2,claro,1,4
01d3a6d9-9510-4c8f-9376-24ef081a7b90,mute,8,oscuro,1,8
00d3fcac-b592-43bd-b4bc-9243025563fb,four,10,oscuro,1,15
0386da99-5ffd-494c-b3d9-f4e05cdcba99,mute,6,medio,1,8
08d5402c-0727-4795-961e-20e2c8cc1148,two_up_inverted,4,claro,1,11
080ae570-0229-4497-a2d6-db286ee14813,fist,9,oscuro,1,12
0824f2f9-c590-4b73-b9eb-d6d00fca791a,like,10,oscuro,1,4
633922d1-54f1-480d-bfcc-a70c1a48ef6a,call,5,medio,1,4
00a99701-3778-40c0-a292-04278bb9d1e1,ok,6,medio,1,1
02887c7f-4bac-411b-aeae-172b2e3d01ef,dislike,7,medio,1,20
13be1111-08ba-41bb-90fa-7cc6456c3ac7,stop_inverted,5,medio,1,12
00f63b7b-2fc3-404f-91d2-8c109f948468,ok,5,medio,1,16
0565d072-43a3-4bd5-94a6-261967785dfa,like,8,oscuro,1,4
036cff95-b570-4d6d-9c18-475e01831527,fist,6,medio,1,19
751d6822-2ad9-48c9-ae92-c126012cb2ae,three2,2,claro,1,11
04f67146-3c0b-4b4a-9fa1-13b0b9a1b234,like,10,oscuro,1,4
3176496a-3b35-4b17-a32e-628cf1189679,three,3,claro,1,16
03bcae5e-5358-4ca6-ae03-ef390e5f9225,mute,6,medio,0,1
05c5f174-d1b6-4fc4-9e91-f34eb6d9dd03,ok,9,oscuro,0,1
029829f5-e9ca-4011-b4d1-1736c27df1d8,fist,3,claro,1,20
017f1af1-3aea-48ce-a1e6-d6d567038522,rock,3,claro,1,1
264cfa85-6874-41fe-a86e-a583fcd37f35,three2,2,claro,1,12
031a643e-ee00-4ecf-bada-daca0aa5c0c7,like,2,claro,1,4
01083636-1053-4abf-8b3a-f6f38b5491ce,like,7,medio,1,4
0f184ee9-20f8-4ea4-b720-3357b42fd533,two_up,9,oscuro,1,12
00d0a827-e4e1-4f74-99d8-b1880d06e5ee,stop,4,claro,1,12
0557de6d-1ec9-446b-82e9-944536ba4fc2,mute,3,claro,1,8
031a45f8-01d7-4c78-a805-7ee0ebed11d1,stop,6,medio,1,1
06983888-62ed-4e25-b701-354e983c3372,ok,8,oscuro,0,20
054c9a06-0cf0-4511-a63a-7cb469dd7502,palm,2,claro,1,12
d643cb5c-ccb8-442b-9d97-7abfe43fa117,two_up,5,medio,1,12
01fb88bd-bb8c-46e7-89b9-031583bb22e8,stop,6,medio,1,12
a935609a-6094-40e1-b716-0249663bc61b,two_up_inverted,6,medio,1,8
28280eae-bbd1-4203-ab7f-2801d14508d1,three,9,oscuro,1,16
0131e46b-a984-45d6-9e06-e750c58ad7fa,like,1,claro,0,8
02c295ab-548e-4339-8f1f-c54f6baaaca5,fist,6,medio,1,8
1e3ff9da-53b8-4e42-a159-eaa5a9937265,peace_inverted,3,claro,0,8
06c4a780-0790-4197-96cd-dde6147fba3c,one,2,claro,1,7
0079a195-197e-4866-989b-d180e97c9513,mute,6,medio,1,8
13c9ac86-4335-4b9a-825c-f18ec8f86bc1,three,5,medio,1,15
01199159-9c1d-4034-a85d-209d6eeff14d,stop,2,claro,0,12
04a0e3c7-f9d4-48ee-b318-0d90f086eba0,palm,1,claro,1,11
0412e2ba-1587-4674-ae01-ea07e40e65c4,mute,3,claro,1,8
02e163d4-9298-4614-a489-960b91ea232d,peace,7,medio,1,12
1b92aee0-83ad-454d-8dca-aa943944368b,two_up,5,medio,1,11
05dcafea-4452-478c-9627-a02213b1bff7,palm,6,medio,1,1
06501ae5-ddc0-4df8-a0e5-b7044615b686,peace,9,oscuro,1,11
03fa280c-07ec-4969-a4c1-f228a9f1add2,ok,10,oscuro,1,20
05b9f9ab-6a12-4450-8cb5-7be7b2f22fd1,one,10,oscuro,1,8
010cd6f2-6b83-4966-a2b4-911730df1797,stop,6,medio,0,1
0390056d-9f9e-4e88-93cd-d5f0055a1b1d,rock,6,medio,1,20
06d5a1dd-1867-41a6-ad7c-60d3bfc4dc7f,fist,10,oscuro,1,20
0284539c-d36e-4b1f-9ff0-4a80cdcb5972,stop,6,medio,1,12
012eeb3c-64a0-44b4-955c-0916e038ac44,rock,10,oscuro,1,19
010123b0-e889-498f-b3d9-fa85a91d6c2c,fist,7,medio,1,11
00ded35f-a1f5-4c82-9040-159b4f37ecc1,one,6,medio,1,8
c1f2c2fc-8c0f-49d6-8eb9-657cc4460a5f,three2,5,medio,1,12
0264faaa-a5e3-4187-8ede-11a7a73e2e11,three2,9,oscuro,1,12
6f484a33-46c6-4c8e-bad0-b178f266e2be,stop_inverted,7,medio,1,8
039b6543-0949-4199-b5c1-5f8546cebbbb,one,10,oscuro,0,8
04a5e8d6-70f2-45ae-aac5-b8c69cd92fc6,peace,8,oscuro,1,12
05383de6-3220-44c6-a10b-b05a7a8b364e,fist,6,medio,1,19
b649b378-e921-4d02-9fd8-c0fe830c6be5,two_up,9,oscuro,1,11
003bc7ad-039c-46c6-a927-354b582c07c2,peace_inverted,9,oscuro,1,7
01767505-d1a7-4f81-a8da-9df63c202694,peace,6,medio,1,11
2170938b-ca55-4998-8c87-9c46808b7452,three,2,claro,1,16
00a6c250-88c5-4c1b-9713-0164e4a040ac,ok,3,claro,1,20
50c8e18a-daf5-4722-ba6d-ac05e5579218,peace_inverted,4,claro,1,8
41624403-b07f-49a7-834f-f439b79ca8b7,two_up_inverted,7,medio,1,7
663a2802-c9cd-4138-8401-218782a64e35,stop_inverted,10,oscuro,1,11
3546e660-95b3-4936-b07a-ff9b9634e643,three,9,oscuro,0,1
343ec356-544b-47cb-acc7-e7d0d0fd111e,three,1,claro,1,11
110220d4-84fd-40f4-a506-6be48acece10,call,7,medio,1,4
0557de6d-1ec9-446b-82e9-944536ba4fc2,mute,3,claro,1,8
01b85749-2b31-42a0-85e4-f1c273857242,palm,1,claro,0,1
22d137a0-ef60-4b35-88b8-6075193d89e0,two_up,2,claro,0,8
d2493be6-b897-49fd-af96-16d9502c7ab0,stop_inverted,1,claro,1,8
06002854-e704-41c6-8f1c-782bcb5f5c74,ok,3,claro,1,15
0179c9fb-2a7f-44ba-b513-ca22e80cb888,ok,4,claro,1,20
26f1d404-25ff-497f-ae15-905986478c43,stop_inverted,1,claro,1,8
3db37e86-b730-4370-b0e8-72631f971372,peace_inverted,3,claro,1,8
002c0132-25cc-4ff6-b832-03fa82818e8a,four,10,oscuro,1,15
c5389f63-b635-4aba-afab-2fd9125cef6a,stop_inverted,2,claro,1,8
016d217d-6745-4439-a443-c3f4f4116a29,stop,6,medio,1,11
3f69e45e-b6af-456a-89d0-587162f5b859,three,10,oscuro,1,12
00d6f1ba-3f7b-4dbe-aa82-5ae6b75304d5,stop,5,medio,1,15
2c26903b-8d9a-469e-ae7d-677d5475c0c8,three,9,oscuro,1,15
034039c1-70b3-4730-9250-91619c45210c,peace,3,claro,1,11
03e40ec7-00c2-49b3-822d-e06ff51f6691,like,5,medio,1,4
054d47da-f462-482b-bfbb-6db2c5a26b9e,mute,10,oscuro,1,8
11425c1b-098c-4c92-a1e9-5c34c1b40820,three,10,oscuro,1,11
0139a36a-f96a-4a8c-baaa-268167380209,mute,1,claro,1,8
1b307c0a-54c9-48fe-b4d8-4668a0c2fc82,peace_inverted,7,medio,1,7
01a20793-35c5-4e55-903f-34b5a0ac993e,peace,7,medio,1,12
00178e16-e20c-4007-8114-1e8f5a001b3a,stop,2,claro,1,12
05703d63-4bd3-49b3-a236-e06d7dde5e58,dislike,9,oscuro,1,20
01cbc147-184b-4c73-b134-abd7e0f1f8a8,rock,9,oscuro,1,4
21ccf0a3-e3f7-49ab-861b-d99f737dbc8e,two_up_inverted,9,oscuro,0,8
037fe95f-6dce-4253-85ae-0345c15d4545,ok,1,claro,1,20
0124e22a-9103-4af8-9b67-477d995a28c4,rock,8,oscuro,1,20
01c8c817-dc63-4483-a3f8-4c9fdf23f562,stop,10,oscuro,1,4
0607c790-9bb6-4e9a-8622-9027c82c4863,four,5,medio,1,19
02638d7e-ab64-45be-ad87-53fb0ac34762,peace,7,medio,1,12
46c3df7d-33fb-4be6-9148-2107361a1171,three2,8,oscuro,1,1
58a0ef88-b5f9-42cc-9b46-4e8feb266cf4,peace_inverted,5,medio,1,7
054993e9-b994-4809-b6b5-d959243b29a8,like,6,medio,1,4
3f9183b0-34d2-4834-be13-6a96554b4ed8,three2,6,medio,0,1
05c31e87-9ee7-4e46-b586-109e8abea042,one,1,claro,1,7
009626ec-2a18-4b36-8b42-579e2cd1352e,rock,2,claro,1,19
02786303-79a4-4cb7-aead-23fcf151cf40,one,9,oscuro,1,7
147a1893-1689-4b65-86a0-adcee9d53889,peace_inverted,3,claro,1,8
0ad116cc-24bb-494e-a7fb-22d826e66d4c,three,6,medio,1,12
75510fab-3392-4967-b4e1-bd43b261532e,peace_inverted,3,claro,1,8
051d6c50-75f8-4afc-9526-09b6cca2ffe4,four,2,claro,1,15
057ef8cc-dc91-4455-a267-0a39b71faf51,like,2,claro,0,4
066680a3-ffca-490e-943c-7938580b05f2,dislike,10,oscuro,1,20
0e5f176f-ff0e-45c0-bbba-06ac2846de76,three2,9,oscuro,0,4
001da38e-7ab1-405c-a9d8-fbaeb46b5faf,stop,6,medio,1,12
b1eac1c7-a0f8-4b5e-b12a-0a0d08f07da1,two_up,7,medio,1,12
0266d308-b686-44d2-9633-3d7433b8a536,like,7,medio,1,4
0416b050-a814-454b-959a-504294795636,one,6,medio,0,4
006a26a3-12d2-411b-b980-0345365b560a,fist,10,oscuro,1,19
3063f4b1-d869-4ebe-82eb-989b09d37785,three2,2,claro,1,1
03ab6869-a809-4761-b2ef-44046fc4931c,stop,10,oscuro,1,16
04a09fbe-ac7d-4453-9ee0-e29fcaed15bc,mute,8,oscuro,0,4
8854a54b-2c01-44da-8206-d02ec89742f7,three2,9,oscuro,1,1
0379c43f-440d-4106-a31d-a9d792d0600a,peace,4,claro,0,4
0313c156-c22d-402e-891f-a4e6511e6427,peace,2,claro,1,11
01937fc1-f704-4421-9d13-83f06633a4d5,peace,1,claro,0,1
07290fbc-6565-47ed-8879-8e2fdc5e8f28,four,9,oscuro,1,16
76150f01-7134-4356-baa5-0724cc818d1d,two_up,9,oscuro,0,4
01dfb25d-547a-4ee0-a78c-dd58a361df82,mute,5,medio,1,8
0364087b-9bbf-47cd-9f19-843250bcfe58,ok,5,medio,1,16
05a82060-ad55-4b65-aac9-462d3153e857,palm,4,claro,1,20
4d61236f-d6f4-4fb8-8c7f-fa0ac11e5e7a,peace_inverted,9,oscuro,1,8
048f6985-83e4-417e-b744-5c8270884fd2,ok,6,medio,1,16
b9861ba0-3154-444f-ba86-a10a2f9bdf35,stop_inverted,1,claro,1,8
0557de6d-1ec9-446b-82e9-944536ba4fc2,mute,3,claro,1,8
016a9ac0-9257-4bb6-8291-d4b206fd4fb9,dislike,10,oscuro,1,19
0714e8a3-121b-4ed5-ab0e-ce8dd1e6ca6b,palm,2,claro,1,16
022fb692-c5c0-4e00-ac14-455bb4367a7b,one,7,medio,1,8
01e3d137-a400-4179-ac94-a5e2e6db585f,palm,10,oscuro,1,16
01ec0511-cfe5-4df3-ba97-89ee03fca72c,one,2,claro,1,8
11aa81c8-ae92-46a2-bcec-120d7d263d3e,call,9,oscuro,1,3
0c37a064-ce13-4a86-8ea2-21ca415443bb,three2,6,medio,1,12
e4b10493-60c2-4821-b101-06ab245478ae,two_up,3,claro,1,12
01f81861-93cc-402a-9a0b-1f16f1683b09,dislike,8,oscuro,1,20
04031bb5-cd39-4529-b285-8671ff44214b,rock,2,claro,1,20
00cc46c6-80a4-4759-8a67-e0dd19b99e17,mute,6,medio,1,8
04dc7103-22b4-4025-8a8b-7e48b78ca3c7,mute,3,claro,1,8
8056862b-3110-40a4-b22a-4616f92d1a52,peace_inverted,4,claro,1,7
984a5c69-13f2-49ec-93bd-da1915fafee9,peace_inverted,4,claro,1,8
02b58c32-15a0-470f-ab1c-b6057b61ab5f,rock,3,claro,1,20
000484ab-5fd0-49b8-9253-23a22b71d7b1,like,6,medio,1,4
e3c016e9-c0f6-4021-8d40-4bc3392feb92,three2,5,medio,1,1
01ef94c3-3ea7-4628-969a-7a224fa15b2d,ok,7,medio,1,16
0b49bcf5-6478-48e6-8d16-f94d542ffad4,peace_inverted,7,medio,0,8
04d91ea6-4f5f-49ee-9138-e260a0dffa1b,fist,3,claro,1,4
02f9cbb9-15bb-413e-a47d-ffc39189ebc5,like,9,oscuro,0,4
066680a3-ffca-490e-943c-7938580b05f2,dislike,10,oscuro,1,20
042c535a-45fe-4c81-be1e-71a0b4348554,like,3,claro,0,4
06bf18e1-3288-4647-9d3e-97f79d061392,like,2,claro,1,4
2cd57cd1-99cb-4289-b35d-ef6a9d679015,stop_inverted,10,oscuro,1,12
0055c134-c63e-48af-b783-cbb7e50d5925,palm,6,medio,1,15
05c5af2c-3035-47c1-bef9-7960e73f9fbb,like,8,oscuro,1,4
7836a824-0a8c-43b8-a1f5-70690ef77203,two_up,2,claro,0,12
057c366c-78db-4b22-88db-853779fd5863,fist,7,medio,1,20
022e0819-c91f-4494-8fd3-30e5da656838,palm,2,claro,0,1
97341457-cc89-4ce5-a4e9-2598d7880edf,two_up_inverted,5,medio,1,8
ad0b8773-3680-4d40-a229-699b8a64d8c1,two_up_inverted,3,claro,1,1
0310d0ef-c7a1-4eb9-b090-b10a381eef30,two_up,6,medio,0,4
025a3521-aec9-4e78-8c97-889f1dd40627,three,3,claro,1,16
1400d0e2-a01e-4401-be52-e543ff1d2e87,call,2,claro,1,3
0565d072-43a3-4bd5-94a6-261967785dfa,like,8,oscuro,1,4
32b32eeb-a04b-46b4-ad02-df19fd230bf1,three,5,medio,1,15
05b2befb-c601-421c-b8c6-aee1cdc6125e,dislike,4,claro,1,20
022e0819-c91f-4494-8fd3-30e5da656838,palm,2,claro,0,1
03118bdc-9b5d-4f0f-910a-43755d3e862a,dislike,1,claro,1,19
84da3d22-28d4-4791-bd50-57a37d5d3771,peace_inverted,10,oscuro,1,8
