sample_id,mst_level
freihand_00005112,5
freihand_00014517,9
freihand_00021651,6
freihand_00004247,8
freihand_00011048,6
freihand_00024009,7
freihand_00020727,6
freihand_00025726,7
freihand_00017232,7
freihand_00029439,5
freihand_00013289,6
freihand_00019562,5
freihand_00018888,6
freihand_00016788,6
freihand_00027472,5
freihand_00023759,6
freihand_00016267,5
freihand_00007087,7
freihand_00017373,5
freihand_00000834,8
freihand_00017414,7
freihand_00016110,6
freihand_00012403,5
freihand_00014204,5
freihand_00011613,2
freihand_00027621,7
freihand_00027546,7
freihand_00000385,6
freihand_00004206,7
freihand_00008553,8
freihand_00000589,5
freihand_00026526,6
freihand_00027010,6
freihand_00003423,5
freihand_00030519,7
freihand_00021865,4
freihand_00001370,7
freihand_00001060,7
freihand_00019722,6
freihand_00019917,7
freihand_00027112,6
freihand_00026142,6
freihand_00012731,5
freihand_00007823,7
freihand_00012001,6
freihand_00031043,6
freihand_00032008,6
freihand_00003353,6
freihand_00010434,5
freihand_00007316,7
freihand_00030504,7
freihand_00027390,6
freihand_00013522,5
freihand_00025385,7
freihand_00007789,7
freihand_00003238,7
freihand_00009901,7
freihand_00024532,5
freihand_00006267,6
freihand_00017205,8
freihand_00023748,8
freihand_00017115,5
freihand_00024216,6
freihand_00021638,5
freihand_00029136,6
freihand_00010114,5
freihand_00016894,5
freihand_00028121,7
freihand_00022481,6
freihand_00031696,7
freihand_00029198,6
freihand_00030814,5
freihand_00016334,7
freihand_00022607,6
freihand_00017182,5
freihand_00003403,5
freihand_00003352,4
freihand_00010999,6
freihand_00018153,8
freihand_00021002,6
freihand_00005911,5
freihand_00020477,5
freihand_00014631,5
freihand_00012222,7
freihand_00003227,6
freihand_00003567,7
freihand_00018498,6
freihand_00018469,6
freihand_00009396,6
freihand_00025989,8
freihand_00024210,5
freihand_00013577,8
freihand_00018873,7
freihand_00013891,6
freihand_00029168,6
freihand_00013030,5
freihand_00012793,5
freihand_00028287,7
freihand_00028195,6
freihand_00007886,5
freihand_00001234,7
freihand_00029944,7
freihand_00031394,6
freihand_00003566,5
freihand_00002527,7
freihand_00012154,7
freihand_00004933,5
freihand_00010365,6
freihand_00010086,5
freihand_00014888,7
freihand_00005905,5
freihand_00009846,7
freihand_00010532,4
freihand_00021935,5
freihand_00023312,6
freihand_00026621,7
freihand_00019004,6
freihand_00016482,6
freihand_00017749,5
freihand_00026127,7
freihand_00018512,6
freihand_00028465,5
freihand_00008187,9
freihand_00017610,5
freihand_00017473,7
freihand_00025960,8
freihand_00014869,8
freihand_00011105,6
freihand_00015322,6
freihand_00008571,8
freihand_00004986,5
freihand_00029065,6
freihand_00010310,5
freihand_00018291,6
freihand_00024368,7
freihand_00003462,7
freihand_00021913,6
freihand_00000543,5
freihand_00023866,8
freihand_00004465,5
freihand_00029226,5
freihand_00025893,5
freihand_00008046,7
freihand_00003622,5
freihand_00031100,8
freihand_00023578,6
freihand_00010167,6
freihand_00020835,6
freihand_00020190,7
freihand_00001780,5
freihand_00028755,5
freihand_00019848,6
freihand_00009727,6
freihand_00025130,8
freihand_00031403,6
freihand_00018056,5
freihand_00023559,7
freihand_00015918,6
freihand_00027993,5
freihand_00006383,5
freihand_00000223,7
freihand_00022891,5
freihand_00008331,8
freihand_00025845,7
freihand_00030448,6
freihand_00010738,5
freihand_00014740,5
freihand_00027227,5
freihand_00002298,5
freihand_00031552,6
freihand_00028629,7
freihand_00007621,7
freihand_00015625,7
freihand_00010082,5
freihand_00019072,7
freihand_00021439,5
freihand_00006549,7
freihand_00001248,5
freihand_00015620,7
freihand_00025118,6
freihand_00013606,5
freihand_00000374,6
freihand_00018085,5
freihand_00010873,7
freihand_00000954,7
freihand_00009199,6
freihand_00021455,7
freihand_00013019,7
freihand_00011426,7
freihand_00029952,7
freihand_00022726,8
freihand_00027579,6
freihand_00023034,6
freihand_00001745,7
freihand_00022447,6
freihand_00028010,5
freihand_00019511,5
freihand_00020057,5
freihand_00014522,7
freihand_00013676,7
freihand_00022180,6
freihand_00030818,6
freihand_00010438,5
freihand_00005087,7
freihand_00007223,6
freihand_00008157,5
freihand_00008019,5
freihand_00028683,7
freihand_00017991,7
freihand_00025864,5
freihand_00028578,5
freihand_00023547,7
freihand_00014493,7
freihand_00026177,7
freihand_00007811,7
freihand_00017755,7
freihand_00013085,6
freihand_00000620,6
freihand_00016281,8
freihand_00006870,5
freihand_00012137,5
freihand_00014104,7
freihand_00017340,7
freihand_00026038,7
freihand_00018243,6
freihand_00024292,6
freihand_00021629,7
freihand_00029876,7
freihand_00008806,7
freihand_00006465,7
freihand_00004021,6
freihand_00007090,5
freihand_00003065,6
freihand_00008489,7
freihand_00015655,6
freihand_00002217,5
freihand_00025104,7
freihand_00027163,6
freihand_00025530,7
freihand_00015762,5
freihand_00020170,6
freihand_00029249,6
freihand_00009669,5
freihand_00018187,5
freihand_00020273,5
freihand_00031774,9
freihand_00015611,5
freihand_00002233,6
freihand_00017855,7
freihand_00023311,6
freihand_00005952,5
freihand_00022099,5
freihand_00012667,5
freihand_00021163,6
freihand_00031776,7
freihand_00014278,8
freihand_00010013,6
freihand_00022134,7
freihand_00007450,6
freihand_00008419,6
freihand_00002493,5
freihand_00019350,6
freihand_00011520,7
freihand_00024928,7
freihand_00032438,5
freihand_00012996,7
freihand_00016384,9
freihand_00005289,5
freihand_00003371,6
freihand_00000252,5
freihand_00005271,6
freihand_00012294,5
freihand_00029144,6
freihand_00001548,7
freihand_00029027,7
freihand_00002647,6
freihand_00022646,7
freihand_00030712,6
freihand_00012926,6
freihand_00030079,6
freihand_00002448,5
freihand_00021658,7
freihand_00005876,7
freihand_00025136,9
freihand_00024791,6
freihand_00010121,7
freihand_00009977,8
freihand_00008280,6
freihand_00017970,5
freihand_00018692,5
freihand_00012913,7
freihand_00019791,7
freihand_00004898,5
freihand_00032257,5
freihand_00012080,4
freihand_00023103,5
freihand_00031212,7
freihand_00012345,5
freihand_00026745,5
freihand_00004757,7
freihand_00011949,7
freihand_00021727,5
freihand_00006455,6
freihand_00028775,6
freihand_00013273,8
freihand_00004662,6
freihand_00030418,8
freihand_00016323,5
freihand_00024377,6
freihand_00013000,5
freihand_00026571,7
freihand_00004277,8
freihand_00009886,5
freihand_00030256,5
freihand_00019003,8
freihand_00026558,8
freihand_00011466,6
freihand_00001759,9
freihand_00023008,6
freihand_00010507,7
freihand_00003958,6
freihand_00022448,6
freihand_00016472,5
freihand_00010568,7
freihand_00012613,7
freihand_00000005,6
freihand_00017460,6
freihand_00023834,5
freihand_00002322,5
freihand_00010044,6
freihand_00013961,5
freihand_00009311,5
freihand_00004495,6
freihand_00007152,7
freihand_00023367,5
freihand_00018902,6
freihand_00018914,7
freihand_00025692,6
freihand_00009967,7
freihand_00025316,6
freihand_00001885,8
freihand_00009450,6
freihand_00028627,7
freihand_00014060,6
freihand_00021830,6
freihand_00003735,8
freihand_00025756,7
freihand_00023145,6
freihand_00028112,6
freihand_00010366,5
freihand_00013392,6
freihand_00006002,5
freihand_00031002,6
freihand_00031760,5
freihand_00015645,6
freihand_00019788,6
freihand_00027182,7
freihand_00017974,7
freihand_00019510,6
freihand_00000084,6
freihand_00017971,6
freihand_00011851,5
freihand_00020122,4
freihand_00007323,6
freihand_00017029,6
freihand_00009774,7
freihand_00030924,7
freihand_00022359,5
freihand_00024401,6
freihand_00009218,6
freihand_00029612,5
freihand_00001598,8
freihand_00010071,6
freihand_00022307,7
freihand_00021484,7
freihand_00008653,7
freihand_00003273,5
freihand_00011420,6
freihand_00001379,7
freihand_00020301,7
freihand_00029918,7
freihand_00008109,6
freihand_00015806,7
freihand_00025973,8
freihand_00027149,7
freihand_00009974,5
freihand_00004143,6
freihand_00022000,6
freihand_00003028,7
freihand_00027709,6
freihand_00022018,6
freihand_00010041,6
freihand_00016018,8
freihand_00029946,5
freihand_00022954,5
freihand_00031856,6
freihand_00008634,9
freihand_00031518,5
freihand_00001982,5
freihand_00001562,5
freihand_00000479,7
freihand_00018778,7
freihand_00029561,5
freihand_00019429,6
freihand_00006570,7
freihand_00017738,6
freihand_00022735,5
freihand_00006847,8
freihand_00001192,6
freihand_00005047,6
freihand_00024425,5
freihand_00029800,7
freihand_00030444,6
freihand_00032413,6
freihand_00004111,5
freihand_00006700,7
freihand_00024827,5
freihand_00019579,6
freihand_00002358,6
freihand_00004612,6
freihand_00029389,7
freihand_00030106,8
freihand_00032263,5
freihand_00020858,6
freihand_00013212,7
freihand_00027300,5
freihand_00012632,5
freihand_00007970,7
freihand_00020492,5
freihand_00000340,6
freihand_00008285,5
freihand_00030486,5
freihand_00017081,8
freihand_00029084,8
freihand_00023235,7
freihand_00019167,5
freihand_00032484,6
freihand_00006675,6
freihand_00005064,5
freihand_00013068,5
freihand_00021207,5
freihand_00028646,8
freihand_00010984,6
freihand_00026928,7
freihand_00024389,8
freihand_00008623,7
freihand_00017965,6
freihand_00030701,5
freihand_00021958,5
freihand_00009454,5
freihand_00023835,7
freihand_00005437,6
freihand_00008978,5
freihand_00003357,6
freihand_00006707,4
freihand_00028978,5
freihand_00021208,5
freihand_00014881,6
freihand_00019719,6
freihand_00008897,5
freihand_00031458,7
freihand_00000025,5
freihand_00031918,6
freihand_00018705,5
freihand_00012645,6
freihand_00013929,4
freihand_00006258,8
freihand_00026827,5
freihand_00015105,6
freihand_00012675,5
freihand_00027219,7
freihand_00027516,6
freihand_00006371,7
freihand_00026793,5
freihand_00009416,6
freihand_00000440,8
freihand_00009924,6
freihand_00005878,5
freihand_00004800,6
freihand_00004438,7
freihand_00011921,8
freihand_00029565,7
freihand_00021982,6
freihand_00007093,5
freihand_00030627,6
freihand_00018254,7
freihand_00005200,6
freihand_00008761,7
freihand_00028619,4
freihand_00003360,6
freihand_00018433,7
freihand_00013415,5
freihand_00026209,5
freihand_00013730,8
freihand_00002433,5
freihand_00002678,6
freihand_00011247,7
freihand_00011798,6
freihand_00003448,5
freihand_00013971,7
freihand_00005663,5
freihand_00029109,6
freihand_00026336,7
freihand_00012198,6
freihand_00030002,6
freihand_00007720,5
freihand_00024495,5
freihand_00011530,5
freihand_00015151,7
freihand_00012120,6
freihand_00012790,8
freihand_00000322,5
freihand_00007355,6
freihand_00019917,7
freihand_00020363,7
freihand_00008752,6
freihand_00014948,5
freihand_00002168,7
freihand_00011909,7
freihand_00019798,8
freihand_00031004,5
freihand_00005770,5
freihand_00015778,6
freihand_00003819,8
freihand_00004333,5
freihand_00004009,6
freihand_00009797,7
freihand_00027231,6
freihand_00016565,5
freihand_00032219,7
freihand_00026929,8
freihand_00023663,6
freihand_00008784,5
freihand_00000078,7
freihand_00029231,7
freihand_00020545,6
freihand_00003527,5
freihand_00023151,7
freihand_00005785,6
freihand_00003813,8
freihand_00026903,8
freihand_00030185,6
freihand_00016150,6
freihand_00025743,7
freihand_00031450,5
freihand_00025563,7
freihand_00001089,8
freihand_00013294,7
freihand_00011106,4
freihand_00007880,6
freihand_00031017,6
freihand_00007356,7
freihand_00030623,6
freihand_00011762,9
freihand_00004547,8
freihand_00016414,6
freihand_00000733,5
freihand_00008684,6
freihand_00008766,7
freihand_00022423,7
freihand_00026905,6
freihand_00013198,7
freihand_00022183,5
freihand_00027639,6
freihand_00024950,5
freihand_00024318,6
freihand_00024328,5
freihand_00020510,6
freihand_00007522,5
freihand_00032547,6
freihand_00022731,7
freihand_00005174,8
freihand_00015528,6
freihand_00014917,7
freihand_00003327,7
freihand_00009018,6
freihand_00018213,6
freihand_00005362,5
freihand_00017916,7
freihand_00000273,6
freihand_00020898,6
freihand_00003884,5
freihand_00006880,7
freihand_00030771,5
freihand_00007188,7
freihand_00031608,7
freihand_00030487,4
freihand_00003730,6
freihand_00027385,9
freihand_00006482,6
freihand_00027182,7
freihand_00021341,5
freihand_00014611,5
freihand_00012271,6
freihand_00026556,7
freihand_00026005,6
freihand_00032395,6
freihand_00019192,5
freihand_00031823,6
freihand_00006690,8
freihand_00016404,8
freihand_00021977,7
freihand_00020754,5
freihand_00030788,6
freihand_00023453,7
freihand_00020580,7
freihand_00001054,5
freihand_00014679,7
freihand_00010728,6
freihand_00030609,5
freihand_00003943,6
freihand_00015697,6
freihand_00003132,6
freihand_00012122,7
freihand_00027424,6
freihand_00003885,6
freihand_00017406,6
freihand_00015113,5
freihand_00009322,6
freihand_00007997,5
freihand_00018986,5
freihand_00027499,6
freihand_00025396,7
freihand_00031344,5
freihand_00002754,8
freihand_00000563,6
freihand_00000379,7
freihand_00003603,5
freihand_00012830,7
freihand_00024586,8
freihand_00021370,5
freihand_00028251,7
freihand_00008241,6
freihand_00028429,7
freihand_00009426,4
freihand_00030454,5
freihand_00025716,8
freihand_00016869,5
freihand_00004088,8
freihand_00007604,7
freihand_00001000,8
freihand_00026907,7
freihand_00009013,6
freihand_00021110,7
freihand_00022561,6
freihand_00023034,6
freihand_00025409,7
freihand_00014707,6
freihand_00026521,8
freihand_00021687,6
freihand_00025353,7
freihand_00007708,6
freihand_00026042,8
freihand_00004241,6
freihand_00002330,7
freihand_00031727,7
freihand_00016445,5
freihand_00028968,6
freihand_00008704,5
freihand_00025289,9
freihand_00032518,7
freihand_00002925,6
freihand_00002020,7
freihand_00015842,8
freihand_00016403,7
freihand_00031169,6
freihand_00012008,5
freihand_00008962,8
freihand_00024099,7
freihand_00007741,6
freihand_00024153,5
freihand_00014294,6
freihand_00026418,8
freihand_00021413,7
freihand_00009859,6
freihand_00016886,6
freihand_00004532,7
freihand_00019826,7
freihand_00023111,7
freihand_00019254,7
freihand_00005709,5
freihand_00011247,7
freihand_00015964,6
freihand_00024389,8
freihand_00008023,5
freihand_00028318,7
freihand_00009649,7
freihand_00016191,6
freihand_00016345,8
freihand_00010931,5
freihand_00019633,7
freihand_00002637,7
freihand_00009007,5
freihand_00018449,5
freihand_00030475,6
freihand_00015733,7
freihand_00010742,7
freihand_00013796,7
freihand_00001243,8
freihand_00023249,6
freihand_00026204,7
freihand_00029919,5
freihand_00021349,6
freihand_00029921,8
freihand_00004794,6
freihand_00006735,7
freihand_00004124,6
freihand_00017982,6
freihand_00013475,8
freihand_00020527,6
freihand_00020738,5
freihand_00007124,7
freihand_00018174,6
freihand_00016435,7
freihand_00007275,9
freihand_00018649,9
freihand_00012113,6
freihand_00014620,6
freihand_00005529,6
freihand_00016228,8
freihand_00010004,6
freihand_00030381,8
freihand_00021497,6
freihand_00008128,6
freihand_00000799,8
freihand_00012648,5
freihand_00019723,8
freihand_00032244,6
freihand_00006155,6
freihand_00021691,6
freihand_00023737,5
freihand_00021680,8
freihand_00021490,6
freihand_00016035,5
freihand_00016512,6
freihand_00024325,6
freihand_00002955,6
freihand_00000719,6
freihand_00002910,5
freihand_00008294,5
freihand_00006696,4
freihand_00018336,6
freihand_00001929,7
freihand_00029033,6
freihand_00012507,6
freihand_00010773,5
freihand_00025357,7
freihand_00004232,7
freihand_00020939,7
freihand_00024287,6
freihand_00026541,6
freihand_00029346,5
freihand_00026455,5
freihand_00012343,6
freihand_00010792,5
freihand_00006427,6
freihand_00027750,6
freihand_00016796,7
freihand_00004730,6
freihand_00009913,6
freihand_00015046,8
freihand_00026658,6
freihand_00028380,7
freihand_00006681,8
freihand_00002691,7
freihand_00015124,6
freihand_00005947,6
freihand_00026719,5
freihand_00018842,7
freihand_00003756,8
freihand_00015328,6
freihand_00002552,6
freihand_00021432,6
freihand_00011588,7
freihand_00026889,5
freihand_00023436,5
freihand_00000782,6
freihand_00010567,7
freihand_00015269,6
freihand_00005989,4
freihand_00013363,10
freihand_00030942,6
freihand_00022999,7
freihand_00026665,6
freihand_00018821,5
freihand_00006725,8
freihand_00009931,6
freihand_00024635,8
freihand_00027316,5
freihand_00018997,4
freihand_00013465,7
freihand_00005381,5
freihand_00016876,7
freihand_00016291,5
freihand_00019414,6
freihand_00029387,5
freihand_00019994,7
freihand_00007332,7
freihand_00029122,9
freihand_00031184,7
freihand_00009441,7
freihand_00021871,8
freihand_00004970,6
freihand_00030279,5
freihand_00027606,5
freihand_00009892,6
freihand_00010294,7
freihand_00026146,7
freihand_00000600,6
freihand_00001047,7
freihand_00003151,7
freihand_00005093,5
freihand_00002498,5
freihand_00006831,6
freihand_00031901,6
freihand_00023906,6
freihand_00027228,8
freihand_00005814,6
freihand_00010254,7
freihand_00025368,6
freihand_00025874,6
freihand_00002185,6
freihand_00010591,6
freihand_00000968,7
freihand_00029209,6
freihand_00004263,8
freihand_00024345,6
freihand_00006109,7
freihand_00028483,6
freihand_00006813,5
freihand_00012053,5
freihand_00007222,7
freihand_00014514,6
freihand_00020482,5
freihand_00029648,6
freihand_00031450,5
freihand_00023503,7
freihand_00023548,5
freihand_00011103,8
freihand_00001183,6
freihand_00028170,5
freihand_00003506,5
freihand_00031170,7
freihand_00017214,6
freihand_00023410,5
freihand_00019254,7
freihand_00006411,6
freihand_00017003,6
freihand_00014945,6
freihand_00009172,8
freihand_00009076,9
freihand_00010962,6
freihand_00016444,7
freihand_00006705,6
freihand_00005306,7
freihand_00000711,8
freihand_00027767,6
freihand_00023397,6
freihand_00001870,7
freihand_00000037,7
freihand_00027011,6
freihand_00027939,8
freihand_00021191,7
freihand_00000267,6
freihand_00020436,6
freihand_00010183,6
freihand_00022884,5
freihand_00021894,5
freihand_00012889,6
13e133db-e1c9-4b84-94f1-5a5ccca1d218,6
freihand_00003764,5
freihand_00022137,5
freihand_00026443,5
freihand_00019061,5
freihand_00029861,7
freihand_00011974,5
freihand_00008125,5
freihand_00007331,5
freihand_00018146,6
freihand_00024860,6
freihand_00019920,5
freihand_00019103,5
freihand_00002695,3
freihand_00022712,6
freihand_00026620,5
freihand_00012001,6
freihand_00007670,7
freihand_00014366,7
freihand_00020393,5
freihand_00028455,6
freihand_00020761,7
freihand_00018144,5
freihand_00030854,6
freihand_00010101,5
freihand_00026259,5
freihand_00005667,6
freihand_00023414,6
freihand_00018144,5
freihand_00024648,5
freihand_00022954,5
freihand_00020383,7
freihand_00031149,7
freihand_00023296,6
freihand_00013027,6
freihand_00019898,6
freihand_00016495,7
freihand_00022154,7
freihand_00023372,8
freihand_00030439,7
freihand_00015463,6
freihand_00014960,6
freihand_00021760,7
freihand_00016465,6
freihand_00002096,5
freihand_00000303,6
freihand_00015824,7
freihand_00027706,7
freihand_00020516,5
freihand_00000179,7
freihand_00012886,5
freihand_00019173,7
freihand_00028409,5
freihand_00008009,6
freihand_00026462,5
freihand_00028647,6
freihand_00010375,7
freihand_00020138,6
freihand_00031370,6
freihand_00010178,6
freihand_00012769,5
freihand_00012879,7
freihand_00026365,6
freihand_00026795,5
freihand_00003199,6
freihand_00027084,7
freihand_00019762,7
freihand_00023632,5
freihand_00022646,7
freihand_00021750,7
freihand_00004280,7
freihand_00032002,5
freihand_00017559,5
freihand_00001943,5
freihand_00006029,8
freihand_00026916,6
0909a195-8fd9-4574-a381-a82a4ac7ca32,6
freihand_00016964,8
freihand_00010028,7
freihand_00017809,7
freihand_00000235,6
freihand_00001833,7
freihand_00022688,6
freihand_00022284,8
freihand_00015028,6
freihand_00008654,6
freihand_00011597,6
freihand_00009038,7
freihand_00022285,6
freihand_00003477,5
freihand_00017729,6
freihand_00002191,7
freihand_00001152,7
freihand_00004055,7
freihand_00028399,6
freihand_00026759,7
freihand_00011635,7
freihand_00005671,5
freihand_00009906,6
freihand_00026661,6
freihand_00025315,5
freihand_00018670,6
freihand_00008264,7
freihand_00003123,6
freihand_00000116,6
freihand_00011920,6
freihand_00018971,7
freihand_00016789,8
freihand_00009162,6
freihand_00015726,7
freihand_00016161,5
freihand_00006235,6
freihand_00011937,7
freihand_00010777,8
freihand_00003467,5
freihand_00010879,6
freihand_00019874,6
freihand_00024507,6
freihand_00023215,6
freihand_00019339,7
freihand_00017379,7
freihand_00020537,7
freihand_00032359,5
freihand_00032500,6
freihand_00027589,6
freihand_00019827,6
freihand_00027079,6
freihand_00013838,6
freihand_00023498,7
freihand_00015611,5
freihand_00004487,7
freihand_00002521,6
freihand_00028483,6
freihand_00001230,6
freihand_00019932,8
freihand_00027764,5
freihand_00010965,8
freihand_00025846,5
freihand_00008606,6
freihand_00024896,5
freihand_00019418,7
freihand_00014639,5
freihand_00017781,9
freihand_00003007,8
freihand_00023696,5
freihand_00029731,5
freihand_00004652,8
freihand_00016830,6
freihand_00008946,6
freihand_00025810,8
freihand_00013610,7
freihand_00013209,5
freihand_00022841,7
freihand_00026606,8
freihand_00031130,5
freihand_00025151,7
freihand_00023635,7
freihand_00027975,6
freihand_00009931,6
freihand_00000624,7
freihand_00017528,6
freihand_00007498,6
freihand_00026014,6
freihand_00014692,6
freihand_00011499,7
freihand_00004056,5
freihand_00006276,5
freihand_00015553,5
freihand_00015022,5
freihand_00013412,6
freihand_00007614,5
freihand_00017041,6
freihand_00022992,6
freihand_00017037,5
freihand_00011069,6
freihand_00029898,7
freihand_00009454,5
freihand_00011995,7
freihand_00022315,6
freihand_00031795,6
freihand_00004698,7
freihand_00016750,6
freihand_00016199,7
freihand_00019333,6
freihand_00011780,5
freihand_00002763,6
freihand_00009784,6
freihand_00007382,5
freihand_00020431,6
freihand_00000312,6
freihand_00006025,5
freihand_00005100,8
freihand_00031121,8
freihand_00013362,6
freihand_00018879,6
freihand_00006222,6
freihand_00021589,5
freihand_00004941,6
freihand_00000890,7
freihand_00021534,6
freihand_00017764,6
freihand_00008574,8
freihand_00017655,8
freihand_00023637,5
freihand_00014747,6
freihand_00009084,7
freihand_00015487,7
freihand_00009423,8
freihand_00015200,5
freihand_00016190,5
freihand_00008145,5
freihand_00001455,5
freihand_00009780,5
freihand_00020879,7
freihand_00007454,6
freihand_00000028,6
freihand_00009663,7
freihand_00027619,5
freihand_00026376,7
freihand_00012107,7
freihand_00029282,8
freihand_00031712,6
freihand_00018121,5
freihand_00023716,7
freihand_00005936,6
freihand_00011377,6
freihand_00001556,6
freihand_00001191,6
freihand_00002774,5
freihand_00030215,7
freihand_00005483,6
freihand_00018435,6
freihand_00030141,6
freihand_00023830,6
freihand_00007742,8
freihand_00021109,6
freihand_00030929,5
freihand_00016396,6
freihand_00010410,5
freihand_00023779,6
freihand_00012080,4
freihand_00022596,6
freihand_00004322,6
freihand_00021786,5
freihand_00023482,7
freihand_00014150,7
freihand_00019718,8
freihand_00016752,5
freihand_00008758,5
freihand_00015092,7
freihand_00000254,5
freihand_00011717,5
freihand_00019136,7
freihand_00006610,5
freihand_00000320,5
freihand_00025554,6
freihand_00022969,5
freihand_00013945,6
freihand_00007623,6
freihand_00000189,5
freihand_00007266,5
freihand_00014177,7
freihand_00027765,7
freihand_00014274,6
freihand_00013256,8
freihand_00014631,5
freihand_00021938,5
freihand_00024165,4
freihand_00022821,7
freihand_00005056,5
freihand_00000629,6
freihand_00024131,6
freihand_00003577,6
freihand_00029900,5
freihand_00020948,6
freihand_00011276,5
freihand_00026326,7
freihand_00031509,6
freihand_00028677,7
freihand_00025572,6
freihand_00032439,6
freihand_00017499,6
freihand_00012149,6
freihand_00023985,6
freihand_00003532,6
freihand_00013952,6
freihand_00028010,5
freihand_00019698,5
freihand_00020260,8
freihand_00025308,8
freihand_00008452,5
freihand_00018264,5
freihand_00005324,7
freihand_00030398,5
freihand_00029873,6
freihand_00014023,4
freihand_00028862,5
freihand_00010505,6
freihand_00022307,7
freihand_00024858,6
freihand_00005257,6
freihand_00024621,6
freihand_00007913,7
freihand_00018227,5
freihand_00004708,6
freihand_00013623,6
freihand_00001479,9
freihand_00028477,5
freihand_00021550,8
freihand_00020538,9
freihand_00013811,5
freihand_00008361,6
freihand_00016949,6
freihand_00023482,7
freihand_00026820,5
freihand_00029532,5
freihand_00024104,8
freihand_00026307,5
freihand_00011098,5
freihand_00025181,8
freihand_00016033,4
freihand_00011022,5
freihand_00022618,7
freihand_00032000,6
freihand_00029763,6
freihand_00010946,8
freihand_00014189,5
freihand_00024074,8
freihand_00005402,4
freihand_00000375,6
freihand_00012080,4
freihand_00025979,7
freihand_00025162,6
freihand_00006450,6
freihand_00031266,8
freihand_00001293,7
freihand_00026532,6
freihand_00028204,7
freihand_00017389,5
freihand_00025537,6
freihand_00010064,5
freihand_00019524,7
freihand_00024145,8
freihand_00002600,4
freihand_00004359,5
freihand_00032118,5
freihand_00021822,7
freihand_00007879,8
freihand_00021541,5
freihand_00029065,6
freihand_00024034,6
freihand_00010848,6
freihand_00017678,8
freihand_00010338,6
freihand_00008655,5
freihand_00003626,7
freihand_00022289,6
freihand_00026721,6
freihand_00022972,7
freihand_00005308,6
freihand_00011513,5
freihand_00001044,6
freihand_00016459,7
freihand_00018510,7
freihand_00015746,6
freihand_00016642,6
freihand_00017747,6
freihand_00023016,8
freihand_00018806,5
freihand_00001993,6
freihand_00001118,7
freihand_00022902,9
freihand_00020813,8
freihand_00026465,5
freihand_00010327,8
freihand_00022757,7
freihand_00028923,6
freihand_00027882,6
freihand_00009928,5
freihand_00004858,9
freihand_00032142,6
freihand_00013949,8
freihand_00015155,7
freihand_00002248,6
freihand_00002999,6
freihand_00028736,5
freihand_00010502,7
freihand_00001586,9
freihand_00006080,8
freihand_00015273,6
freihand_00020648,7
freihand_00022715,7
freihand_00002797,6
freihand_00001164,5
freihand_00032212,6
freihand_00016878,5
freihand_00030661,6
freihand_00022873,6
freihand_00020465,6
freihand_00002830,5
freihand_00029302,5
freihand_00030667,6
freihand_00031437,6
freihand_00018077,6
freihand_00028171,7
freihand_00019473,6
freihand_00016372,6
freihand_00007814,6
freihand_00006142,6
freihand_00019600,4
freihand_00001335,7
freihand_00020345,7
freihand_00002247,5
freihand_00017669,8
freihand_00001882,6
freihand_00007799,5
freihand_00025498,6
freihand_00031857,6
freihand_00024558,7
freihand_00007600,6
freihand_00005516,5
freihand_00016634,5
freihand_00011394,7
freihand_00023237,6
freihand_00024299,6
freihand_00020492,5
freihand_00020392,7
freihand_00016234,5
freihand_00026825,7
freihand_00026485,7
freihand_00002605,6
freihand_00005853,8
freihand_00032000,6
freihand_00028142,6
freihand_00013643,9
freihand_00021021,6
freihand_00022829,7
freihand_00029819,6
freihand_00012208,8
freihand_00011359,8
freihand_00027532,6
freihand_00025855,6
freihand_00015319,6
freihand_00023764,6
freihand_00004001,6
freihand_00001248,5
freihand_00031901,6
freihand_00004657,7
freihand_00030077,6
freihand_00031441,6
freihand_00011947,5
freihand_00006307,7
freihand_00013004,6
freihand_00029719,6
freihand_00028569,6
freihand_00026840,7
freihand_00004999,6
freihand_00016412,7
freihand_00011290,8
freihand_00001640,5
freihand_00010420,5
freihand_00010322,6
freihand_00006388,7
freihand_00027017,5
freihand_00030933,5
freihand_00002778,5
freihand_00022669,7
freihand_00024914,5
freihand_00031948,5
freihand_00021324,7
freihand_00021640,5
freihand_00010578,7
freihand_00014903,7
freihand_00002371,5
freihand_00004196,4
freihand_00021543,6
freihand_00030352,7
freihand_00017762,5
freihand_00014963,6
freihand_00009756,6
freihand_00025008,8
freihand_00014171,7
freihand_00012533,6
freihand_00010710,6
freihand_00027745,5
freihand_00020288,5
freihand_00014532,6
freihand_00030603,6
freihand_00004906,6
freihand_00023039,6
freihand_00019899,6
freihand_00004070,5
182c87a9-d704-471e-bb99-18f7a92c94b4,5
freihand_00030852,5
freihand_00008344,7
freihand_00020763,8
freihand_00007928,6
freihand_00020997,8
freihand_00010601,6
freihand_00016649,6
freihand_00003845,8
freihand_00021528,6
freihand_00015808,7
freihand_00001483,5
freihand_00026618,5
freihand_00018608,7
freihand_00011008,6
freihand_00029136,6
freihand_00017650,6
freihand_00030911,7
freihand_00008411,6
freihand_00023001,8
freihand_00014361,8
freihand_00030121,5
freihand_00021226,6
freihand_00016706,8
freihand_00008665,8
freihand_00023980,6
freihand_00009505,6
freihand_00010032,5
freihand_00026482,4
freihand_00015166,6
freihand_00017708,6
freihand_00010357,5
