sample_id,dataset,mst_level,image_path,status
freihand_00013549,freihand,2,datasets\training\rgb\00013549.jpg,ok
freihand_00013550,freihand,6,datasets\training\rgb\00013550.jpg,ok
freihand_00013551,freihand,8,datasets\training\rgb\00013551.jpg,ok
freihand_00013552,freihand,6,datasets\training\rgb\00013552.jpg,ok
freihand_00013553,freihand,6,datasets\training\rgb\00013553.jpg,ok
freihand_00013554,freihand,8,datasets\training\rgb\00013554.jpg,ok
freihand_00013555,freihand,6,datasets\training\rgb\00013555.jpg,ok
freihand_00013556,freihand,7,datasets\training\rgb\00013556.jpg,ok
freihand_00013557,freihand,5,datasets\training\rgb\00013557.jpg,ok
freihand_00013558,freihand,5,datasets\training\rgb\00013558.jpg,ok
freihand_00013559,freihand,5,datasets\training\rgb\00013559.jpg,ok
freihand_00013560,freihand,,datasets\training\rgb\00013560.jpg,error:No se detecto mano
freihand_00013561,freihand,8,datasets\training\rgb\00013561.jpg,ok
freihand_00013562,freihand,5,datasets\training\rgb\00013562.jpg,ok
freihand_00013563,freihand,7,datasets\training\rgb\00013563.jpg,ok
freihand_00013564,freihand,6,datasets\training\rgb\00013564.jpg,ok
freihand_00013565,freihand,8,datasets\training\rgb\00013565.jpg,ok
freihand_00013566,freihand,8,datasets\training\rgb\00013566.jpg,ok
freihand_00013567,freihand,2,datasets\training\rgb\00013567.jpg,ok
freihand_00013568,freihand,7,datasets\training\rgb\00013568.jpg,ok
freihand_00013569,freihand,6,datasets\training\rgb\00013569.jpg,ok
freihand_00013570,freihand,8,datasets\training\rgb\00013570.jpg,ok
freihand_00013571,freihand,6,datasets\training\rgb\00013571.jpg,ok
freihand_00013572,freihand,6,datasets\training\rgb\00013572.jpg,ok
freihand_00013573,freihand,6,datasets\training\rgb\00013573.jpg,ok
freihand_00013574,freihand,7,datasets\training\rgb\00013574.jpg,ok
freihand_00013575,freihand,,datasets\training\rgb\00013575.jpg,error:No se detecto mano
freihand_00013576,freihand,5,datasets\training\rgb\00013576.jpg,ok
freihand_00013577,freihand,8,datasets\training\rgb\00013577.jpg,ok
freihand_00013578,freihand,10,datasets\training\rgb\00013578.jpg,ok
freihand_00013579,freihand,5,datasets\training\rgb\00013579.jpg,ok
freihand_00013580,freihand,5,datasets\training\rgb\00013580.jpg,ok
freihand_00013581,freihand,7,datasets\training\rgb\00013581.jpg,ok
freihand_00013582,freihand,8,datasets\training\rgb\00013582.jpg,ok
freihand_00013583,freihand,7,datasets\training\rgb\00013583.jpg,ok
freihand_00013584,freihand,6,datasets\training\rgb\00013584.jpg,ok
freihand_00013585,freihand,6,datasets\training\rgb\00013585.jpg,ok
freihand_00013586,freihand,6,datasets\training\rgb\00013586.jpg,ok
freihand_00013587,freihand,5,datasets\training\rgb\00013587.jpg,ok
freihand_00013588,freihand,7,datasets\training\rgb\00013588.jpg,ok
freihand_00013589,freihand,6,datasets\training\rgb\00013589.jpg,ok
freihand_00013590,freihand,7,datasets\training\rgb\00013590.jpg,ok
freihand_00013591,freihand,6,datasets\training\rgb\00013591.jpg,ok
freihand_00013592,freihand,5,datasets\training\rgb\00013592.jpg,ok
freihand_00013593,freihand,7,datasets\training\rgb\00013593.jpg,ok
freihand_00013594,freihand,5,datasets\training\rgb\00013594.jpg,ok
freihand_00013595,freihand,8,datasets\training\rgb\00013595.jpg,ok
freihand_00013596,freihand,6,datasets\training\rgb\00013596.jpg,ok
freihand_00013597,freihand,7,datasets\training\rgb\00013597.jpg,ok
freihand_00013598,freihand,7,datasets\training\rgb\00013598.jpg,ok
freihand_00013599,freihand,8,datasets\training\rgb\00013599.jpg,ok
freihand_00013600,freihand,7,datasets\training\rgb\00013600.jpg,ok
freihand_00013601,freihand,7,datasets\training\rgb\00013601.jpg,ok
freihand_00013602,freihand,5,datasets\training\rgb\00013602.jpg,ok
freihand_00013603,freihand,5,datasets\training\rgb\00013603.jpg,ok
freihand_00013604,freihand,9,datasets\training\rgb\00013604.jpg,ok
freihand_00013605,freihand,8,datasets\training\rgb\00013605.jpg,ok
freihand_00013606,freihand,6,datasets\training\rgb\00013606.jpg,ok
freihand_00013607,freihand,6,datasets\training\rgb\00013607.jpg,ok
freihand_00013608,freihand,8,datasets\training\rgb\00013608.jpg,ok
freihand_00013609,freihand,7,datasets\training\rgb\00013609.jpg,ok
freihand_00013610,freihand,8,datasets\training\rgb\00013610.jpg,ok
freihand_00013611,freihand,5,datasets\training\rgb\00013611.jpg,ok
freihand_00013612,freihand,6,datasets\training\rgb\00013612.jpg,ok
freihand_00013613,freihand,,datasets\training\rgb\00013613.jpg,error:Fallo en segmentacion
freihand_00013614,freihand,6,datasets\training\rgb\00013614.jpg,ok
freihand_00013615,freihand,6,datasets\training\rgb\00013615.jpg,ok
freihand_00013616,freihand,7,datasets\training\rgb\00013616.jpg,ok
freihand_00013617,freihand,7,datasets\training\rgb\00013617.jpg,ok
freihand_00013618,freihand,8,datasets\training\rgb\00013618.jpg,ok
freihand_00013619,freihand,6,datasets\training\rgb\00013619.jpg,ok
freihand_00013620,freihand,5,datasets\training\rgb\00013620.jpg,ok
freihand_00013621,freihand,5,datasets\training\rgb\00013621.jpg,ok
freihand_00013622,freihand,5,datasets\training\rgb\00013622.jpg,ok
freihand_00013623,freihand,5,datasets\training\rgb\00013623.jpg,ok
freihand_00013624,freihand,7,datasets\training\rgb\00013624.jpg,ok
freihand_00013625,freihand,6,datasets\training\rgb\00013625.jpg,ok
freihand_00013626,freihand,7,datasets\training\rgb\00013626.jpg,ok
freihand_00013627,freihand,6,datasets\training\rgb\00013627.jpg,ok
freihand_00013628,freihand,8,datasets\training\rgb\00013628.jpg,ok
freihand_00013629,freihand,7,datasets\training\rgb\00013629.jpg,ok
freihand_00013630,freihand,6,datasets\training\rgb\00013630.jpg,ok
freihand_00013631,freihand,7,datasets\training\rgb\00013631.jpg,ok
freihand_00013632,freihand,8,datasets\training\rgb\00013632.jpg,ok
freihand_00013633,freihand,8,datasets\training\rgb\00013633.jpg,ok
freihand_00013634,freihand,5,datasets\training\rgb\00013634.jpg,ok
freihand_00013635,freihand,9,datasets\training\rgb\00013635.jpg,ok
freihand_00013636,freihand,6,datasets\training\rgb\00013636.jpg,ok
freihand_00013637,freihand,6,datasets\training\rgb\00013637.jpg,ok
freihand_00013638,freihand,,datasets\training\rgb\00013638.jpg,error:No se detecto mano
freihand_00013639,freihand,6,datasets\training\rgb\00013639.jpg,ok
freihand_00013640,freihand,7,datasets\training\rgb\00013640.jpg,ok
freihand_00013641,freihand,5,datasets\training\rgb\00013641.jpg,ok
freihand_00013642,freihand,,datasets\training\rgb\00013642.jpg,error:No se detecto mano
freihand_00013643,freihand,10,datasets\training\rgb\00013643.jpg,ok
freihand_00013644,freihand,5,datasets\training\rgb\00013644.jpg,ok
freihand_00013645,freihand,6,datasets\training\rgb\00013645.jpg,ok
freihand_00013646,freihand,,datasets\training\rgb\00013646.jpg,error:No se detecto mano
freihand_00013647,freihand,7,datasets\training\rgb\00013647.jpg,ok
freihand_00013648,freihand,,datasets\training\rgb\00013648.jpg,error:No se detecto mano
freihand_00013649,freihand,8,datasets\training\rgb\00013649.jpg,ok
freihand_00013650,freihand,6,datasets\training\rgb\00013650.jpg,ok
freihand_00013651,freihand,9,datasets\training\rgb\00013651.jpg,ok
freihand_00013652,freihand,6,datasets\training\rgb\00013652.jpg,ok
freihand_00013653,freihand,6,datasets\training\rgb\00013653.jpg,ok
freihand_00013654,freihand,5,datasets\training\rgb\00013654.jpg,ok
freihand_00013655,freihand,6,datasets\training\rgb\00013655.jpg,ok
freihand_00013656,freihand,8,datasets\training\rgb\00013656.jpg,ok
freihand_00013657,freihand,6,datasets\training\rgb\00013657.jpg,ok
freihand_00013658,freihand,,datasets\training\rgb\00013658.jpg,error:No se detecto mano
freihand_00013659,freihand,5,datasets\training\rgb\00013659.jpg,ok
freihand_00013660,freihand,6,datasets\training\rgb\00013660.jpg,ok
freihand_00013661,freihand,6,datasets\training\rgb\00013661.jpg,ok
freihand_00013662,freihand,6,datasets\training\rgb\00013662.jpg,ok
freihand_00013663,freihand,6,datasets\training\rgb\00013663.jpg,ok
freihand_00013664,freihand,6,datasets\training\rgb\00013664.jpg,ok
freihand_00013665,freihand,6,datasets\training\rgb\00013665.jpg,ok
freihand_00013666,freihand,6,datasets\training\rgb\00013666.jpg,ok
freihand_00013667,freihand,7,datasets\training\rgb\00013667.jpg,ok
freihand_00013668,freihand,7,datasets\training\rgb\00013668.jpg,ok
freihand_00013669,freihand,7,datasets\training\rgb\00013669.jpg,ok
freihand_00013670,freihand,6,datasets\training\rgb\00013670.jpg,ok
freihand_00013671,freihand,5,datasets\training\rgb\00013671.jpg,ok
freihand_00013672,freihand,8,datasets\training\rgb\00013672.jpg,ok
freihand_00013673,freihand,,datasets\training\rgb\00013673.jpg,error:No se detecto mano
freihand_00013674,freihand,,datasets\training\rgb\00013674.jpg,error:No se detecto mano
freihand_00013675,freihand,7,datasets\training\rgb\00013675.jpg,ok
freihand_00013676,freihand,6,datasets\training\rgb\00013676.jpg,ok
freihand_00013677,freihand,,datasets\training\rgb\00013677.jpg,error:No se detecto mano
freihand_00013678,freihand,6,datasets\training\rgb\00013678.jpg,ok
freihand_00013679,freihand,7,datasets\training\rgb\00013679.jpg,ok
freihand_00013680,freihand,8,datasets\training\rgb\00013680.jpg,ok
freihand_00013681,freihand,9,datasets\training\rgb\00013681.jpg,ok
freihand_00013682,freihand,,datasets\training\rgb\00013682.jpg,error:No se detecto mano
freihand_00013683,freihand,5,datasets\training\rgb\00013683.jpg,ok
freihand_00013684,freihand,6,datasets\training\rgb\00013684.jpg,ok
freihand_00013685,freihand,5,datasets\training\rgb\00013685.jpg,ok
freihand_00013686,freihand,7,datasets\training\rgb\00013686.jpg,ok
freihand_00013687,freihand,2,datasets\training\rgb\00013687.jpg,ok
freihand_00013688,freihand,,datasets\training\rgb\00013688.jpg,error:No se detecto mano
freihand_00013689,freihand,9,datasets\training\rgb\00013689.jpg,ok
freihand_00013690,freihand,5,datasets\training\rgb\00013690.jpg,ok
freihand_00013691,freihand,6,datasets\training\rgb\00013691.jpg,ok
freihand_00013692,freihand,5,datasets\training\rgb\00013692.jpg,ok
freihand_00013693,freihand,6,datasets\training\rgb\00013693.jpg,ok
freihand_00013694,freihand,7,datasets\training\rgb\00013694.jpg,ok
freihand_00013695,freihand,6,datasets\training\rgb\00013695.jpg,ok
freihand_00013696,freihand,7,datasets\training\rgb\00013696.jpg,ok
freihand_00013697,freihand,5,datasets\training\rgb\00013697.jpg,ok
freihand_00013698,freihand,7,datasets\training\rgb\00013698.jpg,ok
freihand_00013699,freihand,5,datasets\training\rgb\00013699.jpg,ok
freihand_00013700,freihand,8,datasets\training\rgb\00013700.jpg,ok
freihand_00013701,freihand,8,datasets\training\rgb\00013701.jpg,ok
freihand_00013702,freihand,9,datasets\training\rgb\00013702.jpg,ok
freihand_00013703,freihand,6,datasets\training\rgb\00013703.jpg,ok
freihand_00013704,freihand,7,datasets\training\rgb\00013704.jpg,ok
freihand_00013705,freihand,7,datasets\training\rgb\00013705.jpg,ok
freihand_00013706,freihand,7,datasets\training\rgb\00013706.jpg,ok
freihand_00013707,freihand,,datasets\training\rgb\00013707.jpg,error:No se detecto mano
freihand_00013708,freihand,8,datasets\training\rgb\00013708.jpg,ok
freihand_00013709,freihand,6,datasets\training\rgb\00013709.jpg,ok
freihand_00013710,freihand,8,datasets\training\rgb\00013710.jpg,ok
freihand_00013711,freihand,7,datasets\training\rgb\00013711.jpg,ok
freihand_00013712,freihand,6,datasets\training\rgb\00013712.jpg,ok
freihand_00013713,freihand,8,datasets\training\rgb\00013713.jpg,ok
freihand_00013714,freihand,7,datasets\training\rgb\00013714.jpg,ok
freihand_00013715,freihand,9,datasets\training\rgb\00013715.jpg,ok
freihand_00013716,freihand,8,datasets\training\rgb\00013716.jpg,ok
freihand_00013717,freihand,8,datasets\training\rgb\00013717.jpg,ok
freihand_00013718,freihand,7,datasets\training\rgb\00013718.jpg,ok
freihand_00013719,freihand,9,datasets\training\rgb\00013719.jpg,ok
freihand_00013720,freihand,6,datasets\training\rgb\00013720.jpg,ok
freihand_00013721,freihand,8,datasets\training\rgb\00013721.jpg,ok
freihand_00013722,freihand,8,datasets\training\rgb\00013722.jpg,ok
freihand_00013723,freihand,7,datasets\training\rgb\00013723.jpg,ok
freihand_00013724,freihand,7,datasets\training\rgb\00013724.jpg,ok
freihand_00013725,freihand,5,datasets\training\rgb\00013725.jpg,ok
freihand_00013726,freihand,8,datasets\training\rgb\00013726.jpg,ok
freihand_00013727,freihand,5,datasets\training\rgb\00013727.jpg,ok
freihand_00013728,freihand,6,datasets\training\rgb\00013728.jpg,ok
freihand_00013729,freihand,8,datasets\training\rgb\00013729.jpg,ok
freihand_00013730,freihand,8,datasets\training\rgb\00013730.jpg,ok
freihand_00013731,freihand,7,datasets\training\rgb\00013731.jpg,ok
freihand_00013732,freihand,5,datasets\training\rgb\00013732.jpg,ok
freihand_00013733,freihand,2,datasets\training\rgb\00013733.jpg,ok
freihand_00013734,freihand,7,datasets\training\rgb\00013734.jpg,ok
freihand_00013735,freihand,6,datasets\training\rgb\00013735.jpg,ok
freihand_00013736,freihand,6,datasets\training\rgb\00013736.jpg,ok
freihand_00013737,freihand,7,datasets\training\rgb\00013737.jpg,ok
freihand_00013738,freihand,7,datasets\training\rgb\00013738.jpg,ok
freihand_00013739,freihand,7,datasets\training\rgb\00013739.jpg,ok
freihand_00013740,freihand,5,datasets\training\rgb\00013740.jpg,ok
freihand_00013741,freihand,6,datasets\training\rgb\00013741.jpg,ok
freihand_00013742,freihand,7,datasets\training\rgb\00013742.jpg,ok
freihand_00013743,freihand,6,datasets\training\rgb\00013743.jpg,ok
freihand_00013744,freihand,5,datasets\training\rgb\00013744.jpg,ok
freihand_00013745,freihand,6,datasets\training\rgb\00013745.jpg,ok
freihand_00013746,freihand,8,datasets\training\rgb\00013746.jpg,ok
freihand_00013747,freihand,5,datasets\training\rgb\00013747.jpg,ok
freihand_00013748,freihand,7,datasets\training\rgb\00013748.jpg,ok
freihand_00013749,freihand,,datasets\training\rgb\00013749.jpg,error:No se detecto mano
freihand_00013750,freihand,5,datasets\training\rgb\00013750.jpg,ok
freihand_00013751,freihand,7,datasets\training\rgb\00013751.jpg,ok
freihand_00013752,freihand,8,datasets\training\rgb\00013752.jpg,ok
freihand_00013753,freihand,7,datasets\training\rgb\00013753.jpg,ok
freihand_00013754,freihand,8,datasets\training\rgb\00013754.jpg,ok
freihand_00013755,freihand,6,datasets\training\rgb\00013755.jpg,ok
freihand_00013756,freihand,6,datasets\training\rgb\00013756.jpg,ok
freihand_00013757,freihand,6,datasets\training\rgb\00013757.jpg,ok
freihand_00013758,freihand,5,datasets\training\rgb\00013758.jpg,ok
freihand_00013759,freihand,5,datasets\training\rgb\00013759.jpg,ok
freihand_00013760,freihand,6,datasets\training\rgb\00013760.jpg,ok
freihand_00013761,freihand,6,datasets\training\rgb\00013761.jpg,ok
freihand_00013762,freihand,9,datasets\training\rgb\00013762.jpg,ok
freihand_00013763,freihand,9,datasets\training\rgb\00013763.jpg,ok
freihand_00013764,freihand,8,datasets\training\rgb\00013764.jpg,ok
freihand_00013765,freihand,,datasets\training\rgb\00013765.jpg,error:No se detecto mano
freihand_00013766,freihand,7,datasets\training\rgb\00013766.jpg,ok
freihand_00013767,freihand,1,datasets\training\rgb\00013767.jpg,ok
freihand_00013768,freihand,6,datasets\training\rgb\00013768.jpg,ok
freihand_00013769,freihand,7,datasets\training\rgb\00013769.jpg,ok
freihand_00013770,freihand,6,datasets\training\rgb\00013770.jpg,ok
freihand_00013771,freihand,5,datasets\training\rgb\00013771.jpg,ok
freihand_00013772,freihand,6,datasets\training\rgb\00013772.jpg,ok
freihand_00013773,freihand,6,datasets\training\rgb\00013773.jpg,ok
freihand_00013774,freihand,8,datasets\training\rgb\00013774.jpg,ok
freihand_00013775,freihand,7,datasets\training\rgb\00013775.jpg,ok
freihand_00013776,freihand,8,datasets\training\rgb\00013776.jpg,ok
freihand_00013777,freihand,7,datasets\training\rgb\00013777.jpg,ok
freihand_00013778,freihand,6,datasets\training\rgb\00013778.jpg,ok
freihand_00013779,freihand,,datasets\training\rgb\00013779.jpg,error:No se detecto mano
freihand_00013780,freihand,,datasets\training\rgb\00013780.jpg,error:No se detecto mano
freihand_00013781,freihand,,datasets\training\rgb\00013781.jpg,error:No se detecto mano
freihand_00013782,freihand,6,datasets\training\rgb\00013782.jpg,ok
freihand_00013783,freihand,6,datasets\training\rgb\00013783.jpg,ok
freihand_00013784,freihand,4,datasets\training\rgb\00013784.jpg,ok
freihand_00013785,freihand,7,datasets\training\rgb\00013785.jpg,ok
freihand_00013786,freihand,7,datasets\training\rgb\00013786.jpg,ok
freihand_00013787,freihand,9,datasets\training\rgb\00013787.jpg,ok
freihand_00013788,freihand,,datasets\training\rgb\00013788.jpg,error:No se detecto mano
freihand_00013789,freihand,6,datasets\training\rgb\00013789.jpg,ok
freihand_00013790,freihand,7,datasets\training\rgb\00013790.jpg,ok
freihand_00013791,freihand,5,datasets\training\rgb\00013791.jpg,ok
freihand_00013792,freihand,,datasets\training\rgb\00013792.jpg,error:Fallo en segmentacion
freihand_00013793,freihand,6,datasets\training\rgb\00013793.jpg,ok
freihand_00013794,freihand,8,datasets\training\rgb\00013794.jpg,ok
freihand_00013795,freihand,4,datasets\training\rgb\00013795.jpg,ok
freihand_00013796,freihand,8,datasets\training\rgb\00013796.jpg,ok
freihand_00013797,freihand,7,datasets\training\rgb\00013797.jpg,ok
freihand_00013798,freihand,7,datasets\training\rgb\00013798.jpg,ok
freihand_00013799,freihand,4,datasets\training\rgb\00013799.jpg,ok
freihand_00013800,freihand,9,datasets\training\rgb\00013800.jpg,ok
freihand_00013801,freihand,7,datasets\training\rgb\00013801.jpg,ok
freihand_00013802,freihand,7,datasets\training\rgb\00013802.jpg,ok
freihand_00013803,freihand,,datasets\training\rgb\00013803.jpg,error:No se detecto mano
freihand_00013804,freihand,5,datasets\training\rgb\00013804.jpg,ok
freihand_00013805,freihand,6,datasets\training\rgb\00013805.jpg,ok
freihand_00013806,freihand,6,datasets\training\rgb\00013806.jpg,ok
freihand_00013807,freihand,6,datasets\training\rgb\00013807.jpg,ok
freihand_00013808,freihand,6,datasets\training\rgb\00013808.jpg,ok
freihand_00013809,freihand,7,datasets\training\rgb\00013809.jpg,ok
freihand_00013810,freihand,7,datasets\training\rgb\00013810.jpg,ok
freihand_00013811,freihand,4,datasets\training\rgb\00013811.jpg,ok
freihand_00013812,freihand,8,datasets\training\rgb\00013812.jpg,ok
freihand_00013813,freihand,,datasets\training\rgb\00013813.jpg,error:No se detecto mano
freihand_00013814,freihand,5,datasets\training\rgb\00013814.jpg,ok
freihand_00013815,freihand,7,datasets\training\rgb\00013815.jpg,ok
freihand_00013816,freihand,7,datasets\training\rgb\00013816.jpg,ok
freihand_00013817,freihand,,datasets\training\rgb\00013817.jpg,error:No se detecto mano
freihand_00013818,freihand,6,datasets\training\rgb\00013818.jpg,ok
freihand_00013819,freihand,,datasets\training\rgb\00013819.jpg,error:No se detecto mano
freihand_00013820,freihand,6,datasets\training\rgb\00013820.jpg,ok
freihand_00013821,freihand,5,datasets\training\rgb\00013821.jpg,ok
freihand_00013822,freihand,,datasets\training\rgb\00013822.jpg,error:No se detecto mano
freihand_00013823,freihand,5,datasets\training\rgb\00013823.jpg,ok
freihand_00013824,freihand,7,datasets\training\rgb\00013824.jpg,ok
freihand_00013825,freihand,8,datasets\training\rgb\00013825.jpg,ok
freihand_00013826,freihand,5,datasets\training\rgb\00013826.jpg,ok
freihand_00013827,freihand,7,datasets\training\rgb\00013827.jpg,ok
freihand_00013828,freihand,,datasets\training\rgb\00013828.jpg,error:No se detecto mano
freihand_00013829,freihand,7,datasets\training\rgb\00013829.jpg,ok
freihand_00013830,freihand,6,datasets\training\rgb\00013830.jpg,ok
freihand_00013831,freihand,7,datasets\training\rgb\00013831.jpg,ok
freihand_00013832,freihand,5,datasets\training\rgb\00013832.jpg,ok
freihand_00013833,freihand,5,datasets\training\rgb\00013833.jpg,ok
freihand_00013834,freihand,2,datasets\training\rgb\00013834.jpg,ok
freihand_00013835,freihand,8,datasets\training\rgb\00013835.jpg,ok
freihand_00013836,freihand,7,datasets\training\rgb\00013836.jpg,ok
freihand_00013837,freihand,5,datasets\training\rgb\00013837.jpg,ok
freihand_00013838,freihand,6,datasets\training\rgb\00013838.jpg,ok
freihand_00013839,freihand,,datasets\training\rgb\00013839.jpg,error:No se detecto mano
freihand_00013840,freihand,7,datasets\training\rgb\00013840.jpg,ok
freihand_00013841,freihand,6,datasets\training\rgb\00013841.jpg,ok
freihand_00013842,freihand,7,datasets\training\rgb\00013842.jpg,ok
freihand_00013843,freihand,9,datasets\training\rgb\00013843.jpg,ok
freihand_00013844,freihand,5,datasets\training\rgb\00013844.jpg,ok
freihand_00013845,freihand,5,datasets\training\rgb\00013845.jpg,ok
freihand_00013846,freihand,8,datasets\training\rgb\00013846.jpg,ok
freihand_00013847,freihand,8,datasets\training\rgb\00013847.jpg,ok
freihand_00013848,freihand,6,datasets\training\rgb\00013848.jpg,ok
freihand_00013849,freihand,10,datasets\training\rgb\00013849.jpg,ok
freihand_00013850,freihand,5,datasets\training\rgb\00013850.jpg,ok
freihand_00013851,freihand,8,datasets\training\rgb\00013851.jpg,ok
freihand_00013852,freihand,,datasets\training\rgb\00013852.jpg,error:No se detecto mano
freihand_00013853,freihand,5,datasets\training\rgb\00013853.jpg,ok
freihand_00013854,freihand,8,datasets\training\rgb\00013854.jpg,ok
freihand_00013855,freihand,5,datasets\training\rgb\00013855.jpg,ok
freihand_00013856,freihand,7,datasets\training\rgb\00013856.jpg,ok
freihand_00013857,freihand,,datasets\training\rgb\00013857.jpg,error:No se detecto mano
freihand_00013858,freihand,7,datasets\training\rgb\00013858.jpg,ok
freihand_00013859,freihand,9,datasets\training\rgb\00013859.jpg,ok
freihand_00013860,freihand,,datasets\training\rgb\00013860.jpg,error:No se detecto mano
freihand_00013861,freihand,7,datasets\training\rgb\00013861.jpg,ok
freihand_00013862,freihand,,datasets\training\rgb\00013862.jpg,error:No se detecto mano
freihand_00013863,freihand,8,datasets\training\rgb\00013863.jpg,ok
freihand_00013864,freihand,8,datasets\training\rgb\00013864.jpg,ok
freihand_00013865,freihand,5,datasets\training\rgb\00013865.jpg,ok
freihand_00013866,freihand,,datasets\training\rgb\00013866.jpg,error:No se detecto mano
freihand_00013867,freihand,6,datasets\training\rgb\00013867.jpg,ok
freihand_00013868,freihand,7,datasets\training\rgb\00013868.jpg,ok
freihand_00013869,freihand,6,datasets\training\rgb\00013869.jpg,ok
freihand_00013870,freihand,6,datasets\training\rgb\00013870.jpg,ok
freihand_00013871,freihand,7,datasets\training\rgb\00013871.jpg,ok
freihand_00013872,freihand,9,datasets\training\rgb\00013872.jpg,ok
freihand_00013873,freihand,7,datasets\training\rgb\00013873.jpg,ok
freihand_00013874,freihand,7,datasets\training\rgb\00013874.jpg,ok
freihand_00013875,freihand,7,datasets\training\rgb\00013875.jpg,ok
freihand_00013876,freihand,6,datasets\training\rgb\00013876.jpg,ok
freihand_00013877,freihand,6,datasets\training\rgb\00013877.jpg,ok
freihand_00013878,freihand,6,datasets\training\rgb\00013878.jpg,ok
freihand_00013879,freihand,6,datasets\training\rgb\00013879.jpg,ok
freihand_00013880,freihand,8,datasets\training\rgb\00013880.jpg,ok
freihand_00013881,freihand,7,datasets\training\rgb\00013881.jpg,ok
freihand_00013882,freihand,5,datasets\training\rgb\00013882.jpg,ok
freihand_00013883,freihand,8,datasets\training\rgb\00013883.jpg,ok
freihand_00013884,freihand,6,datasets\training\rgb\00013884.jpg,ok
freihand_00013885,freihand,8,datasets\training\rgb\00013885.jpg,ok
freihand_00013886,freihand,6,datasets\training\rgb\00013886.jpg,ok
freihand_00013887,freihand,,datasets\training\rgb\00013887.jpg,error:No se detecto mano
freihand_00013888,freihand,,datasets\training\rgb\00013888.jpg,error:No se detecto mano
freihand_00013889,freihand,6,datasets\training\rgb\00013889.jpg,ok
freihand_00013890,freihand,5,datasets\training\rgb\00013890.jpg,ok
freihand_00013891,freihand,7,datasets\training\rgb\00013891.jpg,ok
freihand_00013892,freihand,9,datasets\training\rgb\00013892.jpg,ok
freihand_00013893,freihand,8,datasets\training\rgb\00013893.jpg,ok
freihand_00013894,freihand,6,datasets\training\rgb\00013894.jpg,ok
freihand_00013895,freihand,7,datasets\training\rgb\00013895.jpg,ok
freihand_00013896,freihand,,datasets\training\rgb\00013896.jpg,error:No se detecto mano
freihand_00013897,freihand,5,datasets\training\rgb\00013897.jpg,ok
freihand_00013898,freihand,7,datasets\training\rgb\00013898.jpg,ok
freihand_00013899,freihand,,datasets\training\rgb\00013899.jpg,error:No se detecto mano
freihand_00013900,freihand,6,datasets\training\rgb\00013900.jpg,ok
freihand_00013901,freihand,4,datasets\training\rgb\00013901.jpg,ok
freihand_00013902,freihand,6,datasets\training\rgb\00013902.jpg,ok
freihand_00013903,freihand,8,datasets\training\rgb\00013903.jpg,ok
freihand_00013904,freihand,6,datasets\training\rgb\00013904.jpg,ok
freihand_00013905,freihand,9,datasets\training\rgb\00013905.jpg,ok
freihand_00013906,freihand,6,datasets\training\rgb\00013906.jpg,ok
freihand_00013907,freihand,8,datasets\training\rgb\00013907.jpg,ok
freihand_00013908,freihand,8,datasets\training\rgb\00013908.jpg,ok
freihand_00013909,freihand,8,datasets\training\rgb\00013909.jpg,ok
freihand_00013910,freihand,7,datasets\training\rgb\00013910.jpg,ok
freihand_00013911,freihand,9,datasets\training\rgb\00013911.jpg,ok
freihand_00013912,freihand,6,datasets\training\rgb\00013912.jpg,ok
freihand_00013913,freihand,7,datasets\training\rgb\00013913.jpg,ok
freihand_00013914,freihand,6,datasets\training\rgb\00013914.jpg,ok
freihand_00013915,freihand,6,datasets\training\rgb\00013915.jpg,ok
freihand_00013916,freihand,6,datasets\training\rgb\00013916.jpg,ok
freihand_00013917,freihand,7,datasets\training\rgb\00013917.jpg,ok
freihand_00013918,freihand,6,datasets\training\rgb\00013918.jpg,ok
freihand_00013919,freihand,5,datasets\training\rgb\00013919.jpg,ok
freihand_00013920,freihand,7,datasets\training\rgb\00013920.jpg,ok
freihand_00013921,freihand,7,datasets\training\rgb\00013921.jpg,ok
freihand_00013922,freihand,5,datasets\training\rgb\00013922.jpg,ok
freihand_00013923,freihand,5,datasets\training\rgb\00013923.jpg,ok
freihand_00013924,freihand,8,datasets\training\rgb\00013924.jpg,ok
freihand_00013925,freihand,8,datasets\training\rgb\00013925.jpg,ok
freihand_00013926,freihand,8,datasets\training\rgb\00013926.jpg,ok
freihand_00013927,freihand,6,datasets\training\rgb\00013927.jpg,ok
freihand_00013928,freihand,9,datasets\training\rgb\00013928.jpg,ok
freihand_00013929,freihand,6,datasets\training\rgb\00013929.jpg,ok
freihand_00013930,freihand,6,datasets\training\rgb\00013930.jpg,ok
freihand_00013931,freihand,7,datasets\training\rgb\00013931.jpg,ok
freihand_00013932,freihand,,datasets\training\rgb\00013932.jpg,error:No se detecto mano
freihand_00013933,freihand,5,datasets\training\rgb\00013933.jpg,ok
freihand_00013934,freihand,6,datasets\training\rgb\00013934.jpg,ok
freihand_00013935,freihand,6,datasets\training\rgb\00013935.jpg,ok
freihand_00013936,freihand,,datasets\training\rgb\00013936.jpg,error:No se detecto mano
freihand_00013937,freihand,6,datasets\training\rgb\00013937.jpg,ok
freihand_00013938,freihand,6,datasets\training\rgb\00013938.jpg,ok
freihand_00013939,freihand,8,datasets\training\rgb\00013939.jpg,ok
freihand_00013940,freihand,6,datasets\training\rgb\00013940.jpg,ok
