sample_id,path_secuencia,path_landmarks,label,condition,dataset,mst,mst_origin,split
freihand_00000529,secuencias_stgcn/freihand/freihand_00000529.npy,data/processed/landmarks/freihand_00000529.npy,unknown,claro,freihand,1,imputed,train
freihand_00008745,secuencias_stgcn/freihand/freihand_00008745.npy,data/processed/landmarks/freihand_00008745.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00021528,secuencias_stgcn/freihand/freihand_00021528.npy,data/processed/landmarks/freihand_00021528.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00002088,secuencias_stgcn/freihand/freihand_00002088.npy,data/processed/landmarks/freihand_00002088.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00005977,secuencias_stgcn/freihand/freihand_00005977.npy,data/processed/landmarks/freihand_00005977.npy,unknown,claro,freihand,4,imputed,train
freihand_00023408,secuencias_stgcn/freihand/freihand_00023408.npy,data/processed/landmarks/freihand_00023408.npy,unknown,medio,freihand,5,imputed,train
freihand_00016095,secuencias_stgcn/freihand/freihand_00016095.npy,data/processed/landmarks/freihand_00016095.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00013370,secuencias_stgcn/freihand/freihand_00013370.npy,data/processed/landmarks/freihand_00013370.npy,unknown,medio,freihand,5,imputed,train
freihand_00022216,secuencias_stgcn/freihand/freihand_00022216.npy,data/processed/landmarks/freihand_00022216.npy,unknown,claro,freihand,4,imputed,train
freihand_00013541,secuencias_stgcn/freihand/freihand_00013541.npy,data/processed/landmarks/freihand_00013541.npy,unknown,medio,freihand,6,imputed,train
freihand_00025743,secuencias_stgcn/freihand/freihand_00025743.npy,data/processed/landmarks/freihand_00025743.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00028479,secuencias_stgcn/freihand/freihand_00028479.npy,data/processed/landmarks/freihand_00028479.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00004053,secuencias_stgcn/freihand/freihand_00004053.npy,data/processed/landmarks/freihand_00004053.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00030482,secuencias_stgcn/freihand/freihand_00030482.npy,data/processed/landmarks/freihand_00030482.npy,unknown,medio,freihand,7,imputed,train
freihand_00000160,secuencias_stgcn/freihand/freihand_00000160.npy,data/processed/landmarks/freihand_00000160.npy,unknown,claro,freihand,2,imputed,train
freihand_00013369,secuencias_stgcn/freihand/freihand_00013369.npy,data/processed/landmarks/freihand_00013369.npy,unknown,claro,freihand,2,imputed,train
freihand_00001260,secuencias_stgcn/freihand/freihand_00001260.npy,data/processed/landmarks/freihand_00001260.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00023797,secuencias_stgcn/freihand/freihand_00023797.npy,data/processed/landmarks/freihand_00023797.npy,unknown,claro,freihand,4,imputed,train
freihand_00029068,secuencias_stgcn/freihand/freihand_00029068.npy,data/processed/landmarks/freihand_00029068.npy,unknown,claro,freihand,1,imputed,train
freihand_00028562,secuencias_stgcn/freihand/freihand_00028562.npy,data/processed/landmarks/freihand_00028562.npy,unknown,medio,freihand,7,imputed,train
freihand_00009648,secuencias_stgcn/freihand/freihand_00009648.npy,data/processed/landmarks/freihand_00009648.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00011325,secuencias_stgcn/freihand/freihand_00011325.npy,data/processed/landmarks/freihand_00011325.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00023584,secuencias_stgcn/freihand/freihand_00023584.npy,data/processed/landmarks/freihand_00023584.npy,unknown,claro,freihand,2,imputed,train
freihand_00026051,secuencias_stgcn/freihand/freihand_00026051.npy,data/processed/landmarks/freihand_00026051.npy,unknown,medio,freihand,6,imputed,train
freihand_00023746,secuencias_stgcn/freihand/freihand_00023746.npy,data/processed/landmarks/freihand_00023746.npy,unknown,claro,freihand,2,imputed,train
freihand_00013691,secuencias_stgcn/freihand/freihand_00013691.npy,data/processed/landmarks/freihand_00013691.npy,unknown,medio,freihand,5,imputed,train
freihand_00005809,secuencias_stgcn/freihand/freihand_00005809.npy,data/processed/landmarks/freihand_00005809.npy,unknown,claro,freihand,1,imputed,train
freihand_00011853,secuencias_stgcn/freihand/freihand_00011853.npy,data/processed/landmarks/freihand_00011853.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00004800,secuencias_stgcn/freihand/freihand_00004800.npy,data/processed/landmarks/freihand_00004800.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00001163,secuencias_stgcn/freihand/freihand_00001163.npy,data/processed/landmarks/freihand_00001163.npy,unknown,medio,freihand,6,imputed,train
freihand_00009059,secuencias_stgcn/freihand/freihand_00009059.npy,data/processed/landmarks/freihand_00009059.npy,unknown,medio,freihand,7,imputed,train
freihand_00031793,secuencias_stgcn/freihand/freihand_00031793.npy,data/processed/landmarks/freihand_00031793.npy,unknown,medio,freihand,5,imputed,train
freihand_00024872,secuencias_stgcn/freihand/freihand_00024872.npy,data/processed/landmarks/freihand_00024872.npy,unknown,medio,freihand,7,imputed,train
freihand_00014041,secuencias_stgcn/freihand/freihand_00014041.npy,data/processed/landmarks/freihand_00014041.npy,unknown,claro,freihand,2,imputed,train
freihand_00011448,secuencias_stgcn/freihand/freihand_00011448.npy,data/processed/landmarks/freihand_00011448.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00027558,secuencias_stgcn/freihand/freihand_00027558.npy,data/processed/landmarks/freihand_00027558.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00029209,secuencias_stgcn/freihand/freihand_00029209.npy,data/processed/landmarks/freihand_00029209.npy,unknown,claro,freihand,3,imputed,train
freihand_00031838,secuencias_stgcn/freihand/freihand_00031838.npy,data/processed/landmarks/freihand_00031838.npy,unknown,medio,freihand,7,imputed,train
freihand_00018011,secuencias_stgcn/freihand/freihand_00018011.npy,data/processed/landmarks/freihand_00018011.npy,unknown,medio,freihand,5,imputed,train
freihand_00022637,secuencias_stgcn/freihand/freihand_00022637.npy,data/processed/landmarks/freihand_00022637.npy,unknown,medio,freihand,5,imputed,train
freihand_00026512,secuencias_stgcn/freihand/freihand_00026512.npy,data/processed/landmarks/freihand_00026512.npy,unknown,claro,freihand,1,imputed,train
freihand_00016480,secuencias_stgcn/freihand/freihand_00016480.npy,data/processed/landmarks/freihand_00016480.npy,unknown,claro,freihand,1,imputed,train
freihand_00004627,secuencias_stgcn/freihand/freihand_00004627.npy,data/processed/landmarks/freihand_00004627.npy,unknown,claro,freihand,2,imputed,train
freihand_00000539,secuencias_stgcn/freihand/freihand_00000539.npy,data/processed/landmarks/freihand_00000539.npy,unknown,medio,freihand,5,imputed,train
freihand_00006968,secuencias_stgcn/freihand/freihand_00006968.npy,data/processed/landmarks/freihand_00006968.npy,unknown,medio,freihand,7,imputed,train
freihand_00023195,secuencias_stgcn/freihand/freihand_00023195.npy,data/processed/landmarks/freihand_00023195.npy,unknown,medio,freihand,7,imputed,train
freihand_00010417,secuencias_stgcn/freihand/freihand_00010417.npy,data/processed/landmarks/freihand_00010417.npy,unknown,claro,freihand,4,imputed,train
freihand_00024333,secuencias_stgcn/freihand/freihand_00024333.npy,data/processed/landmarks/freihand_00024333.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00013590,secuencias_stgcn/freihand/freihand_00013590.npy,data/processed/landmarks/freihand_00013590.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00013268,secuencias_stgcn/freihand/freihand_00013268.npy,data/processed/landmarks/freihand_00013268.npy,unknown,medio,freihand,6,imputed,train
freihand_00006285,secuencias_stgcn/freihand/freihand_00006285.npy,data/processed/landmarks/freihand_00006285.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00014586,secuencias_stgcn/freihand/freihand_00014586.npy,data/processed/landmarks/freihand_00014586.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00028733,secuencias_stgcn/freihand/freihand_00028733.npy,data/processed/landmarks/freihand_00028733.npy,unknown,medio,freihand,5,imputed,train
freihand_00018205,secuencias_stgcn/freihand/freihand_00018205.npy,data/processed/landmarks/freihand_00018205.npy,unknown,claro,freihand,3,imputed,train
freihand_00021123,secuencias_stgcn/freihand/freihand_00021123.npy,data/processed/landmarks/freihand_00021123.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00007773,secuencias_stgcn/freihand/freihand_00007773.npy,data/processed/landmarks/freihand_00007773.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00002198,secuencias_stgcn/freihand/freihand_00002198.npy,data/processed/landmarks/freihand_00002198.npy,unknown,medio,freihand,7,imputed,train
freihand_00007430,secuencias_stgcn/freihand/freihand_00007430.npy,data/processed/landmarks/freihand_00007430.npy,unknown,medio,freihand,6,imputed,train
freihand_00020309,secuencias_stgcn/freihand/freihand_00020309.npy,data/processed/landmarks/freihand_00020309.npy,unknown,medio,freihand,7,imputed,train
freihand_00018242,secuencias_stgcn/freihand/freihand_00018242.npy,data/processed/landmarks/freihand_00018242.npy,unknown,medio,freihand,7,imputed,train
freihand_00015873,secuencias_stgcn/freihand/freihand_00015873.npy,data/processed/landmarks/freihand_00015873.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00030763,secuencias_stgcn/freihand/freihand_00030763.npy,data/processed/landmarks/freihand_00030763.npy,unknown,claro,freihand,4,imputed,train
freihand_00032254,secuencias_stgcn/freihand/freihand_00032254.npy,data/processed/landmarks/freihand_00032254.npy,unknown,claro,freihand,3,imputed,train
freihand_00013360,secuencias_stgcn/freihand/freihand_00013360.npy,data/processed/landmarks/freihand_00013360.npy,unknown,claro,freihand,1,imputed,train
freihand_00005635,secuencias_stgcn/freihand/freihand_00005635.npy,data/processed/landmarks/freihand_00005635.npy,unknown,claro,freihand,4,imputed,train
freihand_00030410,secuencias_stgcn/freihand/freihand_00030410.npy,data/processed/landmarks/freihand_00030410.npy,unknown,medio,freihand,7,imputed,train
freihand_00012147,secuencias_stgcn/freihand/freihand_00012147.npy,data/processed/landmarks/freihand_00012147.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00028779,secuencias_stgcn/freihand/freihand_00028779.npy,data/processed/landmarks/freihand_00028779.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00008059,secuencias_stgcn/freihand/freihand_00008059.npy,data/processed/landmarks/freihand_00008059.npy,unknown,claro,freihand,3,imputed,train
freihand_00009624,secuencias_stgcn/freihand/freihand_00009624.npy,data/processed/landmarks/freihand_00009624.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00019153,secuencias_stgcn/freihand/freihand_00019153.npy,data/processed/landmarks/freihand_00019153.npy,unknown,claro,freihand,3,imputed,train
freihand_00012390,secuencias_stgcn/freihand/freihand_00012390.npy,data/processed/landmarks/freihand_00012390.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00025537,secuencias_stgcn/freihand/freihand_00025537.npy,data/processed/landmarks/freihand_00025537.npy,unknown,claro,freihand,2,imputed,train
freihand_00018848,secuencias_stgcn/freihand/freihand_00018848.npy,data/processed/landmarks/freihand_00018848.npy,unknown,medio,freihand,5,imputed,train
freihand_00022489,secuencias_stgcn/freihand/freihand_00022489.npy,data/processed/landmarks/freihand_00022489.npy,unknown,claro,freihand,3,imputed,train
freihand_00020204,secuencias_stgcn/freihand/freihand_00020204.npy,data/processed/landmarks/freihand_00020204.npy,unknown,medio,freihand,7,imputed,train
freihand_00027453,secuencias_stgcn/freihand/freihand_00027453.npy,data/processed/landmarks/freihand_00027453.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00024414,secuencias_stgcn/freihand/freihand_00024414.npy,data/processed/landmarks/freihand_00024414.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00003554,secuencias_stgcn/freihand/freihand_00003554.npy,data/processed/landmarks/freihand_00003554.npy,unknown,medio,freihand,7,imputed,train
freihand_00007407,secuencias_stgcn/freihand/freihand_00007407.npy,data/processed/landmarks/freihand_00007407.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00005964,secuencias_stgcn/freihand/freihand_00005964.npy,data/processed/landmarks/freihand_00005964.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00012622,secuencias_stgcn/freihand/freihand_00012622.npy,data/processed/landmarks/freihand_00012622.npy,unknown,claro,freihand,1,imputed,train
freihand_00006699,secuencias_stgcn/freihand/freihand_00006699.npy,data/processed/landmarks/freihand_00006699.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00032316,secuencias_stgcn/freihand/freihand_00032316.npy,data/processed/landmarks/freihand_00032316.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00020028,secuencias_stgcn/freihand/freihand_00020028.npy,data/processed/landmarks/freihand_00020028.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00013222,secuencias_stgcn/freihand/freihand_00013222.npy,data/processed/landmarks/freihand_00013222.npy,unknown,claro,freihand,2,imputed,train
freihand_00003340,secuencias_stgcn/freihand/freihand_00003340.npy,data/processed/landmarks/freihand_00003340.npy,unknown,claro,freihand,3,imputed,train
freihand_00022010,secuencias_stgcn/freihand/freihand_00022010.npy,data/processed/landmarks/freihand_00022010.npy,unknown,medio,freihand,5,imputed,train
freihand_00001728,secuencias_stgcn/freihand/freihand_00001728.npy,data/processed/landmarks/freihand_00001728.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00030770,secuencias_stgcn/freihand/freihand_00030770.npy,data/processed/landmarks/freihand_00030770.npy,unknown,medio,freihand,6,imputed,train
freihand_00002489,secuencias_stgcn/freihand/freihand_00002489.npy,data/processed/landmarks/freihand_00002489.npy,unknown,medio,freihand,6,imputed,train
freihand_00027559,secuencias_stgcn/freihand/freihand_00027559.npy,data/processed/landmarks/freihand_00027559.npy,unknown,claro,freihand,1,imputed,train
freihand_00027489,secuencias_stgcn/freihand/freihand_00027489.npy,data/processed/landmarks/freihand_00027489.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00026576,secuencias_stgcn/freihand/freihand_00026576.npy,data/processed/landmarks/freihand_00026576.npy,unknown,medio,freihand,7,imputed,train
freihand_00007280,secuencias_stgcn/freihand/freihand_00007280.npy,data/processed/landmarks/freihand_00007280.npy,unknown,medio,freihand,7,imputed,train
freihand_00010238,secuencias_stgcn/freihand/freihand_00010238.npy,data/processed/landmarks/freihand_00010238.npy,unknown,medio,freihand,7,imputed,train
freihand_00005753,secuencias_stgcn/freihand/freihand_00005753.npy,data/processed/landmarks/freihand_00005753.npy,unknown,medio,freihand,7,imputed,train
freihand_00014200,secuencias_stgcn/freihand/freihand_00014200.npy,data/processed/landmarks/freihand_00014200.npy,unknown,claro,freihand,4,imputed,train
freihand_00001013,secuencias_stgcn/freihand/freihand_00001013.npy,data/processed/landmarks/freihand_00001013.npy,unknown,medio,freihand,6,imputed,train
freihand_00006931,secuencias_stgcn/freihand/freihand_00006931.npy,data/processed/landmarks/freihand_00006931.npy,unknown,claro,freihand,4,imputed,train
freihand_00021155,secuencias_stgcn/freihand/freihand_00021155.npy,data/processed/landmarks/freihand_00021155.npy,unknown,medio,freihand,5,imputed,train
freihand_00016827,secuencias_stgcn/freihand/freihand_00016827.npy,data/processed/landmarks/freihand_00016827.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00016455,secuencias_stgcn/freihand/freihand_00016455.npy,data/processed/landmarks/freihand_00016455.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00016728,secuencias_stgcn/freihand/freihand_00016728.npy,data/processed/landmarks/freihand_00016728.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00015812,secuencias_stgcn/freihand/freihand_00015812.npy,data/processed/landmarks/freihand_00015812.npy,unknown,medio,freihand,7,imputed,train
freihand_00029238,secuencias_stgcn/freihand/freihand_00029238.npy,data/processed/landmarks/freihand_00029238.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00016870,secuencias_stgcn/freihand/freihand_00016870.npy,data/processed/landmarks/freihand_00016870.npy,unknown,claro,freihand,3,imputed,train
freihand_00019136,secuencias_stgcn/freihand/freihand_00019136.npy,data/processed/landmarks/freihand_00019136.npy,unknown,medio,freihand,5,imputed,train
freihand_00017593,secuencias_stgcn/freihand/freihand_00017593.npy,data/processed/landmarks/freihand_00017593.npy,unknown,claro,freihand,1,imputed,train
freihand_00019980,secuencias_stgcn/freihand/freihand_00019980.npy,data/processed/landmarks/freihand_00019980.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00011901,secuencias_stgcn/freihand/freihand_00011901.npy,data/processed/landmarks/freihand_00011901.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00027428,secuencias_stgcn/freihand/freihand_00027428.npy,data/processed/landmarks/freihand_00027428.npy,unknown,medio,freihand,7,imputed,train
freihand_00028637,secuencias_stgcn/freihand/freihand_00028637.npy,data/processed/landmarks/freihand_00028637.npy,unknown,medio,freihand,5,imputed,train
freihand_00025438,secuencias_stgcn/freihand/freihand_00025438.npy,data/processed/landmarks/freihand_00025438.npy,unknown,claro,freihand,1,imputed,train
freihand_00011543,secuencias_stgcn/freihand/freihand_00011543.npy,data/processed/landmarks/freihand_00011543.npy,unknown,medio,freihand,7,imputed,train
freihand_00005480,secuencias_stgcn/freihand/freihand_00005480.npy,data/processed/landmarks/freihand_00005480.npy,unknown,medio,freihand,5,imputed,train
freihand_00019534,secuencias_stgcn/freihand/freihand_00019534.npy,data/processed/landmarks/freihand_00019534.npy,unknown,claro,freihand,3,imputed,train
freihand_00012520,secuencias_stgcn/freihand/freihand_00012520.npy,data/processed/landmarks/freihand_00012520.npy,unknown,claro,freihand,1,imputed,train
freihand_00001757,secuencias_stgcn/freihand/freihand_00001757.npy,data/processed/landmarks/freihand_00001757.npy,unknown,medio,freihand,6,imputed,train
freihand_00026721,secuencias_stgcn/freihand/freihand_00026721.npy,data/processed/landmarks/freihand_00026721.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00018767,secuencias_stgcn/freihand/freihand_00018767.npy,data/processed/landmarks/freihand_00018767.npy,unknown,medio,freihand,5,imputed,train
freihand_00017567,secuencias_stgcn/freihand/freihand_00017567.npy,data/processed/landmarks/freihand_00017567.npy,unknown,medio,freihand,6,imputed,train
freihand_00017267,secuencias_stgcn/freihand/freihand_00017267.npy,data/processed/landmarks/freihand_00017267.npy,unknown,medio,freihand,7,imputed,train
freihand_00031230,secuencias_stgcn/freihand/freihand_00031230.npy,data/processed/landmarks/freihand_00031230.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00010198,secuencias_stgcn/freihand/freihand_00010198.npy,data/processed/landmarks/freihand_00010198.npy,unknown,claro,freihand,4,imputed,train
freihand_00020057,secuencias_stgcn/freihand/freihand_00020057.npy,data/processed/landmarks/freihand_00020057.npy,unknown,medio,freihand,5,imputed,train
freihand_00027033,secuencias_stgcn/freihand/freihand_00027033.npy,data/processed/landmarks/freihand_00027033.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00002007,secuencias_stgcn/freihand/freihand_00002007.npy,data/processed/landmarks/freihand_00002007.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00008303,secuencias_stgcn/freihand/freihand_00008303.npy,data/processed/landmarks/freihand_00008303.npy,unknown,medio,freihand,7,imputed,train
freihand_00019781,secuencias_stgcn/freihand/freihand_00019781.npy,data/processed/landmarks/freihand_00019781.npy,unknown,medio,freihand,7,imputed,train
freihand_00019246,secuencias_stgcn/freihand/freihand_00019246.npy,data/processed/landmarks/freihand_00019246.npy,unknown,claro,freihand,2,imputed,train
freihand_00019395,secuencias_stgcn/freihand/freihand_00019395.npy,data/processed/landmarks/freihand_00019395.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00013442,secuencias_stgcn/freihand/freihand_00013442.npy,data/processed/landmarks/freihand_00013442.npy,unknown,medio,freihand,6,imputed,train
freihand_00028959,secuencias_stgcn/freihand/freihand_00028959.npy,data/processed/landmarks/freihand_00028959.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00006582,secuencias_stgcn/freihand/freihand_00006582.npy,data/processed/landmarks/freihand_00006582.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00002055,secuencias_stgcn/freihand/freihand_00002055.npy,data/processed/landmarks/freihand_00002055.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00025889,secuencias_stgcn/freihand/freihand_00025889.npy,data/processed/landmarks/freihand_00025889.npy,unknown,medio,freihand,5,imputed,train
freihand_00011119,secuencias_stgcn/freihand/freihand_00011119.npy,data/processed/landmarks/freihand_00011119.npy,unknown,claro,freihand,3,imputed,train
freihand_00025872,secuencias_stgcn/freihand/freihand_00025872.npy,data/processed/landmarks/freihand_00025872.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00030391,secuencias_stgcn/freihand/freihand_00030391.npy,data/processed/landmarks/freihand_00030391.npy,unknown,claro,freihand,3,imputed,train
freihand_00007437,secuencias_stgcn/freihand/freihand_00007437.npy,data/processed/landmarks/freihand_00007437.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00015325,secuencias_stgcn/freihand/freihand_00015325.npy,data/processed/landmarks/freihand_00015325.npy,unknown,claro,freihand,4,imputed,train
freihand_00028196,secuencias_stgcn/freihand/freihand_00028196.npy,data/processed/landmarks/freihand_00028196.npy,unknown,medio,freihand,7,imputed,train
freihand_00010723,secuencias_stgcn/freihand/freihand_00010723.npy,data/processed/landmarks/freihand_00010723.npy,unknown,claro,freihand,4,imputed,train
freihand_00002401,secuencias_stgcn/freihand/freihand_00002401.npy,data/processed/landmarks/freihand_00002401.npy,unknown,claro,freihand,1,imputed,train
freihand_00007631,secuencias_stgcn/freihand/freihand_00007631.npy,data/processed/landmarks/freihand_00007631.npy,unknown,medio,freihand,5,imputed,train
freihand_00016940,secuencias_stgcn/freihand/freihand_00016940.npy,data/processed/landmarks/freihand_00016940.npy,unknown,medio,freihand,5,imputed,train
freihand_00026270,secuencias_stgcn/freihand/freihand_00026270.npy,data/processed/landmarks/freihand_00026270.npy,unknown,medio,freihand,6,imputed,train
freihand_00011876,secuencias_stgcn/freihand/freihand_00011876.npy,data/processed/landmarks/freihand_00011876.npy,unknown,medio,freihand,7,imputed,train
freihand_00029374,secuencias_stgcn/freihand/freihand_00029374.npy,data/processed/landmarks/freihand_00029374.npy,unknown,claro,freihand,3,imputed,train
freihand_00014687,secuencias_stgcn/freihand/freihand_00014687.npy,data/processed/landmarks/freihand_00014687.npy,unknown,medio,freihand,5,imputed,train
freihand_00007676,secuencias_stgcn/freihand/freihand_00007676.npy,data/processed/landmarks/freihand_00007676.npy,unknown,medio,freihand,6,imputed,train
freihand_00010536,secuencias_stgcn/freihand/freihand_00010536.npy,data/processed/landmarks/freihand_00010536.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00019007,secuencias_stgcn/freihand/freihand_00019007.npy,data/processed/landmarks/freihand_00019007.npy,unknown,medio,freihand,7,imputed,train
freihand_00021118,secuencias_stgcn/freihand/freihand_00021118.npy,data/processed/landmarks/freihand_00021118.npy,unknown,claro,freihand,3,imputed,train
freihand_00009607,secuencias_stgcn/freihand/freihand_00009607.npy,data/processed/landmarks/freihand_00009607.npy,unknown,claro,freihand,3,imputed,train
freihand_00015522,secuencias_stgcn/freihand/freihand_00015522.npy,data/processed/landmarks/freihand_00015522.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00011948,secuencias_stgcn/freihand/freihand_00011948.npy,data/processed/landmarks/freihand_00011948.npy,unknown,medio,freihand,7,imputed,train
freihand_00000892,secuencias_stgcn/freihand/freihand_00000892.npy,data/processed/landmarks/freihand_00000892.npy,unknown,claro,freihand,1,imputed,train
freihand_00020256,secuencias_stgcn/freihand/freihand_00020256.npy,data/processed/landmarks/freihand_00020256.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00028350,secuencias_stgcn/freihand/freihand_00028350.npy,data/processed/landmarks/freihand_00028350.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00002842,secuencias_stgcn/freihand/freihand_00002842.npy,data/processed/landmarks/freihand_00002842.npy,unknown,claro,freihand,4,imputed,train
freihand_00027711,secuencias_stgcn/freihand/freihand_00027711.npy,data/processed/landmarks/freihand_00027711.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00001044,secuencias_stgcn/freihand/freihand_00001044.npy,data/processed/landmarks/freihand_00001044.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00001167,secuencias_stgcn/freihand/freihand_00001167.npy,data/processed/landmarks/freihand_00001167.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00002257,secuencias_stgcn/freihand/freihand_00002257.npy,data/processed/landmarks/freihand_00002257.npy,unknown,claro,freihand,3,imputed,train
freihand_00022812,secuencias_stgcn/freihand/freihand_00022812.npy,data/processed/landmarks/freihand_00022812.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00026315,secuencias_stgcn/freihand/freihand_00026315.npy,data/processed/landmarks/freihand_00026315.npy,unknown,medio,freihand,6,imputed,train
freihand_00025868,secuencias_stgcn/freihand/freihand_00025868.npy,data/processed/landmarks/freihand_00025868.npy,unknown,medio,freihand,6,imputed,train
freihand_00019738,secuencias_stgcn/freihand/freihand_00019738.npy,data/processed/landmarks/freihand_00019738.npy,unknown,claro,freihand,4,imputed,train
freihand_00007451,secuencias_stgcn/freihand/freihand_00007451.npy,data/processed/landmarks/freihand_00007451.npy,unknown,medio,freihand,7,imputed,train
freihand_00029400,secuencias_stgcn/freihand/freihand_00029400.npy,data/processed/landmarks/freihand_00029400.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00018298,secuencias_stgcn/freihand/freihand_00018298.npy,data/processed/landmarks/freihand_00018298.npy,unknown,claro,freihand,4,imputed,train
freihand_00001254,secuencias_stgcn/freihand/freihand_00001254.npy,data/processed/landmarks/freihand_00001254.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00031986,secuencias_stgcn/freihand/freihand_00031986.npy,data/processed/landmarks/freihand_00031986.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00027456,secuencias_stgcn/freihand/freihand_00027456.npy,data/processed/landmarks/freihand_00027456.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00005249,secuencias_stgcn/freihand/freihand_00005249.npy,data/processed/landmarks/freihand_00005249.npy,unknown,medio,freihand,7,imputed,train
freihand_00031213,secuencias_stgcn/freihand/freihand_00031213.npy,data/processed/landmarks/freihand_00031213.npy,unknown,claro,freihand,2,imputed,train
freihand_00018155,secuencias_stgcn/freihand/freihand_00018155.npy,data/processed/landmarks/freihand_00018155.npy,unknown,medio,freihand,6,imputed,train
freihand_00006115,secuencias_stgcn/freihand/freihand_00006115.npy,data/processed/landmarks/freihand_00006115.npy,unknown,claro,freihand,3,imputed,train
freihand_00022822,secuencias_stgcn/freihand/freihand_00022822.npy,data/processed/landmarks/freihand_00022822.npy,unknown,claro,freihand,2,imputed,train
freihand_00001083,secuencias_stgcn/freihand/freihand_00001083.npy,data/processed/landmarks/freihand_00001083.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00021621,secuencias_stgcn/freihand/freihand_00021621.npy,data/processed/landmarks/freihand_00021621.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00021673,secuencias_stgcn/freihand/freihand_00021673.npy,data/processed/landmarks/freihand_00021673.npy,unknown,claro,freihand,2,imputed,train
freihand_00003426,secuencias_stgcn/freihand/freihand_00003426.npy,data/processed/landmarks/freihand_00003426.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00026910,secuencias_stgcn/freihand/freihand_00026910.npy,data/processed/landmarks/freihand_00026910.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00028494,secuencias_stgcn/freihand/freihand_00028494.npy,data/processed/landmarks/freihand_00028494.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00025918,secuencias_stgcn/freihand/freihand_00025918.npy,data/processed/landmarks/freihand_00025918.npy,unknown,claro,freihand,1,imputed,train
freihand_00013352,secuencias_stgcn/freihand/freihand_00013352.npy,data/processed/landmarks/freihand_00013352.npy,unknown,medio,freihand,5,imputed,train
